,Speaker,Utterance,Unified
5,M,,M|
6,A,"Right, right.","A|Right, right."
7,M,.right.,M|.right.
8,A,"Oh, yeah.  Okay.","A|Oh, yeah.  Okay."
9,M,"It's not a problem, it's a way to say you don't have a problem.","M|It's not a problem, it's a way to say you don't have a problem."
10,A,"You think that that's, uh, pretty adequate coverage and you get. Uh-huh. It's historic events, huh.","A|You think that that's, uh, pretty adequate coverage and you get. Uh-huh. It's historic events, huh."
11,M,What?,M|What?
12,A,"Oh, okay.","A|Oh, okay."
13,M,So.,M|So.
14,A,Yes.,A|Yes.
15,M,"I'm sorry, I don't get it.","M|I'm sorry, I don't get it."
16,A,Yeah.,A|Yeah.
17,M,"you might get more thorough, umm, from TV","M|you might get more thorough, umm, from TV"
18,A,"Um, I found out too, that, uh, quite often if I see something on television that I want more in-depth, uh, understanding or, or get, want to know more about it, that the, the newspaper or, uh, I read NEWSWEEK, can give you a better and more thorough coverage of what I've heard on T V, but, uh, um, I found out that also on, on T V that you can scan through a whole lot of different things on C N N and, and like you said, the, the news shows that are, that are happening, and you can read some more about it if you want to. Um, I found out, though that, or I feel that a lot of the stuff on T V and the newspapers is negative. There's an awful lot of negative news or bad news, or, or bad news. And it'd be refreshing once in a while to hear some good news.","A|Um, I found out too, that, uh, quite often if I see something on television that I want more in-depth, uh, understanding or, or get, want to know more about it, that the, the newspaper or, uh, I read NEWSWEEK, can give you a better and more thorough coverage of what I've heard on T V, but, uh, um, I found out that also on, on T V that you can scan through a whole lot of different things on C N N and, and like you said, the, the news shows that are, that are happening, and you can read some more about it if you want to. Um, I found out, though that, or I feel that a lot of the stuff on T V and the newspapers is negative. There's an awful lot of negative news or bad news, or, or bad news. And it'd be refreshing once in a while to hear some good news."
19,M,...,M|...
20,A,"And, uh.","A|And, uh."
21,M,,M|
22,A,"Yes, we do.","A|Yes, we do."
23,M,u.,M|u.
24,A,"True, true.","A|True, true."
25,M,This is the only time in history that we have had news that happened.,M|This is the only time in history that we have had news that happened.
26,A,"Uh-huh. I've heard an interesting comment also that, uh, with budget cuts and, uh, expenses the way they are that it's affected the news media, whereas before they would be able to have a in-depth analysis or, uh, investigative reporting, on certain topics and issues, but that takes time, that takes an awful lot of money and commitment, and, and quite often it's a lot easier to listen to the police scanners or what they call ambulance chasing","A|Uh-huh. I've heard an interesting comment also that, uh, with budget cuts and, uh, expenses the way they are that it's affected the news media, whereas before they would be able to have a in-depth analysis or, uh, investigative reporting, on certain topics and issues, but that takes time, that takes an awful lot of money and commitment, and, and quite often it's a lot easier to listen to the police scanners or what they call ambulance chasing"
27,M,,M|
28,A,"and go after, you know, it's lot easy to go after and follow a fire department or a police officer, and, uh, find out news from that as opposed to going out and finding good things, so. I don't know, I guess the economy is, is effecting also the news media","A|and go after, you know, it's lot easy to go after and follow a fire department or a police officer, and, uh, find out news from that as opposed to going out and finding good things, so. I don't know, I guess the economy is, is effecting also the news media"
29,M,..,M|..
30,A,"and we have to pay that price, but, uh, I don't know, I don't know. It's interesting, and I think that nowadays with communications the way they are also, that we can see global events happening as, as they occur all over the world, like the,","A|and we have to pay that price, but, uh, I don't know, I don't know. It's interesting, and I think that nowadays with communications the way they are also, that we can see global events happening as, as they occur all over the world, like the,"
31,M,It,M|It
32,A,"Exactly.  We saw,  Yes, you know, twenty years ago, thirty years ago, we wouldn't have been able to have that privilege or, or luxury to, to view that. So.","A|Exactly.  We saw,  Yes, you know, twenty years ago, thirty years ago, we wouldn't have been able to have that privilege or, or luxury to, to view that. So."
33,M,This.,M|This.
34,A,"Oh, yes.","A|Oh, yes."
35,M,"You know, I know.","M|You know, I know."
36,A,Uh-huh.,A|Uh-huh.
37,M,"There was a World Series, right?","M|There was a World Series, right?"
38,A,"Oh, yeah. Yeah.","A|Oh, yeah. Yeah."
39,M,"You mean like, you know, when they were playing in the Coliseum?","M|You mean like, you know, when they were playing in the Coliseum?"
