,Speaker,Utterance,Unified
5,M,You have no idea how hard it is to be a troll.,M|You have no idea how hard it is to be a troll.
6,A,"Yes, uh-huh.","A|Yes, uh-huh."
7,M,"No, you have!","M|No, you have!"
8,A,"Okay, well, yes I do.","A|Okay, well, yes I do."
9,M,You don't have any proof.,M|You don't have any proof.
10,A,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.","A|In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you."
11,M,...,M|...
12,A,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.","A|Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits."
13,M,No.,M|No.
14,A,"Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be.","A|Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be."
15,M,I,M|I
16,A,"Because they, of course, if you did not have them, you would be pulling from your salary, of course.","A|Because they, of course, if you did not have them, you would be pulling from your salary, of course."
17,M,Why?,M|Why?
18,A,"Right,","A|Right,"
19,M,But... I don't have any of those...,M|But... I don't have any of those...
20,A,right.,A|right.
21,M,I'd like to know why you think it's a good idea to get a job with the government if you don't have a job.,M|I'd like to know why you think it's a good idea to get a job with the government if you don't have a job.
22,A,And they always have surprises for you.,A|And they always have surprises for you.
23,M,I think they are usually just random.,M|I think they are usually just random.
24,A,"With children,","A|With children,"
25,M,"I have a friend who's a doctor, and he's always surprised when he wakes up.","M|I have a friend who's a doctor, and he's always surprised when he wakes up."
26,A,"You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business.","A|You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business."
27,M,"The US has no problem with this, and it's not a business","M|The US has no problem with this, and it's not a business"
