,Speaker,Utterance,Unified
5,M,,M|
6,A,"And, uh, I'm in California,  which has a lot of immigration. Probably more than any where else in the country, though I'm not sure if that's the case.","A|And, uh, I'm in California,  which has a lot of immigration. Probably more than any where else in the country, though I'm not sure if that's the case."
7,M,...,M|...
8,A,"Uh-huh, yeah.","A|Uh-huh, yeah."
9,M,Not.,M|Not.
10,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
11,M,"It's a state, not a country.","M|It's a state, not a country."
12,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
13,M,"Uhh, where's the rest of the world?","M|Uhh, where's the rest of the world?"
14,A,"Yeah.  Sure, well, Texas,  used to be part of Mexico, or most of it","A|Yeah.  Sure, well, Texas,  used to be part of Mexico, or most of it"
15,M,"I think we are, uh, uh","M|I think we are, uh, uh"
16,A,Huh.,A|Huh.
17,M,"No, I'm not.","M|No, I'm not."
18,A,"I, I don't either. It's a really delicate, uh, moral, issue. Because, if you have, well, I guess the one thing I do see that is, is that needs to be a solution is, that if you do let people into the country, I do feel you have a certain obligation to,  to get them on their feet.","A|I, I don't either. It's a really delicate, uh, moral, issue. Because, if you have, well, I guess the one thing I do see that is, is that needs to be a solution is, that if you do let people into the country, I do feel you have a certain obligation to,  to get them on their feet."
19,M,This,M|This
20,A,"Because otherwise what you're doing is you're letting people in and you're, you're dooming them to being underclass people.","A|Because otherwise what you're doing is you're letting people in and you're, you're dooming them to being underclass people."
21,M,You can't.,M|You can't.
22,A,"You know, you're dooming them to ghetto life or whatever. And I know that, that the Southeast Asians, the Hmong people that I've done some work with, uh, feel very quite hurt and, and unsure of themselves when here. Because they're coming from, you know, from the slash and burn intercultural society, you know, they're coming from the middle ages, basically. And they're being plunked down, plunked down into America. Many of them had been promised by the C I A, during the war over there, that because they co-operated with the C I A, and they helped the C I A out, that when they came here, the C I A would help establish them in America, and the C I A, of course, isn't doing that.","A|You know, you're dooming them to ghetto life or whatever. And I know that, that the Southeast Asians, the Hmong people that I've done some work with, uh, feel very quite hurt and, and unsure of themselves when here. Because they're coming from, you know, from the slash and burn intercultural society, you know, they're coming from the middle ages, basically. And they're being plunked down, plunked down into America. Many of them had been promised by the C I A, during the war over there, that because they co-operated with the C I A, and they helped the C I A out, that when they came here, the C I A would help establish them in America, and the C I A, of course, isn't doing that."
23,M,,M|
24,A,"And, uh, so they come here and they don't know what the heck they're doing. And they're finding themselves adrift in the big cities. And, of course, there are people in the big cities who would do, like nothing better than to take advantage of them.","A|And, uh, so they come here and they don't know what the heck they're doing. And they're finding themselves adrift in the big cities. And, of course, there are people in the big cities who would do, like nothing better than to take advantage of them."
25,M,I.,M|I.
