,Speaker,Utterance,Unified
5,M,you can't have a golden retriever,M|you can't have a golden retriever
6,A,Instead of being carried,A|Instead of being carried
7,M,"I'm sorry, I don't understand.","M|I'm sorry, I don't understand."
8,A,Yeah. Really.,A|Yeah. Really.
9,M,So you're saying they wanted something to do with the puppy?,M|So you're saying they wanted something to do with the puppy?
10,A,Uh-huh.,A|Uh-huh.
11,M,I have a dog.,M|I have a dog.
12,A,Huh.,A|Huh.
13,M,She is so tiny.,M|She is so tiny.
14,A,"Yes, I've seen those. They're cute.","A|Yes, I've seen those. They're cute."
15,M,That's what I thought.,M|That's what I thought.
16,A,Uh-huh.,A|Uh-huh.
17,M,I can't help but feel like this is an ad for a breed.,M|I can't help but feel like this is an ad for a breed.
18,A,"Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds.","A|Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds."
19,M,I'meeeyeeeyuppoori,M|I'meeeyeeeyuppoori
20,A,Is it?,A|Is it?
21,M,It's a breed.,M|It's a breed.
22,A,Uh-huh.,A|Uh-huh.
23,M,"It's a golden retriever, not a golden","M|It's a golden retriever, not a golden"
24,A,Huh.,A|Huh.
25,M,Golden Retriever.,M|Golden Retriever.
26,A,Uh-huh.,A|Uh-huh.
27,M,I'm not sure. I think it's five.,M|I'm not sure. I think it's five.
28,A,"Oh, huh.","A|Oh, huh."
29,M,"A retriever is a dog, not a dog.","M|A retriever is a dog, not a dog."
30,A,"Yeah. She's perfect. Well, she's got a brown nose instead of black too.","A|Yeah. She's perfect. Well, she's got a brown nose instead of black too."
31,M,What about her nose?,M|What about her nose?
32,A,"Which makes her, I guess, unshowable, even if she had papers which she doesn't","A|Which makes her, I guess, unshowable, even if she had papers which she doesn't"
33,M,She's not really in any danger.,M|She's not really in any danger.
34,A,"but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun.","A|but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun."
35,M,I'm sorry. I'm not really sure how you can justify that.,M|I'm sorry. I'm not really sure how you can justify that.
36,A,Right. Oh.,A|Right. Oh.
37,M,You are so cute.,M|You are so cute.
38,A,I bet it had a pretty coat too.,A|I bet it had a pretty coat too.
39,M,that coat,M|that coat
40,A,Yeah.,A|Yeah.
41,M,s.,M|s.
42,A,Right.,A|Right.
43,M,,M|
44,A,Oh.,A|Oh.
45,M,I have a goldendoodle.,M|I have a goldendoodle.
46,A,Yeah.,A|Yeah.
47,M,Do you think you can get a lab?,M|Do you think you can get a lab?
48,A,"We have some friends with a brother and sister Golden retriever and those dogs have been having seizures, and I wonder since both of them are having them if it's some kind of breeding problem.","A|We have some friends with a brother and sister Golden retriever and those dogs have been having seizures, and I wonder since both of them are having them if it's some kind of breeding problem."
49,M,Is it a breeding problem?,M|Is it a breeding problem?
50,A,Huh-uh.,A|Huh-uh.
51,M,Golden Retriever,M|Golden Retriever
52,A,Oh.,A|Oh.
53,M,Golden Retriever,M|Golden Retriever
54,A,Yeah.,A|Yeah.
55,M,I'm...,M|I'm...
56,A,"Yeah. They did. I, I had never really had a Golden retriever before. We were going to get a shepherd and something mixed because my husband's family had had shepherds and all the other, we looked at some of the shepherd mixes and the puppies weren't very, uh, social and stuff.","A|Yeah. They did. I, I had never really had a Golden retriever before. We were going to get a shepherd and something mixed because my husband's family had had shepherds and all the other, we looked at some of the shepherd mixes and the puppies weren't very, uh, social and stuff."
57,M,...,M|...
58,A,"And we went to a pen of a little bit bigger dogs and all the others were standing there barking and jumping up and down. And one dog would stand there wagging her tail and smiling And that, was mine.","A|And we went to a pen of a little bit bigger dogs and all the others were standing there barking and jumping up and down. And one dog would stand there wagging her tail and smiling And that, was mine."
59,M,You were the dog.,M|You were the dog.
60,A,Uh-huh.,A|Uh-huh.
61,M,',M|'
62,A,"Oh, really?","A|Oh, really?"
63,M,German Shepherds are a breed of dog.,M|German Shepherds are a breed of dog.
64,A,Oh.,A|Oh.
65,M,A dog,M|A dog
66,A,Uh-huh.,A|Uh-huh.
67,M,They're a different breed.,M|They're a different breed.
68,A,Oh.,A|Oh.
69,M,I'm talking about the American Kennels.,M|I'm talking about the American Kennels.
70,A,Huh.,A|Huh.
71,M,"Well, she is a German Shepherd.","M|Well, she is a German Shepherd."
72,A,Uh-huh. Huh. Uh-huh.,A|Uh-huh. Huh. Uh-huh.
73,M,,M|
74,A,Uh-huh.,A|Uh-huh.
75,M,.,M|.
76,A,Huh.,A|Huh.
77,M,"It's and we're, and, a dog, and she is.","M|It's and we're, and, a dog, and she is."
78,A,Huh.,A|Huh.
79,M,"It's a German Shepherd, so it's a breed.","M|It's a German Shepherd, so it's a breed."
80,A,Wow.,A|Wow.
81,M,"No, they were bred for temperament.","M|No, they were bred for temperament."
82,A,Huh.,A|Huh.
83,M,The only one that I've ever met who can't be a dog owner is my dog.,M|The only one that I've ever met who can't be a dog owner is my dog.
