,Speaker,Utterance,Unified
5,A,"Yes, all, all young Americans, they did not specify, you know, exactly what young means.","A|Yes, all, all young Americans, they did not specify, you know, exactly what young means."
6,M,They said they were from the south,M|They said they were from the south
7,A,Yeah.,A|Yeah.
8,M,You mean it would be?,M|You mean it would be?
9,A,"Yeah. Yeah, you're probably right, two years might be a little too long.","A|Yeah. Yeah, you're probably right, two years might be a little too long."
10,M,It's probably not a bad idea.,M|It's probably not a bad idea.
11,A,"That's right. That, that would be the problem. Sure would.","A|That's right. That, that would be the problem. Sure would."
12,M,"If you don't want to be in the military, you don't have to serve anyone.","M|If you don't want to be in the military, you don't have to serve anyone."
13,A,"Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,","A|Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,"
14,M,You.,M|You.
15,A,"I'm not sure what but,","A|I'm not sure what but,"
16,M,I think it's a good idea,M|I think it's a good idea
17,A,"I'm not sure they need to be, you know, paid, you know, a super do salary of any kind.","A|I'm not sure they need to be, you know, paid, you know, a super do salary of any kind."
18,M,They should get their own college credit.,M|They should get their own college credit.
19,A,"but that, that kind of takes away from public service.","A|but that, that kind of takes away from public service."
20,M,I'd say the same thing about a super salary.,M|I'd say the same thing about a super salary.
21,A,"But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know. I'm not sure that would be a terrifically good idea.","A|But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know. I'm not sure that would be a terrifically good idea."
22,M,I,M|I
23,A,I'm not either really.,A|I'm not either really.
24,M,"You know, that.","M|You know, that."
25,A,That's right.,A|That's right.
26,M,,M|
27,A,That's right.,A|That's right.
28,M,I know,M|I know
29,A,"Uh-huh. That's right. Absolutely. They need, young families, whatever,","A|Uh-huh. That's right. Absolutely. They need, young families, whatever,"
30,M,And then there's the kids who are born to be teenagers.,M|And then there's the kids who are born to be teenagers.
31,A,"they just couldn't, you know, take off to do that.","A|they just couldn't, you know, take off to do that."
32,M,You could say they were... so far.,M|You could say they were... so far.
33,A,"Oh,","A|Oh,"
34,M,it's a question.,M|it's a question.
35,A,"That's right, uh-huh.","A|That's right, uh-huh."
36,M,"they're both the same, right?","M|they're both the same, right?"
37,A,"Uh-huh, it sure would. It would have to be a lot of, you know, thought given to something like that, I would think.","A|Uh-huh, it sure would. It would have to be a lot of, you know, thought given to something like that, I would think."
38,M,"You're thinking of the most popular, not the most common.","M|You're thinking of the most popular, not the most common."
39,A,Uh-huh.,A|Uh-huh.
40,M,It would be interesting to see how many people would go.,M|It would be interesting to see how many people would go.
41,A,Yeah. Yeah.,A|Yeah. Yeah.
42,M,"I, uh, know.","M|I, uh, know."
43,A,"That's right. I'm not even really sure at this point in time, you know, what, what programs are out there.","A|That's right. I'm not even really sure at this point in time, you know, what, what programs are out there."
44,M,"I think the only way to fix it is to have it run the program, and then not fix it.","M|I think the only way to fix it is to have it run the program, and then not fix it."
45,A,Uh-huh. Uh-huh. Uh-huh. Uh-huh.,A|Uh-huh. Uh-huh. Uh-huh. Uh-huh.
46,M,This is not an answer,M|This is not an answer
47,A,Yeah.,A|Yeah.
48,M,I'm gonna.go,M|I'm gonna.go
49,A,"Yeah, like maybe if, if there was something they could do in their own, own, in their own town or city, yeah, and not have to pull up roots and, you know, go somewhere half way around the world, or something.","A|Yeah, like maybe if, if there was something they could do in their own, own, in their own town or city, yeah, and not have to pull up roots and, you know, go somewhere half way around the world, or something."
50,M,Like if they went to a different country.,M|Like if they went to a different country.
51,A,"That's right. Yeah, that's, that's true too. That's true too.","A|That's right. Yeah, that's, that's true too. That's true too."
52,M,I think they're all right.,M|I think they're all right.
53,A,"Yeah, yeah. Me neither. And, you wonder, you know, what kind of quality job would they do, you know, Just sit around for their year,","A|Yeah, yeah. Me neither. And, you wonder, you know, what kind of quality job would they do, you know, Just sit around for their year,"
54,M,"yeah,?","M|yeah,?"
55,A,"or would they really, you know, make a contribution of some kind.","A|or would they really, you know, make a contribution of some kind."
56,M,"I mean, you can do that anyway.","M|I mean, you can do that anyway."
57,A,"Yeah, it's tough. It's tough.","A|Yeah, it's tough. It's tough."
58,M,I'm not sure if it's hard or not.,M|I'm not sure if it's hard or not.
59,A,"Yeah. Yeah. I, I'm not sure either. But, I think, there would have to be a lot more, you know, information, you know, disseminated, before you say, let's do this, you know.","A|Yeah. Yeah. I, I'm not sure either. But, I think, there would have to be a lot more, you know, information, you know, disseminated, before you say, let's do this, you know."
60,M,"I think, they will.","M|I think, they will."
61,A,Yeah.,A|Yeah.
62,M,I don't think they can be a'school ',M|I don't think they can be a'school '
63,A,Yeah.,A|Yeah.
64,M,"Yes.Yeah. It's, it's.","M|Yes.Yeah. It's, it's."
65,A,Yeah. That's right.,A|Yeah. That's right.
66,M,"It isnt.But if they had to spend a lot more money on advertising, it wouldnt be a lot, but it would be.","M|It isnt.But if they had to spend a lot more money on advertising, it wouldnt be a lot, but it would be."
67,A,Yeah.,A|Yeah.
68,M,I guess.Yeah.Its a little hard to explain.They are like a small group of people.,M|I guess.Yeah.Its a little hard to explain.They are like a small group of people.
69,A,Uh-huh.,A|Uh-huh.
70,M,I have a lot of stuff to do.,M|I have a lot of stuff to do.
71,A,Right.,A|Right.
72,M,"i think you mean like, you have to be a volunteer for the school, not a community member","M|i think you mean like, you have to be a volunteer for the school, not a community member"
73,A,That's right. Yeah. That's a real waste too. It really is.,A|That's right. Yeah. That's a real waste too. It really is.
