,Speaker,Utterance,Unified
5,M,I think they're saying it's not too late to get back to work.,M|I think they're saying it's not too late to get back to work.
6,A,Uh-huh.,A|Uh-huh.
7,M,Yea. Uh.uh.,M|Yea. Uh.uh.
8,A,Uh-huh.,A|Uh-huh.
9,M,You have a good point. I wonder what the other people are like.,M|You have a good point. I wonder what the other people are like.
10,A,"You know, I, I really agree with you. Um, I, uh, though I've never done that myself, I, I'm, was a basically an education major when I graduated from college and I accepted a job that at the time was just slightly above the poverty level to teach to, um, very rural children in a very low income district and I spent a year teaching there","A|You know, I, I really agree with you. Um, I, uh, though I've never done that myself, I, I'm, was a basically an education major when I graduated from college and I accepted a job that at the time was just slightly above the poverty level to teach to, um, very rural children in a very low income district and I spent a year teaching there"
11,M,i,M|i
12,A,and I think it was probably one of my largest eye-opening experiences because I come from nice middle class white suburban home,A|and I think it was probably one of my largest eye-opening experiences because I come from nice middle class white suburban home
13,M,i know.,M|i know.
14,A,"and I did it, um, for one reason I wanted, I was working on a masters degree so I wanted to stay close to where I was working on a masters degree, but also because I just thought that it would be interesting to live some place else so totally different than my own up bringing","A|and I did it, um, for one reason I wanted, I was working on a masters degree so I wanted to stay close to where I was working on a masters degree, but also because I just thought that it would be interesting to live some place else so totally different than my own up bringing"
15,M,...,M|...
16,A,"and I, it changed, it probably changed my political views it changed my understanding of the world around me","A|and I, it changed, it probably changed my political views it changed my understanding of the world around me"
17,M,i think you should visit some places.,M|i think you should visit some places.
18,A,"and I think, um, in fact, if I had to do it all again I, you know, after that, you know, you never think of it because, I guess because I paid for all of my college education myself, I never thought about doing that because I had all these college loans I'd started paying back.","A|and I think, um, in fact, if I had to do it all again I, you know, after that, you know, you never think of it because, I guess because I paid for all of my college education myself, I never thought about doing that because I had all these college loans I'd started paying back."
19,M,Uhh.,M|Uhh.
20,A,"Um, so that was, that was one reason why I never considered it but now that I'm further along, and I'm still paying these college loans, I, I think realistically, you know, you can have your college loans delayed now, because I had them delayed because I'm back in graduate school at thirty years old,","A|Um, so that was, that was one reason why I never considered it but now that I'm further along, and I'm still paying these college loans, I, I think realistically, you know, you can have your college loans delayed now, because I had them delayed because I'm back in graduate school at thirty years old,"
21,M,"I,","M|I,"
22,A,"um, I had them delayed because I'm back in graduate school and on that form it says if your joining the Peace Corps you can have them delayed","A|um, I had them delayed because I'm back in graduate school and on that form it says if your joining the Peace Corps you can have them delayed"
23,M,I have time,M|I have time
24,A,"and I thought that was, you know, very interesting and I, I would have thought of that earlier I probably would have done, you know, just like, is that, is this, is that the Mormon church, that does that?","A|and I thought that was, you know, very interesting and I, I would have thought of that earlier I probably would have done, you know, just like, is that, is this, is that the Mormon church, that does that?"
25,M,"Yes, of course","M|Yes, of course"
26,A,"Because one of my neighbors, uh, did that in Pittsburgh, from Pittsburgh.","A|Because one of my neighbors, uh, did that in Pittsburgh, from Pittsburgh."
27,M,"I, uh, I think I know what you mean.","M|I, uh, I think I know what you mean."
28,A,"And I thought, you know, that really, now that I'm thirty years old, I think that one or two years out of my life would have, probably like you said, to be able to travel some place else whether it be the United States or outside the country, I think it would have been a very good, um, experience for me.","A|And I thought, you know, that really, now that I'm thirty years old, I think that one or two years out of my life would have, probably like you said, to be able to travel some place else whether it be the United States or outside the country, I think it would have been a very good, um, experience for me."
29,M,Us.,M|Us.
30,A,Uh-huh.,A|Uh-huh.
31,M,"I'm not really, I'm","M|I'm not really, I'm"
32,A,Uh-huh.,A|Uh-huh.
33,M,... how about,M|... how about
34,A,"Uh-huh. Yeah. And I think, you know, we have such a need now, you know, I taught, you know, I, I think I was paid, uh, about nine thousand dollars to teach for the year","A|Uh-huh. Yeah. And I think, you know, we have such a need now, you know, I taught, you know, I, I think I was paid, uh, about nine thousand dollars to teach for the year"
35,M,I'm so,M|I'm so
36,A,"and I worked in a very rural school district and I, I, one of the things I taught was a computer class","A|and I worked in a very rural school district and I, I, one of the things I taught was a computer class"
37,M,Uuhuh,M|Uuhuh
38,A,"and these kids, um, you know, every girl I taught, except for one, was pregnant.","A|and these kids, um, you know, every girl I taught, except for one, was pregnant."
39,M,"I, uh, uh","M|I, uh, uh"
40,A,"Many of the boys in the room had children and they were, they were high school juniors.","A|Many of the boys in the room had children and they were, they were high school juniors."
41,M,"I'm not a child, I'm a high school junior.","M|I'm not a child, I'm a high school junior."
42,A,"And I just, there, you know, they came from poverty, they were going to condition in poverty and it was, it was, the school district couldn't hire many people, it was very difficult for them to hire, and I think, you know, in the sense, that aspect of public service for education in some of the inner cities for, um, just social workers in some of the inner cities and some of the rural areas where they just need advice on medical, um, things, I think it's a really good idea. And even if it is overseas.","A|And I just, there, you know, they came from poverty, they were going to condition in poverty and it was, it was, the school district couldn't hire many people, it was very difficult for them to hire, and I think, you know, in the sense, that aspect of public service for education in some of the inner cities for, um, just social workers in some of the inner cities and some of the rural areas where they just need advice on medical, um, things, I think it's a really good idea. And even if it is overseas."
43,M,,M|
44,A,"See, I never, I, I tell you sometimes I worry about things over seas because we have such problems right here in our own country.","A|See, I never, I, I tell you sometimes I worry about things over seas because we have such problems right here in our own country."
45,M,I'm,M|I'm
46,A,Uh-huh.,A|Uh-huh.
47,M,I'm.of.,M|I'm.of.
48,A,Yeah. Uh-huh. Yeah.,A|Yeah. Uh-huh. Yeah.
49,M,I'm from the UK.,M|I'm from the UK.
50,A,Right. Uh-huh.,A|Right. Uh-huh.
51,M,And it's still not the most popular country in the world.,M|And it's still not the most popular country in the world.
52,A,Uh-huh.,A|Uh-huh.
53,M,"Uhh, um. Yes.","M|Uhh, um. Yes."
54,A,Uh-huh.,A|Uh-huh.
55,M,Because they are better than the other students.,M|Because they are better than the other students.
56,A,"Yeah. I think it would also help them if they then went on to college. I know that my first couple of years of college were, um, uh, probably too carefree at the, beginning","A|Yeah. I think it would also help them if they then went on to college. I know that my first couple of years of college were, um, uh, probably too carefree at the, beginning"
57,M,What if they have been in college for a while?,M|What if they have been in college for a while?
58,A,and then at the end I had to be too serious.,A|and then at the end I had to be too serious.
59,M,"Uhh, I think they were just a bit too serious.","M|Uhh, I think they were just a bit too serious."
60,A,Uh-huh. Uh-huh.,A|Uh-huh. Uh-huh.
61,M,And then you get to be a little girl and get to hang out with them.,M|And then you get to be a little girl and get to hang out with them.
62,A,"Yeah, that's true.","A|Yeah, that's true."
63,M,That's why you have to take a vow of poverty.,M|That's why you have to take a vow of poverty.
64,A,"Uh-huh, that's right.","A|Uh-huh, that's right."
65,M,They do a LOT of things that we don't.,M|They do a LOT of things that we don't.
66,A,"I, yeah, I think, I think this was, this was a very interesting topic uh, because it's something that, you know, we don't talk about in this country probably enough.","A|I, yeah, I think, I think this was, this was a very interesting topic uh, because it's something that, you know, we don't talk about in this country probably enough."
67,M,"Oh, well, yeah, I guess that's interesting","M|Oh, well, yeah, I guess that's interesting"
68,A,"Uh, you know,","A|Uh, you know,"
69,M,"No, I don't know.","M|No, I don't know."
70,A,"Uh-huh. Yeah, that's true.","A|Uh-huh. Yeah, that's true."
71,M,"Because of the freedom of choices, I guess.","M|Because of the freedom of choices, I guess."
72,A,Uh-huh.,A|Uh-huh.
73,M,"Uuhh, that's, uh, weird.","M|Uuhh, that's, uh, weird."
74,A,"Oh, I think it is.","A|Oh, I think it is."
75,M,"No, it's not.","M|No, it's not."
76,A,"I really think, I think, um, people, you should, I, you know, the kids today I teach, I spend a lot of my time teaching college students","A|I really think, I think, um, people, you should, I, you know, the kids today I teach, I spend a lot of my time teaching college students"
77,M,"I think you're wrong, I'm right.","M|I think you're wrong, I'm right."
78,A,"and, um, I find great disgust in them, in their, in their, um, their self-centeredness and their inability to understand, um, multicultural or multiracial situation","A|and, um, I find great disgust in them, in their, in their, um, their self-centeredness and their inability to understand, um, multicultural or multiracial situation"
79,M,"I find great disdain for them, in their, in the self centeredness, in them self centered, in themselves.","M|I find great disdain for them, in their, in the self centeredness, in them self centered, in themselves."
80,A,"and I really, you know, they don't understand, uh, how other people live, um, they don't understand,","A|and I really, you know, they don't understand, uh, how other people live, um, they don't understand,"
81,M,"You know what, you're right.","M|You know what, you're right."
82,A,"Uh-huh. Yeah, I think that's, uh, just having a good time.","A|Uh-huh. Yeah, I think that's, uh, just having a good time."
83,M,"I know, but uh, I'm uh, uh, um, I don't really understand,","M|I know, but uh, I'm uh, uh, um, I don't really understand,"
84,A,"I, uh, a friend of mine is a psychologist and he always refers to it as short-term pleasure oriented. I guess he's a technical aspect he likes to apply to it, you know,","A|I, uh, a friend of mine is a psychologist and he always refers to it as short-term pleasure oriented. I guess he's a technical aspect he likes to apply to it, you know,"
85,M,"Oh, okay.","M|Oh, okay."
86,A,"today's young people are short-term pleasure oriented,","A|today's young people are short-term pleasure oriented,"
87,M,Today's youth are the future of the world.,M|Today's youth are the future of the world.
88,A,and everything has to be an immediate reward and it has to be fun.,A|and everything has to be an immediate reward and it has to be fun.
89,M,Paper is a reward for a lot of things.,M|Paper is a reward for a lot of things.
90,A,Uh-huh. Yeah.,A|Uh-huh. Yeah.
91,M,i think you can make your own.,M|i think you can make your own.
92,A,"Well, they say, I think I, um, have read recently that, uh, the Bush Administration has increased the funding for the Peace Corps.","A|Well, they say, I think I, um, have read recently that, uh, the Bush Administration has increased the funding for the Peace Corps."
93,M,"Well, it's the most peaceful thing I've ever heard.","M|Well, it's the most peaceful thing I've ever heard."
94,A,"Uh-huh. Because I guess because of the changes in Eastern Europe, uh, they've increased funding for the Peace Corps. Some of the, I guess it's some of the peace dividend in the sense, you known,","A|Uh-huh. Because I guess because of the changes in Eastern Europe, uh, they've increased funding for the Peace Corps. Some of the, I guess it's some of the peace dividend in the sense, you known,"
95,M,"Uh, uh, yeah.","M|Uh, uh, yeah."
96,A,"when they're decreasing some of the military spending, some of that money has gone into the Peace Corps","A|when they're decreasing some of the military spending, some of that money has gone into the Peace Corps"
97,M,"Well, they're not wrong.","M|Well, they're not wrong."
98,A,"and some of the are the overseas programs. Uh,","A|and some of the are the overseas programs. Uh,"
99,M,"Yeah, some of them.","M|Yeah, some of them."
100,A,Uh-huh. Uh-huh.,A|Uh-huh. Uh-huh.
101,M,What do you mean?,M|What do you mean?
102,A,"Yeah. Yeah, that's true.","A|Yeah. Yeah, that's true."
103,M,Ohhuh.,M|Ohhuh.
104,A,Uh-huh.,A|Uh-huh.
105,M,"I don't know, maybe.","M|I don't know, maybe."
106,A,"Yeah, that's very true. You know, how many, is it they say we have so many lawyers in this country, and I guess, I, I live near Washington, being in, in Baltimore, it's something like one in four people, in the Washington,  area, are lawyers,","A|Yeah, that's very true. You know, how many, is it they say we have so many lawyers in this country, and I guess, I, I live near Washington, being in, in Baltimore, it's something like one in four people, in the Washington,  area, are lawyers,"
107,M,There are many lawyers.,M|There are many lawyers.
108,A,"And, and I just sort of think that's ridiculous.","A|And, and I just sort of think that's ridiculous."
109,M,It's just a joke.,M|It's just a joke.
110,A,"Yeah, with with the great needs that we need today in science and biology and, uh, you know, the, the problems we have with AIDS and cancer and, and how come everybody is a lawyer, you know, you know","A|Yeah, with with the great needs that we need today in science and biology and, uh, you know, the, the problems we have with AIDS and cancer and, and how come everybody is a lawyer, you know, you know"
111,M,,M|
112,A,Uh-huh. Right.,A|Uh-huh. Right.
113,M,I can't believe that's how many people have been to the moon.,M|I can't believe that's how many people have been to the moon.
114,A,"Uh-huh. Yeah, you saw, statistics that lawyers and doctors make the most money in the long run.","A|Uh-huh. Yeah, you saw, statistics that lawyers and doctors make the most money in the long run."
115,M,,M|
116,A,"Yeah, that's true.","A|Yeah, that's true."
117,M,"Oh, I see. I was thinking that the money would be the same as the money that doctors make.","M|Oh, I see. I was thinking that the money would be the same as the money that doctors make."
118,A,That's interesting. Uh-huh.,A|That's interesting. Uh-huh.
119,M,"Yes, it is.","M|Yes, it is."
120,A,"Okay. Hey, thanks so much for the conversation.","A|Okay. Hey, thanks so much for the conversation."
121,M,I'll be around.,M|I'll be around.
122,A,"Well, thank you very much. Bye-bye.","A|Well, thank you very much. Bye-bye."
123,M,Good luck with that.,M|Good luck with that.
