,Speaker,Utterance,Unified
5,M,,M|
6,A,"Uh, I believe in it, too","A|Uh, I believe in it, too"
7,M,u,M|u
8,A,"I'm Catholic and we're not supposed to, but, uh, I feel that it, like you, you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know I would say go ahead and execute that person as well.","A|I'm Catholic and we're not supposed to, but, uh, I feel that it, like you, you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know I would say go ahead and execute that person as well."
9,M,"Uhhh, I'm Catholic, and I can say that I'm not.","M|Uhhh, I'm Catholic, and I can say that I'm not."
10,A,"But, it's the cases, you know, like sometimes you, you know, you hear of people that they say they went to jail falsely, you know, they really didn't do it. Well, you know, you, you got, you got that point well, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it.","A|But, it's the cases, you know, like sometimes you, you know, you hear of people that they say they went to jail falsely, you know, they really didn't do it. Well, you know, you, you got, you got that point well, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it."
11,M,Not,M|Not
12,A,"There's always that chance, I don't know, but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know,","A|There's always that chance, I don't know, but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know,"
13,M,i.,M|i.
14,A,"You know what I'm saying? Like,","A|You know what I'm saying? Like,"
15,M,I'm,M|I'm
16,A,Yeah.,A|Yeah.
17,M,It's not like you could find evidence of him being a suspect or anything,M|It's not like you could find evidence of him being a suspect or anything
18,A,"So, uh, I,","A|So, uh, I,"
19,M,What?,M|What?
20,A,Uh-huh.,A|Uh-huh.
21,M,I think I know what you're talking about.,M|I think I know what you're talking about.
22,A,"Exactly. Uh, I'm not sure about Pennsylvania, whether we have it or not. For some reason I was thinking that we do, but it's, you know, it's not very often. I think maybe last year was the first time in like eighteen years or something like that, that anyone anyone from Pennsylvania had gotten it.","A|Exactly. Uh, I'm not sure about Pennsylvania, whether we have it or not. For some reason I was thinking that we do, but it's, you know, it's not very often. I think maybe last year was the first time in like eighteen years or something like that, that anyone anyone from Pennsylvania had gotten it."
23,M,18,M|18
24,A,"I don't, do you know if Virginia has it?","A|I don't, do you know if Virginia has it?"
25,M,That's not how it works,M|That's not how it works
26,A,Uh-huh.,A|Uh-huh.
27,M,"No, huhuhuhuhuuhuh","M|No, huhuhuhuhuuhuh"
28,A,I know Florida has it.,A|I know Florida has it.
29,M,But... Florida.,M|But... Florida.
30,A,Uh-huh.  Yeah.,A|Uh-huh.  Yeah.
31,M,Uhhh. I don't think so.,M|Uhhh. I don't think so.
32,A,"Uh, you know,","A|Uh, you know,"
33,M,They have a crime problems,M|They have a crime problems
34,A,"Yeah. But it's funny that, uh, I mean, like, you know, like I said I think last year was the first time in like eighteen years for Pennsylvania. I'm not even sure of that, but for some reason I think that, you know, it was something like that. And, it surprised, and even Florida, I know they have it, and you don't really hear about it real often, how many people,","A|Yeah. But it's funny that, uh, I mean, like, you know, like I said I think last year was the first time in like eighteen years for Pennsylvania. I'm not even sure of that, but for some reason I think that, you know, it was something like that. And, it surprised, and even Florida, I know they have it, and you don't really hear about it real often, how many people,"
35,M,...,M|...
36,A,"Yeah, but, you, you think that, I mean if you think of how many premeditated murders are committed,  you know, compared to that and to how many people are being sent, that doesn't seem like very many.","A|Yeah, but, you, you think that, I mean if you think of how many premeditated murders are committed,  you know, compared to that and to how many people are being sent, that doesn't seem like very many."
37,M,"that, and,,","M|that, and,,"
38,A,Yeah.,A|Yeah.
39,M,"that,.","M|that,."
40,A,"Everyone would appeal.  That's true, too.","A|Everyone would appeal.  That's true, too."
41,M,"Except, you know, the, uh, appeals","M|Except, you know, the, uh, appeals"
42,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
43,M,I think it would be a good idea to have the Supreme Courts review the cases of the Supreme courts and the Supreme court of appeals.,M|I think it would be a good idea to have the Supreme Courts review the cases of the Supreme courts and the Supreme court of appeals.
44,A,Uh-huh. Yeah.,A|Uh-huh. Yeah.
45,M,"Not really, the supreme court doesn't appeal the appeal.","M|Not really, the supreme court doesn't appeal the appeal."
46,A,"Yeah, uh-huh.","A|Yeah, uh-huh."
47,M,"Um, um, um...","M|Um, um, um..."
48,A,And then they get out.,A|And then they get out.
49,M,The first thing I thought of was that they are in the middle of a street.,M|The first thing I thought of was that they are in the middle of a street.
50,A,"Yeah, they get out in three years on probation,","A|Yeah, they get out in three years on probation,"
51,M,I wonder how many of them are going to be in jail for the next three years.,M|I wonder how many of them are going to be in jail for the next three years.
52,A,"and they do it again, you know.","A|and they do it again, you know."
53,M,They get out,M|They get out
54,A,It's like a slap on the fingers for them.,A|It's like a slap on the fingers for them.
55,M,Why?,M|Why?
56,A,"I don't, I don't, I don't, I think that it should be, I mean if it's beyond a doubt that someone did premeditate someone, a murder, then I think, you know, that they should likewise, you know, someone should take their life also. But, uh, but, are, are you, would you draw the line there with just the premeditated murder?","A|I don't, I don't, I don't, I think that it should be, I mean if it's beyond a doubt that someone did premeditate someone, a murder, then I think, you know, that they should likewise, you know, someone should take their life also. But, uh, but, are, are you, would you draw the line there with just the premeditated murder?"
57,M,,M|
58,A,Yeah.,A|Yeah.
59,M,"Oh, so?","M|Oh, so?"
60,A,Uh-huh.,A|Uh-huh.
61,M,"I'm sorry, I'm sorry.","M|I'm sorry, I'm sorry."
62,A,Yeah.,A|Yeah.
63,M,"Well, it's a lot easier to get in prison than it is to get out.","M|Well, it's a lot easier to get in prison than it is to get out."
64,A,Uh-huh. Yeah.,A|Uh-huh. Yeah.
65,M,Yea. Yeah.,M|Yea. Yeah.
66,A,I think some of them would rather be in jail,A|I think some of them would rather be in jail
67,M,So you're saying that some of the guys in prison are like the inmates?,M|So you're saying that some of the guys in prison are like the inmates?
68,A,Yeah. They probably have it better in jail than what they would out in the streets.,A|Yeah. They probably have it better in jail than what they would out in the streets.
69,M,"You know, they probably don't have a lot of money.","M|You know, they probably don't have a lot of money."
70,A,"I don't know, uh, I was just going to say something, I forgot what it was. Oh, I don't even remember what it was now.","A|I don't know, uh, I was just going to say something, I forgot what it was. Oh, I don't even remember what it was now."
71,M,What's your point?,M|What's your point?
72,A,"In Clarion. Well, I live in Butler, but I'm at I'm at college. I'm at Clarion University.","A|In Clarion. Well, I live in Butler, but I'm at I'm at college. I'm at Clarion University."
73,M,Where do you go to school?,M|Where do you go to school?
74,A,Yeah,A|Yeah
75,M,"Yeah, I'm not really sure what that means.","M|Yeah, I'm not really sure what that means."
76,A,"Uh-huh. See, yeah, okay, well, see, I'm, I'm in kind, I'm in kind, okay, uh, we only have seven thousand students in the entire campus.","A|Uh-huh. See, yeah, okay, well, see, I'm, I'm in kind, I'm in kind, okay, uh, we only have seven thousand students in the entire campus."
77,M,"I, er, say, mostly,","M|I, er, say, mostly,"
78,A,"Yeah, and that would be pushing it. So, I mean this is definitely a college town. Uh, we're about two hours north of Pittsburgh if that would help you out any. Uh,","A|Yeah, and that would be pushing it. So, I mean this is definitely a college town. Uh, we're about two hours north of Pittsburgh if that would help you out any. Uh,"
79,M,Uuh.,M|Uuh.
80,A,"North of Pittsburgh, Pennsylvania.","A|North of Pittsburgh, Pennsylvania."
81,M,"I mean, what state?","M|I mean, what state?"
82,A,"Oh, I've never heard of Polk but,","A|Oh, I've never heard of Polk but,"
83,M,"Polk, PA.","M|Polk, PA."
84,A,"Oh, I never heard of that.","A|Oh, I never heard of that."
85,M,I think it's Polk Institute of Technology,M|I think it's Polk Institute of Technology
86,A,It might have a new name.,A|It might have a new name.
87,M,"Oh, I've heard of it.","M|Oh, I've heard of it."
88,A,"Yeah, yeah.","A|Yeah, yeah."
89,M,"Oh, I'm sorry, I thought you were in the Midwest","M|Oh, I'm sorry, I thought you were in the Midwest"
90,A,We're probably about an hour away from Sharon.,A|We're probably about an hour away from Sharon.
91,M,That's pretty far away from where I live.,M|That's pretty far away from where I live.
