,Speaker,Utterance,Unified
5,A,"And, uh, I think that's a national problem, though.","A|And, uh, I think that's a national problem, though."
6,M,We're not talking,M|We're not talking
7,A,"It's not unique,","A|It's not unique,"
8,M,"Yeah, uh, that's not the same.","M|Yeah, uh, that's not the same."
9,A,"Yes. Uh-huh. Well, now, we're pretty close to the golden triangle, aren't you?","A|Yes. Uh-huh. Well, now, we're pretty close to the golden triangle, aren't you?"
10,M,We have a lot more murders than you.,M|We have a lot more murders than you.
11,A,"Right, research triangle and all of that.","A|Right, research triangle and all of that."
12,M,"That's a theory, not a fact.","M|That's a theory, not a fact."
13,A,"And, uh, I'm sure you have a lot of students there, uh, and a lot of researchers so you, you may have a, you know, perhaps a little better economic climate, but, in all your cities now, it seems like there is a, a crowd that's really effected by this bill.","A|And, uh, I'm sure you have a lot of students there, uh, and a lot of researchers so you, you may have a, you know, perhaps a little better economic climate, but, in all your cities now, it seems like there is a, a crowd that's really effected by this bill."
14,M,"Oh, I'm in Durham.","M|Oh, I'm in Durham."
15,A,Really?,A|Really?
16,M,I have seen it in Raleigh.,M|I have seen it in Raleigh.
17,A,Really?,A|Really?
18,M,Why?,M|Why?
19,A,"Um. Well, here, uh, I'm not sure how many Dallas has had. I've, uh, Houston is averaging about two a week or three or four, I, I don't know. A, a number every week.","A|Um. Well, here, uh, I'm not sure how many Dallas has had. I've, uh, Houston is averaging about two a week or three or four, I, I don't know. A, a number every week."
20,M,You're,M|You're
21,A,"Uh, Dallas is having quite a few. Seems like most of ours are occurring in late at night or, or, like I say, drug related. Uh, I guess the other thing was that are causing a lot of the crime now is the decrease in values. Seems like a, a lot of people don't hold human life quite as high as perhaps they used to.","A|Uh, Dallas is having quite a few. Seems like most of ours are occurring in late at night or, or, like I say, drug related. Uh, I guess the other thing was that are causing a lot of the crime now is the decrease in values. Seems like a, a lot of people don't hold human life quite as high as perhaps they used to."
22,M,Yes.,M|Yes.
23,A,"Uh, I,","A|Uh, I,"
24,M,I'm not.,M|I'm not.
25,A,The economy is lousy,A|The economy is lousy
26,M,What's the general opinion of the US?,M|What's the general opinion of the US?
27,A,Uh-huh.,A|Uh-huh.
28,M,"Oh, I know, I was just wondering if it was an actual story or not","M|Oh, I know, I was just wondering if it was an actual story or not"
29,A,"Boy that really, that really takes someone who is bold to do that.","A|Boy that really, that really takes someone who is bold to do that."
30,M,,M|
31,A,"Well, now, do you find that security is very good in, in a, in a town home?","A|Well, now, do you find that security is very good in, in a, in a town home?"
32,M,"Yes, then, a, is, and, and?","M|Yes, then, a, is, and, and?"
33,A,Uh-huh.,A|Uh-huh.
34,M,I'm gonna say yes,M|I'm gonna say yes
35,A,"Well, that,","A|Well, that,"
36,M,... and?,M|... and?
37,A,I see.,A|I see.
38,M,"Awww, I was so sad when I saw the sign.","M|Awww, I was so sad when I saw the sign."
39,A,Yeah.,A|Yeah.
40,M,Are you retired?,M|Are you retired?
41,A,"Well, I think you hit on one point there is you know each other.","A|Well, I think you hit on one point there is you know each other."
42,M,I'm not really worried about anything.,M|I'm not really worried about anything.
43,A,"I'm, I'm in a neighborhood where we try to keep up with everything. Uh, I am, oh, about three blocks off a major road and, uh, a couple of blocks off another road that kind of runs, I guess you would say the neighborhood road, it runs between the high school and the, the commercial districts and, uh, I'm over the northeast part of Dallas. It's a, in a nice neighborhood. The houses here, uh, before the recession were running two hundred thousand or so and, course, everything's down ten to twenty percent now.","A|I'm, I'm in a neighborhood where we try to keep up with everything. Uh, I am, oh, about three blocks off a major road and, uh, a couple of blocks off another road that kind of runs, I guess you would say the neighborhood road, it runs between the high school and the, the commercial districts and, uh, I'm over the northeast part of Dallas. It's a, in a nice neighborhood. The houses here, uh, before the recession were running two hundred thousand or so and, course, everything's down ten to twenty percent now."
44,M,,M|
45,A,"But we have, uh, one, one thing that effects us is we have apartments that are probably about a half mile away and now the economy is bad, they have trouble keeping those full so they've dropped the, uh, they're not nearly as selective as they used to be.","A|But we have, uh, one, one thing that effects us is we have apartments that are probably about a half mile away and now the economy is bad, they have trouble keeping those full so they've dropped the, uh, they're not nearly as selective as they used to be."
46,M,not.,M|not.
47,A,"And, course, that's kind of like a cancer in an apartment complex. You start letting that happen and they go down and then before you know it you have drugs and a lot of other things so, uh, I'm sure that aggravates it also.","A|And, course, that's kind of like a cancer in an apartment complex. You start letting that happen and they go down and then before you know it you have drugs and a lot of other things so, uh, I'm sure that aggravates it also."
48,M,but we have,M|but we have
49,A,"But, unemployment now in Dallas, or in Texas is up around six point,","A|But, unemployment now in Dallas, or in Texas is up around six point,"
