,Speaker,Utterance,Unified
5,M,Oh? What do you think about it?,M|Oh? What do you think about it?
6,A,Uh-huh.,A|Uh-huh.
7,M,Don't you mean the game?,M|Don't you mean the game?
8,A,Right.,A|Right.
9,M,"You know, I usually have to check things.","M|You know, I usually have to check things."
10,A,Uh-huh.,A|Uh-huh.
11,M,Uuhuh. Uhuh.,M|Uuhuh. Uhuh.
12,A,"Of course, uh-huh.","A|Of course, uh-huh."
13,M,"And we've been saying this for a long time, but we've never had it work, so we've always been able to","M|And we've been saying this for a long time, but we've never had it work, so we've always been able to"
14,A,Right,A|Right
15,M,"Because of the whole, uh, thing?","M|Because of the whole, uh, thing?"
16,A,"right, just to get you by five years and then you'll throw it away rather than have it fixed","A|right, just to get you by five years and then you'll throw it away rather than have it fixed"
17,M,"uh, i'm not sure what you mean.","M|uh, i'm not sure what you mean."
18,A,"We're, we're a wasteful society, for sure.","A|We're, we're a wasteful society, for sure."
19,M,I agree. I'd rather be poor than have a high cost of living.,M|I agree. I'd rather be poor than have a high cost of living.
20,A,"Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything","A|Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything"
21,M,You're,M|You're
22,A,"So we took those back, and that's about that all that were taken back in ages.","A|So we took those back, and that's about that all that were taken back in ages."
23,M,"I can be fixed, a lot of money.","M|I can be fixed, a lot of money."
24,A,Yeah.,A|Yeah.
25,M,It's a brand?,M|It's a brand?
26,A,Right.,A|Right.
27,M,"Yeah, but what about lemon?","M|Yeah, but what about lemon?"
28,A,Right.,A|Right.
29,M,You know what?,M|You know what?
30,A,"Oh, really. It's hard.","A|Oh, really. It's hard."
31,M,The lemon law is pretty difficult to enforce.,M|The lemon law is pretty difficult to enforce.
32,A,"Oh, wow.","A|Oh, wow."
33,M,"Yeah. It's a very slow process, but we can't really do anything without a lemon.","M|Yeah. It's a very slow process, but we can't really do anything without a lemon."
34,A,"Uh-huh, and it just pertained to that","A|Uh-huh, and it just pertained to that"
35,M,"... and it was just, you know, not very","M|... and it was just, you know, not very"
36,A,"I, at first I thought of food, you know, because that's what, mainly what I buy, it seems like, and, uh, you know, I still don't have any, anything to do there, but, But I, I think, too, a lot of people don't buy their warranties either because they know that when it's that old they're going to buy a new one,","A|I, at first I thought of food, you know, because that's what, mainly what I buy, it seems like, and, uh, you know, I still don't have any, anything to do there, but, But I, I think, too, a lot of people don't buy their warranties either because they know that when it's that old they're going to buy a new one,"
37,M,...,M|...
38,A,so.,A|so.
39,M,That's not that.,M|That's not that.
40,A,"Yeah, my husband is really good at fixing things, too, so he usually, be able to fix anything that's minor, and and that has saved us thousands of dollars, you know, from to mechanic to anything like that","A|Yeah, my husband is really good at fixing things, too, so he usually, be able to fix anything that's minor, and and that has saved us thousands of dollars, you know, from to mechanic to anything like that"
41,M,That.,M|That.
42,A,"but, but, it was interesting to, I don't know if they're making them better or not, I, it's hard to say. Some, I think they more of their parts plastic, which, you know, makes things break easier, but I think the technology is better.","A|but, but, it was interesting to, I don't know if they're making them better or not, I, it's hard to say. Some, I think they more of their parts plastic, which, you know, makes things break easier, but I think the technology is better."
43,M,Ayea,M|Ayea
44,A,About quality.,A|About quality.
45,M,"Ohh, why you.","M|Ohh, why you."
46,A,Right.,A|Right.
47,M,"Yeah but I'm, you know, the one that's being made","M|Yeah but I'm, you know, the one that's being made"
48,A,"Yeah, Yeah.","A|Yeah, Yeah."
49,M,Do you?,M|Do you?
50,A,"Right. Well, people aren't willing to pay those prices very often, so, you know, for a handcrafted something, so","A|Right. Well, people aren't willing to pay those prices very often, so, you know, for a handcrafted something, so"
51,M,I think it's a bit overpriced.,M|I think it's a bit overpriced.
52,A,"so. So, if we get what we what we deserve","A|so. So, if we get what we what we deserve"
53,M,We got what we wanted.,M|We got what we wanted.
