,Speaker,Utterance,Unified
5,M,I'm so glad you like it.,M|I'm so glad you like it.
6,A,"Oh, but how wonderful. Are you close to getting it done?","A|Oh, but how wonderful. Are you close to getting it done?"
7,M,"Oh I'm just kidding, I don't know if I've ever done it before.","M|Oh I'm just kidding, I don't know if I've ever done it before."
8,A,Oh.,A|Oh.
9,M,It's a real thing.,M|It's a real thing.
10,A,Are you going to move your whole family over there then?,A|Are you going to move your whole family over there then?
11,M,"Well, I am a female.","M|Well, I am a female."
12,A,"Uh-huh, kind of your getaway place.","A|Uh-huh, kind of your getaway place."
13,M,Ahem... Richardson.,M|Ahem... Richardson.
14,A,"Oh, how beautiful, and it's pretty flat there?","A|Oh, how beautiful, and it's pretty flat there?"
15,M,"Yes, but the climate is much better than it was before","M|Yes, but the climate is much better than it was before"
16,A,"See, I've only been to Texas once. I have two sisters in Texas now, um, one in Austin, one in Dallas, and the one in Dallas is the one that got me to doing this","A|See, I've only been to Texas once. I have two sisters in Texas now, um, one in Austin, one in Dallas, and the one in Dallas is the one that got me to doing this"
17,M,You.,M|You.
18,A,"and, uh, I thought Austin was beautiful","A|and, uh, I thought Austin was beautiful"
19,M,"Well, uh, I've been to Austin twice, and...","M|Well, uh, I've been to Austin twice, and..."
20,A,"I liked the hills and the trees,","A|I liked the hills and the trees,"
21,M,Did you go to Austin?,M|Did you go to Austin?
22,A,"Oh, and you've always,  lived in Texas, have you?","A|Oh, and you've always,  lived in Texas, have you?"
23,M,"I'm not, I'm from Texas","M|I'm not, I'm from Texas"
24,A,"Uh-huh. Born and raised Texan, huh.","A|Uh-huh. Born and raised Texan, huh."
25,M,Hey! You're not from Texas.,M|Hey! You're not from Texas.
26,A,"Well, I had never been there, that's pretty neat. My sisters both seem to like it pretty well. My brother-in-law works for the University, um, in Dallas. He's admissions director. Uh. University of Texas in Dallas.","A|Well, I had never been there, that's pretty neat. My sisters both seem to like it pretty well. My brother-in-law works for the University, um, in Dallas. He's admissions director. Uh. University of Texas in Dallas."
27,M,It's actually pretty neat.,M|It's actually pretty neat.
28,A,Yeah.,A|Yeah.
29,M,So I guess you're a Texan?,M|So I guess you're a Texan?
30,A,"Yeah, well that's, he's got a job there and this is his first year, so, it's been a real interesting thing for them","A|Yeah, well that's, he's got a job there and this is his first year, so, it's been a real interesting thing for them"
31,M,"Yeah, I'm not sure. I'm still a bit confused.","M|Yeah, I'm not sure. I'm still a bit confused."
32,A,"But they seem to like it okay. I think they're too far away from me, but maybe some day they can get closer,","A|But they seem to like it okay. I think they're too far away from me, but maybe some day they can get closer,"
33,M,They have a great office and a nice community.,M|They have a great office and a nice community.
34,A,we'll see.,A|we'll see.
35,M,"I don't know, maybe they're in a bad mood","M|I don't know, maybe they're in a bad mood"
36,A,"Well, I'm mother of four, so basically I'm just, real busy with my kids right now in sports, and we have a little Halloween talent show tonight, and, I substitute at the schools part-time.","A|Well, I'm mother of four, so basically I'm just, real busy with my kids right now in sports, and we have a little Halloween talent show tonight, and, I substitute at the schools part-time."
37,M,I see. So you like playing with other people?,M|I see. So you like playing with other people?
38,A,"Well, I am a travel agent at heart, and my hobby is just, I love traveling and, and being involved of that and finding out more, uh, but, it's real hard to work in the summers and holidays and weekends when you have four children and a husband, so I reluctantly gave that career up and am just substituting at the school,","A|Well, I am a travel agent at heart, and my hobby is just, I love traveling and, and being involved of that and finding out more, uh, but, it's real hard to work in the summers and holidays and weekends when you have four children and a husband, so I reluctantly gave that career up and am just substituting at the school,"
39,M,lt,M|lt
40,A,"so I've been librarian all this week, which has been real interesting, and I'm enjoying it. I'm around my kids","A|so I've been librarian all this week, which has been real interesting, and I'm enjoying it. I'm around my kids"
41,M,"I'm so, you're, I'm you","M|I'm so, you're, I'm you"
42,A,"yeah, it's great, it's great, and what else do I do, I do lots of cross stitching when I have time","A|yeah, it's great, it's great, and what else do I do, I do lots of cross stitching when I have time"
43,M,Is that good?,M|Is that good?
44,A,"and I enter things in our little state fair, and that's pretty fun.","A|and I enter things in our little state fair, and that's pretty fun."
45,M,"I do this, I do this!","M|I do this, I do this!"
46,A,"Well, but, actually my hobbies is mostly is my sports. Tennis, I play tennis.","A|Well, but, actually my hobbies is mostly is my sports. Tennis, I play tennis."
47,M,How's it going?,M|How's it going?
48,A,"Ooh, do you?","A|Ooh, do you?"
49,M,I play tennis,M|I play tennis
50,A,"Yes, we snow ski. We snow ski at Mount Bachelor mostly in Oregon,","A|Yes, we snow ski. We snow ski at Mount Bachelor mostly in Oregon,"
51,M,Are you guys in Oregon?,M|Are you guys in Oregon?
52,A,have you ever been there?,A|have you ever been there?
53,M,We do?,M|We do?
54,A,Wonderful place.,A|Wonderful place.
55,M,"Yeah, but we have snow.","M|Yeah, but we have snow."
56,A,Ooh. Uh-huh. Where in Colorado?,A|Ooh. Uh-huh. Where in Colorado?
57,M,Colorado. It's a nice place to be,M|Colorado. It's a nice place to be
58,A,"Yes, yes.","A|Yes, yes."
59,M,"So, uh, what are you guys up to?","M|So, uh, what are you guys up to?"
60,A,Really. Uh-huh.,A|Really. Uh-huh.
61,M,Telluride and Copper,M|Telluride and Copper
62,A,"I would love, I can hardly wait to get up there.","A|I would love, I can hardly wait to get up there."
63,M,"Yea, but I can't say I'd be up there without seeing a few people.","M|Yea, but I can't say I'd be up there without seeing a few people."
64,A,"We, it is snowing right now. We're to get one to three inches tonight.","A|We, it is snowing right now. We're to get one to three inches tonight."
65,M,i wanna be in it.,M|i wanna be in it.
66,A,"Oh, yeah, well we're, we are on the dry side of the mountains. Seattle is only about two and a half hours, so of course I'm a real Seahawks fan","A|Oh, yeah, well we're, we are on the dry side of the mountains. Seattle is only about two and a half hours, so of course I'm a real Seahawks fan"
67,M,I'm not a Seahawks fan. I'm just a Seattle fan.,M|I'm not a Seahawks fan. I'm just a Seattle fan.
68,A,"and, um, going over that pass is just a real nightmare.","A|and, um, going over that pass is just a real nightmare."
69,M,"You guys have a pretty good defense, I think we can get a TD.","M|You guys have a pretty good defense, I think we can get a TD."
70,A,"And, um, so, and we're on the colder side, they're on the rainy side, we're on the snowy side and, um, we, we ski. My, my children all ski","A|And, um, so, and we're on the colder side, they're on the rainy side, we're on the snowy side and, um, we, we ski. My, my children all ski"
71,M,"They, uh, we ski.","M|They, uh, we ski."
72,A,"and we've, we have been to Whistler in Canada, which is just a marvelous place, Whistler and Black Home is in Canada, and then we've gone to Sun Valley several times, that's a, just a great place. But no not in Colorado since I was in college, since I went to school,","A|and we've, we have been to Whistler in Canada, which is just a marvelous place, Whistler and Black Home is in Canada, and then we've gone to Sun Valley several times, that's a, just a great place. But no not in Colorado since I was in college, since I went to school,"
73,M,,M|
74,A,"Haven't been there, I keep hearing these marvelous things about Deer Valley and,","A|Haven't been there, I keep hearing these marvelous things about Deer Valley and,"
75,M,"I'm in the valley, it's","M|I'm in the valley, it's"
76,A,"um, to don't, Adam, talking to um City,","A|um, to don't, Adam, talking to um City,"
77,M,... and...,M|... and...
78,A,"Ooh, yes. And your kids all ski?","A|Ooh, yes. And your kids all ski?"
79,M,I'll be there for my kids to see them,M|I'll be there for my kids to see them
80,A,Uh-huh.,A|Uh-huh.
81,M,Uhm... do you have any kids?,M|Uhm... do you have any kids?
82,A,Uh-huh.,A|Uh-huh.
83,M,What about your kids?,M|What about your kids?
84,A,"Really, that's great. Well, my boys are at the point where they scare their mommy to death.","A|Really, that's great. Well, my boys are at the point where they scare their mommy to death."
85,M,They're all grown up now.,M|They're all grown up now.
86,A,"When they're skiing they're fearless, and they go off,","A|When they're skiing they're fearless, and they go off,"
