Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	on the other side	101	1	1	g	100,101	[[100, 101]]
2	0	3	you have to	53	1	1	g	52,53	[[52, 53]]
2	0	2	have a	35	3	1	g	32,35	[[32, 35]]
2	0	2	have to	53	1	1	g	52,53	[[52, 53]]
2	0	2	on the	101	1	1	g	100,101	[[100, 101]]
2	0	2	above the	41	1	1	g	40,41	[[40, 41]]
2	0	2	are you	75	1	1	g	74,75	[[74, 75]]
2	0	2	running creek	35	3	1	g	32,35	[[32, 35]]
32	6	1	you	3	145	1	g	0,3,6,8,11,12,13,36,38,40,41,50,51,52,53,66,68,69,74,75,84,86,89,100,103,132,133,138,140,141,142,145	[[0, 3], [6, 8, 11], [8, 11, 12, 13], [12, 13], [36, 38, 40, 41], [38, 40, 41], [40, 41], [50, 51, 52, 53], [52, 53], [66, 68, 69], [68, 69], [74, 75], [84, 86, 89], [86, 89], [100, 103], [132, 133], [138, 140, 141], [140, 141, 142, 145], [142, 145]]
21	5	1	right	33	129	6	g	28,30,32,33,36,41,46,48,51,64,66,67,104,107,118,119,142,143,154,155,157	[[28, 30, 32, 33], [30, 32, 33], [32, 33], [36, 41], [46, 48, 51], [48, 51], [64, 66, 67], [66, 67], [104, 107], [118, 119], [142, 143], [154, 155, 157]]
13	1	1	a	5	145	1	g	0,5,6,9,10,15,32,35,92,93,95,142,145	[[0, 5], [6, 9], [10, 15], [32, 35], [92, 93, 95], [142, 145]]
2	0	1	of	45	5	3	g	40,45	[[40, 45]]
6	2	1	go	5	99	1	g	4,5,98,100,102,103	[[4, 5], [98, 100, 102, 103], [100, 102, 103], [102, 103]]
2	0	1	left	79	1	5	g	78,79	[[78, 79]]
2	0	1	just	133	1	7	g	132,133	[[132, 133]]
2	0	1	so	93	1	5	g	92,93	[[92, 93]]
2	0	1	yeah	27	5	3	g	22,27	[[22, 27]]
4	0	1	you're	25	127	2	g	24,25,148,151	[[24, 25], [148, 151]]
2	0	1	but	41	1	1	g	40,41	[[40, 41]]
2	0	1	in	15	3	2	g	12,15	[[12, 15]]
2	0	1	no	49	5	3	g	44,49	[[44, 49]]
2	0	1	your	29	5	2	g	24,29	[[24, 29]]
2	0	1	from	143	1	5	g	142,143	[[142, 143]]
2	0	1	about	97	5	4	g	92,97	[[92, 97]]
2	0	1	if	145	3	1	g	142,145	[[142, 145]]
2	0	1	are	75	1	2	g	74,75	[[74, 75]]
2	0	1	creek	35	3	1	g	32,35	[[32, 35]]
