Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	you can go	117	1	1	g	116,117	[[116, 117]]
2	0	2	and then	17	3	2	g	14,17	[[14, 17]]
2	0	2	do you	85	1	1	g	84,85	[[84, 85]]
4	0	2	to the	37	69	2	g	32,37,100,101	[[32, 37], [100, 101]]
2	0	2	have a	39	3	2	g	36,39	[[36, 39]]
2	0	2	on the	127	1	1	g	126,127	[[126, 127]]
2	0	2	the left	57	5	2	g	52,57	[[52, 57]]
63	15	1	the	3	131	1	g	2,3,8,9,12,17,18,20,21,22,23,24,26,27,28,30,31,32,34,37,48,50,52,53,54,56,57,58,63,68,70,72,73,75,80,81,86,87,89,92,94,95,97,98,99,100,101,102,103,104,105,106,108,111,114,117,118,119,124,126,127,130,133	[[2, 3], [8, 9], [12, 17], [18, 20, 21, 22, 23], [20, 21, 22, 23], [22, 23, 24, 26, 27], [24, 26, 27], [26, 27, 28, 30, 31], [28, 30, 31], [30, 31], [32, 34, 37], [34, 37], [48, 50, 52, 53], [50, 52, 53], [52, 53, 54, 56, 57], [54, 56, 57], [56, 57], [58, 63], [68, 70, 72, 73], [70, 72, 73, 75], [72, 73, 75], [80, 81], [86, 87, 89], [92, 94, 95, 97], [94, 95, 97, 98, 99], [98, 99, 100, 101, 102, 103], [100, 101, 102, 103, 104, 105], [102, 103, 104, 105], [104, 105], [106, 108, 111], [108, 111], [114, 117, 118, 119], [118, 119], [124, 126, 127], [126, 127], [130, 133]]
17	3	1	a	9	91	1	g	4,9,36,39,41,46,47,49,50,51,60,61,65,86,87,90,95	[[4, 9], [36, 39, 41], [46, 47, 49, 50, 51], [50, 51], [60, 61, 65], [86, 87], [90, 95]]
17	3	1	right	15	129	1	g	12,15,16,17,32,37,48,53,96,98,99,100,104,105,107,140,141	[[12, 15, 16, 17], [16, 17], [32, 37], [48, 53], [96, 98, 99], [98, 99], [100, 104, 105], [104, 105, 107], [140, 141]]
8	4	1	and	17	97	3	g	12,14,17,100,102,104,105,109	[[12, 14, 17], [14, 17], [100, 102, 104, 105], [102, 104, 105], [104, 105, 109]]
10	2	1	go	33	89	5	g	28,32,33,96,98,101,104,105,116,117	[[28, 32, 33], [32, 33], [96, 98, 101], [98, 101], [104, 105], [116, 117]]
4	0	1	of	57	73	2	g	54,57,126,127	[[54, 57], [126, 127]]
4	0	1	do	85	41	1	g	84,85,120,125	[[84, 85], [120, 125]]
4	0	1	it	29	37	1	g	24,29,58,61	[[24, 29], [58, 61]]
8	0	1	then	9	101	1	g	8,9,14,17,26,29,108,109	[[8, 9], [14, 17], [26, 29], [108, 109]]
2	0	1	your	57	3	5	g	54,57	[[54, 57]]
2	0	1	that	127	1	5	g	126,127	[[126, 127]]
7	1	1	up	99	41	6	g	94,99,112,113,117,134,135	[[94, 99], [112, 113, 117], [134, 135]]
2	0	1	about	115	3	5	g	112,115	[[112, 115]]
6	0	1	be	5	71	1	g	2,5,58,61,72,73	[[2, 5], [58, 61], [72, 73]]
4	0	1	on	73	57	3	g	70,73,126,127	[[70, 73], [126, 127]]
2	0	1	left	57	5	2	g	52,57	[[52, 57]]
2	0	1	under	19	5	2	g	14,19	[[14, 19]]
2	0	1	oh	67	3	2	g	64,67	[[64, 67]]
