Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
6	0	2	of the	13	175	1	g	12,13,46,51,186,187	[[12, 13], [46, 51], [186, 187]]
4	0	2	and then	59	129	4	g	54,59,182,183	[[54, 59], [182, 183]]
4	0	2	do you	53	103	1	g	48,53,150,151	[[48, 53], [150, 151]]
2	0	2	in a	29	1	1	g	28,29	[[28, 29]]
2	0	2	going to	79	3	3	g	76,79	[[76, 79]]
2	0	2	do that	29	1	1	g	28,29	[[28, 29]]
2	0	2	you don't	185	3	2	g	182,185	[[182, 185]]
85	25	1	the	3	213	1	g	2,3,7,8,9,11,12,13,20,22,23,24,25,26,28,30,31,38,40,41,43,46,49,50,51,54,57,58,60,62,63,64,65,68,69,71,72,73,74,76,78,79,84,85,87,88,90,91,92,94,95,100,101,114,116,117,142,145,146,148,149,151,154,156,157,160,161,163,168,172,173,178,179,182,184,186,187,190,194,195,204,206,209,210,215	[[2, 3, 7], [8, 9, 11, 12, 13], [12, 13], [20, 22, 23, 24, 25], [22, 23, 24, 25], [24, 25], [26, 28, 30, 31], [28, 30, 31], [30, 31], [38, 40, 41, 43], [40, 41, 43], [46, 49, 50, 51], [50, 51], [54, 57], [58, 60, 62, 63], [60, 62, 63, 64, 65], [62, 63, 64, 65], [64, 65, 68, 69], [68, 69, 71, 72, 73], [72, 73], [74, 76, 78, 79], [76, 78, 79], [78, 79], [84, 85, 87], [88, 90, 91], [90, 91, 92, 94, 95], [92, 94, 95], [94, 95], [100, 101], [114, 116, 117], [116, 117], [142, 145], [146, 148, 149, 151], [148, 149, 151], [154, 156, 157], [156, 157, 160, 161], [160, 161, 163], [168, 172, 173], [172, 173], [178, 179], [182, 184, 186, 187], [184, 186, 187], [186, 187], [190, 194, 195], [194, 195], [204, 206, 209], [206, 209], [210, 215]]
20	4	1	right	7	157	1	g	2,7,26,28,31,38,43,58,61,63,64,65,116,121,136,140,141,154,157,159	[[2, 7], [26, 28, 31], [28, 31], [38, 43], [58, 61, 63], [64, 65], [116, 121], [136, 140, 141], [140, 141], [154, 157, 159]]
9	1	1	then	59	155	6	g	54,59,148,149,182,183,204,208,209	[[54, 59], [148, 149], [182, 183], [204, 208, 209]]
5	1	1	okay	33	153	5	g	28,33,176,180,181	[[28, 33], [176, 180, 181], [180, 181]]
6	0	1	have	21	189	2	g	20,21,66,71,208,209	[[20, 21], [66, 71], [208, 209]]
4	0	1	you're	45	9	1	g	42,45,46,51	[[42, 45], [46, 51]]
9	1	1	do	29	137	2	g	28,29,48,53,150,151,155,162,165	[[28, 29], [48, 53], [150, 151, 155], [162, 165]]
5	1	1	in	29	119	1	g	28,29,33,142,147	[[28, 29, 33], [142, 147]]
3	1	1	so	149	3	1	g	146,148,149	[[146, 148, 149], [148, 149]]
2	0	1	down	149	3	5	g	146,149	[[146, 149]]
7	1	1	don't	5	193	1	g	4,5,182,185,194,196,197	[[4, 5], [182, 185], [194, 196, 197]]
2	0	1	going	79	3	1	g	76,79	[[76, 79]]
2	0	1	no	175	1	2	g	174,175	[[174, 175]]
2	0	1	well	107	1	4	g	106,107	[[106, 107]]
2	0	1	like	51	1	1	g	50,51	[[50, 51]]
2	0	1	i've	191	1	1	g	190,191	[[190, 191]]
