Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	of the	3	3	1	g	0,3	[[0, 3]]
7	1	2	to the	5	45	1	g	4,5,12,13,15,48,49	[[4, 5], [12, 13, 15], [48, 49]]
2	0	2	do you	95	3	8	g	92,95	[[92, 95]]
2	0	2	come to	13	3	1	g	10,13	[[10, 13]]
47	9	1	the	3	91	1	g	0,3,4,5,9,10,12,13,15,16,17,18,19,22,24,27,32,34,35,36,39,48,49,50,51,52,53,56,61,64,65,66,67,69,70,71,72,73,76,78,81,82,83,86,87,89,91	[[0, 3, 4, 5], [4, 5, 9], [10, 12, 13, 15], [12, 13, 15, 16, 17], [16, 17, 18, 19], [18, 19], [22, 24, 27], [24, 27], [32, 34, 35], [34, 35, 36, 39], [36, 39], [48, 49, 50, 51, 52, 53], [50, 51, 52, 53], [52, 53], [56, 61], [64, 65, 66, 67, 69], [66, 67, 69, 70, 71], [70, 71, 72, 73], [72, 73], [76, 78, 81], [78, 81, 82, 83], [82, 83, 86, 87], [86, 87, 89, 91]]
13	1	1	a	11	85	1	g	8,11,38,40,41,50,51,54,57,58,59,92,93	[[8, 11], [38, 40, 41], [40, 41], [50, 51], [54, 57, 58, 59], [58, 59], [92, 93]]
10	2	1	to	5	45	1	g	4,5,10,12,13,15,40,45,48,49	[[4, 5], [10, 12, 13, 15], [12, 13, 15], [40, 45], [48, 49]]
8	2	1	and	29	67	6	g	24,26,28,29,76,81,86,91	[[24, 26, 28, 29], [26, 28, 29], [28, 29], [76, 81], [86, 91]]
4	0	1	of	3	65	1	g	0,3,60,65	[[0, 3], [60, 65]]
6	0	1	have	13	75	1	g	8,13,18,21,80,83	[[8, 13], [18, 21], [80, 83]]
3	1	1	then	7	3	2	g	4,6,7	[[4, 6, 7], [6, 7]]
2	0	1	do	95	3	6	g	92,95	[[92, 95]]
3	1	1	go	33	5	1	g	28,32,33	[[28, 32, 33], [32, 33]]
2	0	1	okay	63	1	8	g	62,63	[[62, 63]]
2	0	1	down	11	5	1	g	6,11	[[6, 11]]
2	0	1	about	87	1	6	g	86,87	[[86, 87]]
2	0	1	so	33	1	3	g	32,33	[[32, 33]]
2	0	1	that's	103	5	2	g	98,103	[[98, 103]]
2	0	1	left	91	1	1	g	90,91	[[90, 91]]
2	0	1	up	101	1	4	g	100,101	[[100, 101]]
2	0	1	anything	31	5	1	g	26,31	[[26, 31]]
2	0	1	come	13	3	1	g	10,13	[[10, 13]]
2	0	1	how	33	5	1	g	28,33	[[28, 33]]
