Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
6	0	2	of the	5	169	1	g	0,5,96,101,166,169	[[0, 5], [96, 101], [166, 169]]
2	0	2	to the	101	5	3	g	96,101	[[96, 101]]
2	0	2	do you	41	3	1	g	38,41	[[38, 41]]
58	18	1	the	1	195	1	g	0,1,5,20,21,30,31,32,33,35,46,48,50,51,58,60,61,72,76,77,79,88,90,92,93,94,95,96,98,100,101,103,134,138,139,140,144,145,146,148,149,150,153,156,157,159,166,169,174,177,179,186,189,190,192,193,194,195	[[0, 1, 5], [20, 21], [30, 31, 32, 33, 35], [32, 33, 35], [46, 48, 50, 51], [48, 50, 51], [50, 51], [58, 60, 61], [60, 61], [72, 76, 77], [76, 77, 79], [88, 90, 92, 93], [90, 92, 93, 94, 95], [92, 93, 94, 95], [94, 95], [96, 98, 100, 101], [98, 100, 101, 103], [100, 101, 103], [134, 138, 139], [138, 139], [140, 144, 145], [144, 145, 146, 148, 149], [146, 148, 149], [148, 149, 150, 153], [150, 153], [156, 157, 159], [166, 169], [174, 177, 179], [186, 189], [190, 192, 193, 194, 195], [192, 193, 194, 195]]
49	7	1	you	1	201	1	g	0,1,16,17,20,25,38,41,43,46,47,48,51,52,57,58,60,61,68,70,72,73,92,97,100,101,108,111,116,121,128,133,148,149,152,153,158,159,163,176,177,182,183,186,189,192,196,197,201	[[0, 1], [16, 17], [20, 25], [38, 41, 43], [46, 47, 48, 51], [48, 51], [52, 57], [58, 60, 61], [60, 61], [68, 70, 72, 73], [70, 72, 73], [72, 73], [92, 97], [100, 101], [108, 111], [116, 121], [128, 133], [148, 149, 152, 153], [152, 153], [158, 159, 163], [176, 177], [182, 183], [186, 189], [192, 196, 197], [196, 197, 201]]
19	1	1	to	47	143	1	g	46,47,58,59,60,62,63,64,69,96,101,134,135,148,149,174,179,186,189	[[46, 47], [58, 59, 60, 62, 63], [60, 62, 63], [62, 63], [64, 69], [96, 101], [134, 135], [148, 149], [174, 179], [186, 189]]
13	1	1	right	7	153	2	g	2,7,72,76,77,86,89,116,119,146,147,152,155	[[2, 7], [72, 76, 77], [76, 77], [86, 89], [116, 119], [146, 147], [152, 155]]
10	0	1	of	5	169	1	g	0,5,86,91,96,101,108,113,166,169	[[0, 5], [86, 91], [96, 101], [108, 113], [166, 169]]
9	1	1	go	23	177	1	g	18,23,46,47,58,63,192,194,195	[[18, 23], [46, 47], [58, 63], [192, 194, 195]]
8	0	1	no	85	97	6	g	84,85,112,117,120,123,180,181	[[84, 85], [112, 117], [120, 123], [180, 181]]
4	0	1	left	29	151	1	g	24,29,174,175	[[24, 29], [174, 175]]
3	1	1	is	1	5	1	g	0,1,5	[[0, 1, 5]]
3	1	1	down	91	5	10	g	86,90,91	[[86, 90, 91], [90, 91]]
2	0	1	see	37	5	2	g	32,37	[[32, 37]]
5	1	1	yeah	49	143	4	g	44,49,182,184,187	[[44, 49], [182, 184, 187], [184, 187]]
3	1	1	then	19	3	2	g	16,18,19	[[16, 18, 19], [18, 19]]
2	0	1	so	195	3	1	g	192,195	[[192, 195]]
2	0	1	where	135	5	3	g	130,135	[[130, 135]]
2	0	1	now	171	1	2	g	170,171	[[170, 171]]
3	1	1	way	145	5	1	g	144,145,149	[[144, 145, 149]]
2	0	1	draw	17	5	1	g	12,17	[[12, 17]]
2	0	1	forest	61	1	2	g	60,61	[[60, 61]]
2	0	1	mean	133	5	2	g	128,133	[[128, 133]]
2	0	1	temple	169	3	1	g	166,169	[[166, 169]]
