Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
5	0	4	, you know ,	17	12	1	A	16,17,18,27,28	[[16, 17, 18], [17, 18], [27, 28]]
7	3	3	, uh ,	20	37	1	A	13,17,20,31,35,47,50	[[13, 17], [17, 20], [31, 35], [47, 50]]
5	0	3	, you know	17	12	1	A	16,17,18,27,28	[[16, 17, 18], [17, 18], [27, 28]]
5	0	3	you know ,	17	12	1	A	16,17,18,27,28	[[16, 17, 18], [17, 18], [27, 28]]
2	0	3	, uh-huh .	54	3	2	B	51,54	[[51, 54]]
2	0	3	, it can	39	5	1	A	34,39	[[34, 39]]
9	1	2	uh-huh .	12	43	1	B	11,12,21,22,33,36,48,51,54	[[11, 12], [21, 22], [33, 36], [48, 51], [51, 54]]
8	2	2	, i	35	51	2	A	8,10,35,40,47,52,58,59	[[8, 10], [35, 40], [47, 52], [58, 59]]
8	3	2	uh ,	20	42	1	A	13,17,20,31,35,47,50,55	[[13, 17], [17, 20], [31, 35], [47, 50], [50, 55]]
7	2	2	know ,	17	36	1	A	16,17,18,27,28,50,52	[[16, 17, 18], [17, 18], [27, 28], [50, 52]]
4	1	2	yeah .	11	12	2	A	2,4,11,14	[[2, 4], [11, 14]]
2	0	2	, it	39	5	2	A	34,39	[[34, 39]]
4	0	2	um ,	17	31	1	A	16,17,42,47	[[16, 17], [42, 47]]
2	0	2	, but	31	3	1	A	28,31	[[28, 31]]
3	0	2	, of	50	8	1	B	47,50,55	[[47, 50], [50, 55]]
2	0	2	. i	52	5	2	B	47,52	[[47, 52]]
2	0	2	the ,	50	3	2	B	47,50	[[47, 50]]
2	0	2	, that	12	5	1	B	7,12	[[7, 12]]
2	0	2	back to	17	1	1	A	16,17	[[16, 17]]
2	0	2	in the	50	3	1	B	47,50	[[47, 50]]
15	4	1	a	18	44	3	B	15,17,18,20,27,31,32,34,35,44,47,50,55,58,59	[[15, 17, 18, 20], [17, 18, 20], [18, 20], [27, 31, 32], [31, 32, 34, 35], [32, 34, 35], [34, 35], [44, 47], [47, 50], [50, 55], [55, 58, 59]]
16	2	1	and	7	55	1	A	4,7,8,16,17,28,31,34,35,44,47,50,55,56,58,59	[[4, 7, 8], [7, 8], [16, 17], [28, 31], [31, 34, 35], [34, 35], [44, 47], [47, 50], [50, 55], [55, 56, 58, 59]]
16	5	1	i	5	56	1	A	4,5,8,10,15,18,27,31,35,40,47,52,56,58,59,60	[[4, 5, 8], [5, 8, 10], [8, 10], [10, 15], [15, 18], [27, 31], [31, 35], [35, 40], [47, 52], [52, 56], [56, 58, 59, 60]]
11	4	1	to	16	42	3	B	13,15,16,17,20,27,31,47,49,50,55	[[13, 15, 16, 17], [15, 16, 17, 20], [16, 17, 20], [17, 20], [27, 31], [47, 49, 50], [49, 50], [50, 55]]
13	3	1	you	16	41	1	B	15,16,17,18,20,27,28,32,44,45,50,55,56	[[15, 16, 17, 18, 20], [16, 17, 18, 20], [17, 18, 20], [18, 20], [27, 28, 32], [28, 32], [44, 45], [45, 50], [50, 55], [55, 56]]
