Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
6	2	4	, you know ,	32	75	4	B	25,27,32,37,97,100	[[25, 27], [27, 32], [32, 37], [97, 100]]
2	0	4	, yeah . well	77	1	1	A	76,77	[[76, 77]]
12	4	3	, uh ,	30	73	1	A	25,30,32,47,48,52,53,54,76,77,97,98	[[25, 30], [30, 32], [47, 48, 52], [48, 52, 53], [52, 53, 54], [53, 54], [76, 77], [97, 98]]
7	1	3	you know ,	32	75	4	B	25,27,32,37,94,97,100	[[25, 27], [27, 32], [32, 37], [94, 97], [97, 100]]
3	1	3	, i think	93	5	1	B	88,90,93	[[88, 90, 93]]
2	0	3	i , i	56	3	2	B	53,56	[[53, 56]]
2	0	3	yeah . well	77	1	1	B	76,77	[[76, 77]]
2	0	3	, yeah ,	6	3	1	B	3,6	[[3, 6]]
2	0	3	and , and	32	5	1	B	27,32	[[27, 32]]
14	7	2	, i	20	80	3	B	13,17,20,23,25,53,56,71,73,77,83,88,90,93	[[13, 17], [17, 20], [20, 23, 25], [23, 25], [53, 56], [71, 73], [73, 77], [83, 88], [88, 90, 93]]
12	4	2	uh ,	30	73	1	A	25,30,32,47,48,52,53,54,76,77,97,98	[[25, 30], [30, 32], [47, 48, 52], [48, 52, 53], [52, 53, 54], [53, 54], [76, 77], [97, 98]]
9	1	2	know ,	20	83	2	B	17,20,25,27,32,37,94,97,100	[[17, 20], [20, 25], [25, 27], [27, 32], [32, 37], [94, 97], [97, 100]]
11	4	2	yeah .	8	72	1	B	5,8,9,15,17,57,60,67,71,76,77	[[5, 8, 9], [8, 9], [15, 17], [57, 60], [67, 71], [71, 76], [76, 77]]
6	2	2	, you	32	75	4	B	25,27,32,37,97,100	[[25, 27], [27, 32], [32, 37], [97, 100]]
8	2	2	yeah ,	6	73	1	B	3,6,7,54,56,59,74,76	[[3, 6, 7], [6, 7], [54, 56, 59], [56, 59], [74, 76]]
9	5	2	i think	30	75	1	B	25,30,70,74,88,90,93,99,100	[[25, 30], [70, 74], [88, 90, 93], [90, 93], [99, 100]]
6	2	2	oh ,	58	77	5	B	1,3,57,58,77,78	[[1, 3], [57, 58], [77, 78]]
6	3	2	well ,	82	70	3	B	23,27,77,82,88,93	[[23, 27], [77, 82], [88, 93]]
6	2	2	, and	32	29	2	B	27,32,47,50,54,56	[[27, 32], [47, 50], [50, 54], [54, 56]]
7	2	2	. i	50	46	2	B	47,50,70,71,74,90,93	[[47, 50], [70, 71, 74], [71, 74], [90, 93]]
6	3	2	and ,	32	52	3	B	25,27,32,37,75,77	[[25, 27], [27, 32], [32, 37], [75, 77]]
4	2	2	, it's	98	81	3	B	17,21,97,98	[[17, 21], [97, 98]]
3	0	2	i ,	53	6	1	B	50,53,56	[[50, 53], [53, 56]]
3	0	2	, it	93	10	3	B	88,93,98	[[88, 93], [93, 98]]
2	0	2	in the	77	1	1	B	76,77	[[76, 77]]
2	0	2	a lot	63	1	1	A	62,63	[[62, 63]]
2	0	2	if you	100	1	1	B	99,100	[[99, 100]]
2	0	2	kind of	7	5	1	A	2,7	[[2, 7]]
2	0	2	so ,	33	1	2	A	32,33	[[32, 33]]
2	0	2	thing .	83	5	1	B	78,83	[[78, 83]]
2	0	2	to ,	32	5	1	B	27,32	[[27, 32]]
2	0	2	it and	32	5	1	B	27,32	[[27, 32]]
2	0	2	you ,	27	3	1	A	24,27	[[24, 27]]
29	9	1	i	16	87	2	B	13,16,17,18,20,23,25,30,32,37,43,47,50,53,56,70,71,73,74,76,77,78,83,88,90,93,98,99,100	[[13, 16, 17, 18], [16, 17, 18, 20], [17, 18, 20], [18, 20, 23], [20, 23, 25], [23, 25], [25, 30], [30, 32], [32, 37], [43, 47], [47, 50], [50, 53], [53, 56], [70, 71, 73, 74], [71, 73, 74, 76], [73, 74, 76, 77, 78], [74, 76, 77, 78], [76, 77, 78], [77, 78], [78, 83], [83, 88], [88, 90, 93], [90, 93], [93, 98], [98, 99, 100]]
25	7	1	a	6	97	1	B	3,6,11,13,28,30,47,50,51,52,54,58,62,63,64,75,76,77,78,83,88,90,97,98,100	[[3, 6], [6, 11], [11, 13], [28, 30], [47, 50, 51, 52], [50, 51, 52, 54], [51, 52, 54], [52, 54], [54, 58], [58, 62, 63], [62, 63, 64], [63, 64], [75, 76, 77, 78], [76, 77, 78], [77, 78], [78, 83], [83, 88], [88, 90], [97, 98, 100]]
25	13	1	and	10	93	1	B	7,10,13,17,21,25,27,30,32,37,40,41,47,50,52,54,56,75,76,77,78,88,90,98,100	[[7, 10], [10, 13], [13, 17], [17, 21], [21, 25], [25, 27, 30], [27, 30, 32], [30, 32], [32, 37], [37, 40, 41], [40, 41], [47, 50, 52], [50, 52, 54], [52, 54, 56], [54, 56], [75, 76, 77, 78], [76, 77, 78], [77, 78], [88, 90], [98, 100]]
25	8	1	that	7	98	1	A	2,7,13,17,18,20,21,28,30,32,42,45,46,47,50,75,78,81,88,90,94,95,98,99,100	[[2, 7], [13, 17, 18], [17, 18, 20, 21], [18, 20, 21], [20, 21], [28, 30, 32], [30, 32], [42, 45, 46, 47], [45, 46, 47, 50], [46, 47, 50], [47, 50], [75, 78], [78, 81], [88, 90], [90, 94, 95], [94, 95, 98, 99], [95, 98, 99, 100]]
24	9	1	the	18	86	2	B	13,17,18,20,25,27,30,44,47,48,50,53,56,74,75,76,77,78,84,86,88,89,98,99	[[13, 17, 18], [17, 18, 20], [18, 20], [20, 25], [25, 27, 30], [27, 30], [44, 47, 48], [47, 48, 50], [48, 50, 53], [50, 53], [53, 56], [74, 75, 76, 77, 78], [75, 76, 77, 78], [76, 77, 78], [77, 78], [84, 86, 88, 89], [86, 88, 89], [88, 89], [98, 99]]
24	7	1	to	3	98	1	A	2,3,6,10,17,18,19,26,27,28,32,37,44,46,50,52,70,73,75,88,93,98,99,100	[[2, 3, 6], [3, 6], [6, 10], [17, 18, 19], [18, 19], [26, 27, 28], [27, 28, 32], [28, 32], [32, 37], [44, 46], [46, 50], [50, 52], [70, 73, 75], [73, 75], [88, 93], [93, 98], [98, 99, 100]]
22	6	1	you	24	87	3	B	13,17,24,25,27,28,32,37,41,44,46,65,66,79,81,88,93,94,97,98,99,100	[[13, 17], [24, 25, 27, 28], [25, 27, 28], [27, 28, 32], [28, 32], [32, 37], [37, 41], [41, 44, 46], [44, 46], [65, 66], [79, 81], [88, 93], [93, 94, 97, 98], [94, 97, 98, 99], [97, 98, 99, 100]]
20	9	1	yeah	6	74	2	B	3,5,6,7,8,9,15,17,49,54,56,57,59,60,65,67,71,74,76,77	[[3, 5, 6, 7, 8], [5, 6, 7, 8, 9], [6, 7, 8, 9], [7, 8, 9], [8, 9], [15, 17], [49, 54], [54, 56, 57, 59], [56, 57, 59, 60], [57, 59, 60], [59, 60], [60, 65], [65, 67], [67, 71], [71, 74, 76], [74, 76, 77]]
20	8	1	it	20	85	2	B	13,17,20,21,25,27,32,37,47,48,52,56,71,74,75,78,88,90,93,98	[[13, 17], [17, 20, 21], [20, 21, 25], [21, 25], [25, 27], [27, 32], [32, 37], [47, 48, 52], [48, 52], [52, 56], [71, 74, 75], [74, 75, 78], [75, 78], [88, 90, 93], [90, 93], [93, 98]]
19	8	1	of	7	98	1	A	2,7,10,30,32,35,47,50,52,59,63,77,78,79,88,90,98,99,100	[[2, 7], [7, 10], [30, 32, 35], [32, 35], [47, 50, 52], [50, 52], [59, 63], [77, 78, 79], [78, 79], [88, 90], [98, 99, 100]]
11	1	1	know	20	83	2	B	17,20,25,27,32,37,88,93,94,97,100	[[17, 20], [20, 25], [25, 27], [27, 32], [32, 37], [88, 93], [93, 94, 97], [94, 97], [97, 100]]
11	3	1	it's	44	83	4	B	17,21,44,48,51,56,83,88,97,98,100	[[17, 21], [44, 48], [48, 51], [51, 56], [83, 88], [97, 98, 100]]
