Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
4	2	4	, you know ,	16	15	3	B	1,5,15,16	[[1, 5], [15, 16]]
2	0	2	in the	7	1	1	A	6,7	[[6, 7]]
2	0	2	uh ,	15	1	1	B	14,15	[[14, 15]]
2	0	2	got the	9	3	1	A	6,9	[[6, 9]]
2	0	2	uh-huh .	4	1	1	B	3,4	[[3, 4]]
2	0	2	yeah ,	6	5	1	B	1,6	[[1, 6]]
8	4	1	and	14	15	5	B	1,5,7,9,11,14,15,16	[[1, 5], [5, 7, 9], [7, 9, 11], [9, 11, 14], [11, 14, 15, 16]]
7	2	1	the	6	14	2	B	1,5,6,7,9,14,15	[[1, 5, 6], [5, 6, 7, 9], [6, 7, 9], [7, 9], [9, 14], [14, 15]]
3	0	1	for	12	2	2	B	11,12,13	[[11, 12, 13]]
4	1	1	i	6	14	1	B	1,6,12,15	[[1, 6], [12, 15]]
4	1	1	of	14	14	2	B	1,5,14,15	[[1, 5], [14, 15]]
4	2	1	you	16	15	3	B	1,5,15,16	[[1, 5], [15, 16]]
3	0	1	not	6	10	1	B	1,6,11	[[1, 6], [6, 11]]
2	0	1	that	8	1	1	B	7,8	[[7, 8]]
2	0	1	next	6	5	1	B	1,6	[[1, 6]]
2	0	1	that's	8	1	1	B	7,8	[[7, 8]]
