Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
3	1	2	i think	15	5	3	B	10,12,15	[[10, 12, 15], [12, 15]]
2	0	2	of people	65	3	4	B	62,65	[[62, 65]]
24	8	1	a	3	77	1	B	2,3,5,6,7,11,22,24,25,29,30,31,33,34,38,39,41,54,57,62,63,65,78,79	[[2, 3, 5, 6, 7], [6, 7, 11], [22, 24, 25], [24, 25, 29], [30, 31, 33], [34, 38, 39], [38, 39, 41], [54, 57], [62, 63, 65], [78, 79]]
12	4	1	i	15	67	4	B	10,12,15,17,48,52,53,55,60,65,76,77	[[10, 12, 15], [12, 15, 17], [48, 52, 53], [52, 53, 55], [60, 65], [76, 77]]
4	0	1	that	39	31	7	B	34,39,62,65	[[34, 39], [62, 65]]
13	3	1	they	31	41	3	B	26,30,31,32,37,52,53,56,59,60,64,65,67	[[26, 30, 31], [30, 31], [32, 37], [52, 53], [56, 59], [60, 64, 65], [64, 65, 67]]
4	0	1	the	5	33	1	B	4,5,32,37	[[4, 5], [32, 37]]
4	0	1	have	23	25	1	B	22,23,42,47	[[22, 23], [42, 47]]
5	1	1	know	19	49	1	B	18,19,21,64,67	[[18, 19, 21], [64, 67]]
3	1	1	but	57	3	3	B	54,56,57	[[54, 56, 57], [56, 57]]
2	0	1	are	65	1	1	B	64,65	[[64, 65]]
2	0	1	people	65	3	4	B	62,65	[[62, 65]]
2	0	1	get	33	1	3	B	32,33	[[32, 33]]
2	0	1	don't	53	1	2	B	52,53	[[52, 53]]
2	0	1	so	17	1	1	B	16,17	[[16, 17]]
3	1	1	some	43	5	1	B	42,43,47	[[42, 43, 47]]
