Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
5	1	3	, uh ,	21	11	2	B	18,21,24,27,29	[[18, 21], [24, 27, 29]]
5	1	2	, uh	21	11	2	B	18,21,24,27,29	[[18, 21], [24, 27, 29]]
5	1	2	uh ,	21	11	2	B	18,21,24,27,29	[[18, 21], [24, 27, 29]]
4	0	2	, i	19	11	2	B	18,19,28,29	[[18, 19], [28, 29]]
2	0	2	of them	31	5	2	B	26,31	[[26, 31]]
2	0	2	there .	75	3	1	B	72,75	[[72, 75]]
2	0	1	and	45	3	7	B	42,45	[[42, 45]]
7	1	1	to	39	41	5	B	38,39,42,43,45,76,79	[[38, 39, 42, 43], [42, 43, 45], [76, 79]]
2	0	1	so	23	1	2	B	22,23	[[22, 23]]
3	1	1	but	35	3	2	B	34,35,37	[[34, 35, 37]]
2	0	1	don't	37	1	2	B	36,37	[[36, 37]]
2	0	1	of	31	5	2	B	26,31	[[26, 31]]
2	0	1	have	39	1	2	B	38,39	[[38, 39]]
2	0	1	if	31	3	1	B	28,31	[[28, 31]]
2	0	1	them	31	5	2	B	26,31	[[26, 31]]
2	0	1	just	19	1	1	B	18,19	[[18, 19]]
2	0	1	they're	29	5	1	B	24,29	[[24, 29]]
