Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	, you know ,	65	5	8	B	60,65	[[60, 65]]
10	2	3	, uh ,	15	77	6	B	10,12,15,56,58,59,82,85,86,87	[[10, 12, 15], [12, 15], [56, 58, 59], [58, 59], [82, 85, 86, 87], [86, 87]]
3	1	3	you know ,	65	5	10	B	60,62,65	[[60, 62, 65], [62, 65]]
3	1	3	, you know	65	5	9	B	60,62,65	[[60, 62, 65], [62, 65]]
14	4	2	uh ,	13	79	6	B	8,10,12,13,15,22,25,56,58,59,82,85,86,87	[[8, 10, 12, 13], [10, 12, 13, 15], [12, 13, 15], [22, 25], [56, 58, 59], [58, 59], [82, 85, 86, 87], [86, 87]]
12	2	2	, uh	15	77	6	B	10,12,15,22,25,56,58,59,82,85,86,87	[[10, 12, 15], [12, 15], [22, 25], [56, 58, 59], [58, 59], [82, 85, 86, 87], [86, 87]]
5	1	2	you know	29	39	6	B	26,29,60,62,65	[[26, 29], [60, 62, 65], [62, 65]]
6	2	2	know ,	43	25	8	B	40,42,43,60,62,65	[[40, 42, 43], [42, 43], [60, 62, 65], [62, 65]]
3	1	2	, you	65	5	10	B	60,62,65	[[60, 62, 65], [62, 65]]
6	0	2	i think	37	77	1	B	36,37,80,83,108,113	[[36, 37], [80, 83], [108, 113]]
2	0	2	i ,	95	1	7	B	94,95	[[94, 95]]
2	0	2	i don't	19	1	2	B	18,19	[[18, 19]]
2	0	2	going to	37	1	2	B	36,37	[[36, 37]]
2	0	2	are in	85	1	2	B	84,85	[[84, 85]]
2	0	2	they should	93	1	3	B	92,93	[[92, 93]]
4	2	2	was in	33	5	3	B	28,30,32,33	[[28, 30, 32, 33]]
2	0	2	are guilty	91	1	2	B	90,91	[[90, 91]]
2	0	2	they're all	121	3	2	B	118,121	[[118, 121]]
2	0	2	he was	33	5	1	B	28,33	[[28, 33]]
2	0	2	it would	73	1	1	B	72,73	[[72, 73]]
2	0	2	leave it	73	3	1	B	70,73	[[70, 73]]
2	0	2	like people	85	1	1	B	84,85	[[84, 85]]
2	0	2	the crime	51	5	1	B	46,51	[[46, 51]]
2	0	2	the death	81	3	1	B	78,81	[[78, 81]]
25	5	1	the	39	87	13	B	34,38,39,46,51,56,58,59,62,63,76,78,81,86,88,89,104,105,108,109,110,111,113,116,121	[[34, 38, 39], [38, 39], [46, 51], [56, 58, 59], [58, 59, 62, 63], [62, 63], [76, 78, 81], [78, 81], [86, 88, 89], [88, 89], [104, 105, 108, 109], [108, 109, 110, 111, 113], [110, 111, 113], [116, 121]]
31	7	1	i	3	117	1	B	2,3,18,19,20,21,23,30,35,36,37,38,42,43,70,75,78,80,83,90,92,94,95,102,105,108,110,113,114,116,119	[[2, 3], [18, 19, 20, 21, 23], [20, 21, 23], [30, 35], [36, 37], [38, 42, 43], [42, 43], [70, 75], [78, 80, 83], [80, 83], [90, 92, 94, 95], [92, 94, 95], [94, 95], [102, 105], [108, 110, 113], [110, 113], [114, 116, 119]]
2	0	1	and	25	5	9	B	20,25	[[20, 25]]
5	1	1	that	81	41	15	B	80,81,116,118,121	[[80, 81], [116, 118, 121], [118, 121]]
13	1	1	you	29	53	6	B	26,29,40,41,48,53,60,62,65,70,73,76,79	[[26, 29], [40, 41], [48, 53], [60, 62, 65], [62, 65], [70, 73], [76, 79]]
