Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	, I think	23	M	49, 57, 71
3	3	, uh ,	19	M	31, 43, 49
2	3	I'm sorry .	17	M	17, 33
2	3	What are you	3	M	45, 47
5	2	, I	43	M	29, 31, 49, 57, 71
3	2	, uh	19	M	31, 43, 49
2	2	, I'm	51	M	33, 83
2	2	, so	23	M	83, 105
2	2	, what	59	M	43, 101
2	2	. Yeah	44	M	71, 114
2	2	I guess	32	M	83, 114
2	2	I'm just	5	M	21, 25
2	2	It's a	47	M	59, 105
2	2	Uhh ,	7	M	95, 101
2	2	Well ,	55	M	29, 83
2	2	do .	15	M	27, 41
2	2	go to	55	M	29, 83
2	2	it was	31	M	7, 37
2	2	like a	64	M	51, 114
2	2	on the	7	M	3, 9
2	2	that .	3	M	21, 23
2	2	to a	83	M	29, 111
14	1	I	110	M	5, 7, 15, 25, 29, 31, 49, 53, 57, 65, 71, 83, 107, 114
11	1	a	94	M	21, 29, 39, 49, 51, 59, 67, 93, 105, 111, 114
6	1	the	65	M	3, 9, 55, 63, 65, 67
6	1	to	88	M	27, 29, 31, 83, 111, 114
5	1	I'm	67	M	17, 21, 25, 33, 83
5	1	it	103	M	7, 37, 59, 83, 109
5	1	not	81	M	3, 25, 39, 73, 83
5	1	what	75	M	27, 31, 43, 55, 101
4	1	It's	97	M	9, 59, 73, 105
4	1	They	74	M	41, 69, 75, 114
4	1	are	70	M	45, 47, 63, 114
4	1	do	41	M	15, 27, 41, 55
4	1	like	108	M	7, 51, 65, 114
4	1	so	53	M	53, 71, 83, 105
4	1	think	23	M	49, 55, 57, 71
4	1	you	11	M	45, 47, 49, 55
3	1	So	53	M	39, 55, 91
3	1	Well	55	M	29, 81, 83
3	1	What	27	M	21, 45, 47
3	1	Why	109	M	3, 89, 111
3	1	just	9	M	21, 25, 29
3	1	mean	79	M	29, 49, 107
3	1	of	60	M	55, 67, 114
3	1	that	39	M	21, 23, 59
3	1	was	31	M	7, 21, 37
3	1	we	23	M	27, 29, 49
2	1	And	27	M	1, 27
2	1	The	21	M	43, 63
2	1	You	21	M	87, 107
2	1	about	21	M	25, 45
2	1	did	73	M	29, 101
2	1	don't	29	M	31, 59
2	1	even	25	M	49, 73
2	1	going	27	M	83, 109
2	1	had	7	M	21, 27
2	1	have	79	M	15, 93
2	1	it's	105	M	1, 105
2	1	know	7	M	25, 31
2	1	own	39	M	69, 107
2	1	should	25	M	69, 93
2	1	would	29	M	83, 111

