Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	, uh	11	9	1	A	10, 11, 12, 16, 18
5	5	2	uh ,	13	9	2	A	10, 12, 13, 16, 18
3	3	2	, I	31	20	2	A	12, 26, 31
2	2	2	So ,	9	10	1	A	0, 9
8	7	1	I	5	28	1	A	4, 5, 12, 18, 25, 26, 30, 31
6	6	1	the	1	27	1	A	0, 1, 8, 16, 19, 26
4	4	1	a	29	12	3	A	18, 20, 26, 29
4	4	1	that	12	18	1	M	3, 12, 18, 20
4	4	1	to	12	26	1	M	1, 12, 20, 26
4	4	1	you	5	27	1	A	0, 5, 7, 26
3	3	1	But	12	29	1	M	1, 12, 29
3	1	1	So	18	19	1	A	0, 9, 18
3	3	1	what	19	28	1	A	0, 19, 27
2	2	1	an	29	18	1	A	12, 29
2	2	1	not	29	4	1	A	26, 29

