,response,context,context/0,context/1,context/2,context/3
0,you can't have a golden retriever,Oh,but I had to replace it with something that the kids could carry.,Oh.,"Yes, I've had, I have had a number of them in my lifetime and I've, I am a Golden retriever fan,","Okay, do you have any pets?"
1,Did you ever have a dog?,Yes. Yes.,Oh,but I had to replace it with something that the kids could carry.,Oh.,"Yes, I've had, I have had a number of them in my lifetime and I've, I am a Golden retriever fan,"
2,"I'm sorry, I don't understand.",Instead of being carried,Yes. Yes.,Oh,but I had to replace it with something that the kids could carry.,Oh.
3,It's a cute dog.,"Yes, well, they were, they really wanted something teeny tiny, and I, uh, really wanted that retriever's disposition. Uh, the ultimate to tolerant, trainable disposition,",Instead of being carried,Yes. Yes.,Oh,but I had to replace it with something that the kids could carry.
4,So you're saying they wanted something to do with the puppy?,Yeah. Really.,"Yes, well, they were, they really wanted something teeny tiny, and I, uh, really wanted that retriever's disposition. Uh, the ultimate to tolerant, trainable disposition,",Instead of being carried,Yes. Yes.,Oh
5,"I have a dog that likes to play fetch with me. He has a leash, so I've been doing it for about a year.",so I called four or five dog trainers because I don't like the little dogs.,Yeah. Really.,"Yes, well, they were, they really wanted something teeny tiny, and I, uh, really wanted that retriever's disposition. Uh, the ultimate to tolerant, trainable disposition,",Instead of being carried,Yes. Yes.
6,I have a dog.,Uh-huh.,so I called four or five dog trainers because I don't like the little dogs.,Yeah. Really.,"Yes, well, they were, they really wanted something teeny tiny, and I, uh, really wanted that retriever's disposition. Uh, the ultimate to tolerant, trainable disposition,",Instead of being carried
7,,"And, and I asked them, you know, these are the ages of the kids, what do I get. And they all said, Golden Retriever and I said okay, put it under twenty pounds. And the only thing that they could come up with was a Bichon Frize which is a,",Uh-huh.,so I called four or five dog trainers because I don't like the little dogs.,Yeah. Really.,"Yes, well, they were, they really wanted something teeny tiny, and I, uh, really wanted that retriever's disposition. Uh, the ultimate to tolerant, trainable disposition,"
8,She is so tiny.,Huh.,"And, and I asked them, you know, these are the ages of the kids, what do I get. And they all said, Golden Retriever and I said okay, put it under twenty pounds. And the only thing that they could come up with was a Bichon Frize which is a,",Uh-huh.,so I called four or five dog trainers because I don't like the little dogs.,Yeah. Really.
9,I know it's a bichon.,Do you know what that is?,Huh.,"And, and I asked them, you know, these are the ages of the kids, what do I get. And they all said, Golden Retriever and I said okay, put it under twenty pounds. And the only thing that they could come up with was a Bichon Frize which is a,",Uh-huh.,so I called four or five dog trainers because I don't like the little dogs.
10,That's what I thought.,"Yes, I've seen those. They're cute.",Do you know what that is?,Huh.,"And, and I asked them, you know, these are the ages of the kids, what do I get. And they all said, Golden Retriever and I said okay, put it under twenty pounds. And the only thing that they could come up with was a Bichon Frize which is a,",Uh-huh.
11,He's not,"They're cute. They look like an air headed let me tell you. They're calm, they're not yuppie, they're trainable, they're, uh, very personable in a different way that a Golden Retriever is. They're not dignified like a retriever can be.","Yes, I've seen those. They're cute.",Do you know what that is?,Huh.,"And, and I asked them, you know, these are the ages of the kids, what do I get. And they all said, Golden Retriever and I said okay, put it under twenty pounds. And the only thing that they could come up with was a Bichon Frize which is a,"
12,I can't help but feel like this is an ad for a breed.,Uh-huh.,"They're cute. They look like an air headed let me tell you. They're calm, they're not yuppie, they're trainable, they're, uh, very personable in a different way that a Golden Retriever is. They're not dignified like a retriever can be.","Yes, I've seen those. They're cute.",Do you know what that is?,Huh.
13,It's a golden retriever,Yeah. So how old is your retriever?,Uh-huh.,"They're cute. They look like an air headed let me tell you. They're calm, they're not yuppie, they're trainable, they're, uh, very personable in a different way that a Golden Retriever is. They're not dignified like a retriever can be.","Yes, I've seen those. They're cute.",Do you know what that is?
14,I'meeeyeeeyuppoori,"Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds.",Yeah. So how old is your retriever?,Uh-huh.,"They're cute. They look like an air headed let me tell you. They're calm, they're not yuppie, they're trainable, they're, uh, very personable in a different way that a Golden Retriever is. They're not dignified like a retriever can be.","Yes, I've seen those. They're cute."
15,Looks like.,"Well, actually, you know, that's the breed standard for females. What you,","Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds.",Yeah. So how old is your retriever?,Uh-huh.,"They're cute. They look like an air headed let me tell you. They're calm, they're not yuppie, they're trainable, they're, uh, very personable in a different way that a Golden Retriever is. They're not dignified like a retriever can be."
16,It's a breed.,Is it?,"Well, actually, you know, that's the breed standard for females. What you,","Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds.",Yeah. So how old is your retriever?,Uh-huh.
17,So this is a golden,"yeah, what you see shown and bred now as Golden Retrievers, this, you know, plus eighty to a hundred pound range.",Is it?,"Well, actually, you know, that's the breed standard for females. What you,","Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds.",Yeah. So how old is your retriever?
18,"It's a golden retriever, not a golden",Uh-huh.,"yeah, what you see shown and bred now as Golden Retrievers, this, you know, plus eighty to a hundred pound range.",Is it?,"Well, actually, you know, that's the breed standard for females. What you,","Oh, she's about four. She's not completely pure. We got her from the, uh, Humane Society when she was a puppy. She looks like a she looks just like a Golden Retriever, but she's a little bit smaller. She's like fifty-five pounds."
19,I've seen them breed with a golden retriever.,That is not breed standard.,Uh-huh.,"yeah, what you see shown and bred now as Golden Retrievers, this, you know, plus eighty to a hundred pound range.",Is it?,"Well, actually, you know, that's the breed standard for females. What you,"
20,Golden Retriever.,Huh.,That is not breed standard.,Uh-huh.,"yeah, what you see shown and bred now as Golden Retrievers, this, you know, plus eighty to a hundred pound range.",Is it?
21,What breed is your dog?,"Fifty-five is the minimum but they usually run about sixty to sixty-five. And the ones that are shown, they are inside that weight allowance.",Huh.,That is not breed standard.,Uh-huh.,"yeah, what you see shown and bred now as Golden Retrievers, this, you know, plus eighty to a hundred pound range."
22,I'm not sure. I think it's five.,Uh-huh.,"Fifty-five is the minimum but they usually run about sixty to sixty-five. And the ones that are shown, they are inside that weight allowance.",Huh.,That is not breed standard.,Uh-huh.
23,"Aww, that's what I wanted.","You cannot show your retriever if it's, you know, a hundred plus pounds.",Uh-huh.,"Fifty-five is the minimum but they usually run about sixty to sixty-five. And the ones that are shown, they are inside that weight allowance.",Huh.,That is not breed standard.
24,"A retriever is a dog, not a dog.","Oh, huh.","You cannot show your retriever if it's, you know, a hundred plus pounds.",Uh-huh.,"Fifty-five is the minimum but they usually run about sixty to sixty-five. And the ones that are shown, they are inside that weight allowance.",Huh.
25,"She's a dog, not a retriever.","So don't say she's small, just say she's perfect.","Oh, huh.","You cannot show your retriever if it's, you know, a hundred plus pounds.",Uh-huh.,"Fifty-five is the minimum but they usually run about sixty to sixty-five. And the ones that are shown, they are inside that weight allowance."
26,What about her nose?,"Yeah. She's perfect. Well, she's got a brown nose instead of black too.","So don't say she's small, just say she's perfect.","Oh, huh.","You cannot show your retriever if it's, you know, a hundred plus pounds.",Uh-huh.
27,She's beautiful,Uh-huh.,"Yeah. She's perfect. Well, she's got a brown nose instead of black too.","So don't say she's small, just say she's perfect.","Oh, huh.","You cannot show your retriever if it's, you know, a hundred plus pounds."
28,She's not really in any danger.,"Which makes her, I guess, unshowable, even if she had papers which she doesn't",Uh-huh.,"Yeah. She's perfect. Well, she's got a brown nose instead of black too.","So don't say she's small, just say she's perfect.","Oh, huh."
29,She has a small nose.,Yep.,"Which makes her, I guess, unshowable, even if she had papers which she doesn't",Uh-huh.,"Yeah. She's perfect. Well, she's got a brown nose instead of black too.","So don't say she's small, just say she's perfect."
30,I'm sorry. I'm not really sure how you can justify that.,"but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun.",Yep.,"Which makes her, I guess, unshowable, even if she had papers which she doesn't",Uh-huh.,"Yeah. She's perfect. Well, she's got a brown nose instead of black too."
31,She.,"Well, they are, they are the ultimate dog to have around kids so long as your kid is not scared of a big dog, because I had a retriever, actually I had a retriever Irish Setter cross. Which is a really nice animal","but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun.",Yep.,"Which makes her, I guess, unshowable, even if she had papers which she doesn't",Uh-huh.
32,You are so cute.,Right. Oh.,"Well, they are, they are the ultimate dog to have around kids so long as your kid is not scared of a big dog, because I had a retriever, actually I had a retriever Irish Setter cross. Which is a really nice animal","but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun.",Yep.,"Which makes her, I guess, unshowable, even if she had papers which she doesn't"
33,You're dog?,and fortunately it was just like a retriever and then I've had a retriever.,Right. Oh.,"Well, they are, they are the ultimate dog to have around kids so long as your kid is not scared of a big dog, because I had a retriever, actually I had a retriever Irish Setter cross. Which is a really nice animal","but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun.",Yep.
34,that coat,I bet it had a pretty coat too.,and fortunately it was just like a retriever and then I've had a retriever.,Right. Oh.,"Well, they are, they are the ultimate dog to have around kids so long as your kid is not scared of a big dog, because I had a retriever, actually I had a retriever Irish Setter cross. Which is a really nice animal","but, but we love her anyway. She's just a lot of company to us. We didn't, we haven't had any kids and we're expecting a baby this summer, but up until then, she's been our substitute kid and she was a lot of fun."
35,.,"It was gorgeous. It was just gorgeous. I mean just gorgeous. Um, and they both, you know, both the half breed and the pure breed had the, uh, what I consider the, the, the perfect disposition. But you know what, you know what scares me about Golden Retrievers? Since they've become so popular you get what I call backyard breeders. Which is probably where yours came from. People that don't know what they're doing, and they breed them, you know, for a certain characteristic. And in the retrievers it happens to be they like them big, for somehow big is perceived as the better. And when you start doing that you really tamper with, you know, the, all the, the years of, uh, culling litters and, and, uh, you tamper with what the dog innately is.",I bet it had a pretty coat too.,and fortunately it was just like a retriever and then I've had a retriever.,Right. Oh.,"Well, they are, they are the ultimate dog to have around kids so long as your kid is not scared of a big dog, because I had a retriever, actually I had a retriever Irish Setter cross. Which is a really nice animal"
36,s.,Yeah.,"It was gorgeous. It was just gorgeous. I mean just gorgeous. Um, and they both, you know, both the half breed and the pure breed had the, uh, what I consider the, the, the perfect disposition. But you know what, you know what scares me about Golden Retrievers? Since they've become so popular you get what I call backyard breeders. Which is probably where yours came from. People that don't know what they're doing, and they breed them, you know, for a certain characteristic. And in the retrievers it happens to be they like them big, for somehow big is perceived as the better. And when you start doing that you really tamper with, you know, the, all the, the years of, uh, culling litters and, and, uh, you tamper with what the dog innately is.",I bet it had a pretty coat too.,and fortunately it was just like a retriever and then I've had a retriever.,Right. Oh.
37,,"We when I was, when I bought my last purebred retriever I mean I looked all over because I wanted one that still looked like a retriever, you know, the short to the ground, stocky, golden, uh, trainable, tractable, quiet animal that could hunt and still be in the house.",Yeah.,"It was gorgeous. It was just gorgeous. I mean just gorgeous. Um, and they both, you know, both the half breed and the pure breed had the, uh, what I consider the, the, the perfect disposition. But you know what, you know what scares me about Golden Retrievers? Since they've become so popular you get what I call backyard breeders. Which is probably where yours came from. People that don't know what they're doing, and they breed them, you know, for a certain characteristic. And in the retrievers it happens to be they like them big, for somehow big is perceived as the better. And when you start doing that you really tamper with, you know, the, all the, the years of, uh, culling litters and, and, uh, you tamper with what the dog innately is.",I bet it had a pretty coat too.,and fortunately it was just like a retriever and then I've had a retriever.
38,,Right.,"We when I was, when I bought my last purebred retriever I mean I looked all over because I wanted one that still looked like a retriever, you know, the short to the ground, stocky, golden, uh, trainable, tractable, quiet animal that could hunt and still be in the house.",Yeah.,"It was gorgeous. It was just gorgeous. I mean just gorgeous. Um, and they both, you know, both the half breed and the pure breed had the, uh, what I consider the, the, the perfect disposition. But you know what, you know what scares me about Golden Retrievers? Since they've become so popular you get what I call backyard breeders. Which is probably where yours came from. People that don't know what they're doing, and they breed them, you know, for a certain characteristic. And in the retrievers it happens to be they like them big, for somehow big is perceived as the better. And when you start doing that you really tamper with, you know, the, all the, the years of, uh, culling litters and, and, uh, you tamper with what the dog innately is.",I bet it had a pretty coat too.
39,What?,"And I ended up getting one that, uh, came out of a, a, a hunting stock because I wanted one that could still perform like a retriever did.",Right.,"We when I was, when I bought my last purebred retriever I mean I looked all over because I wanted one that still looked like a retriever, you know, the short to the ground, stocky, golden, uh, trainable, tractable, quiet animal that could hunt and still be in the house.",Yeah.,"It was gorgeous. It was just gorgeous. I mean just gorgeous. Um, and they both, you know, both the half breed and the pure breed had the, uh, what I consider the, the, the perfect disposition. But you know what, you know what scares me about Golden Retrievers? Since they've become so popular you get what I call backyard breeders. Which is probably where yours came from. People that don't know what they're doing, and they breed them, you know, for a certain characteristic. And in the retrievers it happens to be they like them big, for somehow big is perceived as the better. And when you start doing that you really tamper with, you know, the, all the, the years of, uh, culling litters and, and, uh, you tamper with what the dog innately is."
40,I have a goldendoodle.,Oh.,"And I ended up getting one that, uh, came out of a, a, a hunting stock because I wanted one that could still perform like a retriever did.",Right.,"We when I was, when I bought my last purebred retriever I mean I looked all over because I wanted one that still looked like a retriever, you know, the short to the ground, stocky, golden, uh, trainable, tractable, quiet animal that could hunt and still be in the house.",Yeah.
41,I'm so much,"And I've seen an awful lot of lately really dumb, dumb retrievers and I'm, and I really fear for the breed because I love that breed,",Oh.,"And I ended up getting one that, uh, came out of a, a, a hunting stock because I wanted one that could still perform like a retriever did.",Right.,"We when I was, when I bought my last purebred retriever I mean I looked all over because I wanted one that still looked like a retriever, you know, the short to the ground, stocky, golden, uh, trainable, tractable, quiet animal that could hunt and still be in the house."
42,Do you think you can get a lab?,Yeah.,"And I've seen an awful lot of lately really dumb, dumb retrievers and I'm, and I really fear for the breed because I love that breed,",Oh.,"And I ended up getting one that, uh, came out of a, a, a hunting stock because I wanted one that could still perform like a retriever did.",Right.
43,You can get a pretty good dog that can handle a high level of water.,but I really figure right when it becomes really popular that it's going to be ruined.,Yeah.,"And I've seen an awful lot of lately really dumb, dumb retrievers and I'm, and I really fear for the breed because I love that breed,",Oh.,"And I ended up getting one that, uh, came out of a, a, a hunting stock because I wanted one that could still perform like a retriever did."
44,Is it a breeding problem?,"We have some friends with a brother and sister Golden retriever and those dogs have been having seizures, and I wonder since both of them are having them if it's some kind of breeding problem.",but I really figure right when it becomes really popular that it's going to be ruined.,Yeah.,"And I've seen an awful lot of lately really dumb, dumb retrievers and I'm, and I really fear for the breed because I love that breed,",Oh.
45,Golden Ret,"Oh, yeah. You bet you. You bet you. You know how they came up with the retriever, don't you, the Golden?","We have some friends with a brother and sister Golden retriever and those dogs have been having seizures, and I wonder since both of them are having them if it's some kind of breeding problem.",but I really figure right when it becomes really popular that it's going to be ruined.,Yeah.,"And I've seen an awful lot of lately really dumb, dumb retrievers and I'm, and I really fear for the breed because I love that breed,"
46,Golden Retriever,Huh-uh.,"Oh, yeah. You bet you. You bet you. You know how they came up with the retriever, don't you, the Golden?","We have some friends with a brother and sister Golden retriever and those dogs have been having seizures, and I wonder since both of them are having them if it's some kind of breeding problem.",but I really figure right when it becomes really popular that it's going to be ruined.,Yeah.
