,response,context,context/0,context/1,context/2,context/3
0,She nods.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.,Okay.,I guess so,Ready to talk?
1,I know that.,Okay.   Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.,Okay.,I guess so
2,"What? I'm from the US, and I've never heard of this.","bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay.   Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.,Okay.
3,"So, uh, how's it going?",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay.   Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.
4,I'm sorry for your,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay.   Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it"
5,"I'm sorry, I'm afraid I don't understand.",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay.   Yeah.
6,And we all thought we were going to move there.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now."
7,You guys were just a bunch of cuddly cuddlys.,Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.
8,But... we did draw up our budget...,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina."
9,It's called a budget,Uh-huh.,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.
10,u ouya lt 3,"And, uh, so, we had to make some adjustments because we really are kind of looking for something that we want to do and he wants to do that's satisfactory, and we've been here seven months and he's still hasn't hit up on anything permanently.",Uh-huh.,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.,"And so naturally we put ourselves, we looked at our budget,"
11,I think he's going to be on a vacation.,"Oh, no.","And, uh, so, we had to make some adjustments because we really are kind of looking for something that we want to do and he wants to do that's satisfactory, and we've been here seven months and he's still hasn't hit up on anything permanently.",Uh-huh.,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.
12,"I mean, I'm not going to say it.","So, you see,","Oh, no.","And, uh, so, we had to make some adjustments because we really are kind of looking for something that we want to do and he wants to do that's satisfactory, and we've been here seven months and he's still hasn't hit up on anything permanently.",Uh-huh.,"and so, what we did was draw up a budget that we thought, uh, was realistic."
13,"Heh, I see",That throws the budget out of whack real fast.,"So, you see,","Oh, no.","And, uh, so, we had to make some adjustments because we really are kind of looking for something that we want to do and he wants to do that's satisfactory, and we've been here seven months and he's still hasn't hit up on anything permanently.",Uh-huh.
14,What's going on here?,"Well, we actually planned for about one year.",That throws the budget out of whack real fast.,"So, you see,","Oh, no.","And, uh, so, we had to make some adjustments because we really are kind of looking for something that we want to do and he wants to do that's satisfactory, and we've been here seven months and he's still hasn't hit up on anything permanently."
15,We already have plans for it.,"Oh, good.","Well, we actually planned for about one year.",That throws the budget out of whack real fast.,"So, you see,","Oh, no."
16,How long do you think the season will last?,"Uh, that God because, *listen  it never occurred to  it never occurred to us that it would take seven months.","Oh, good.","Well, we actually planned for about one year.",That throws the budget out of whack real fast.,"So, you see,"
17,It's a long process.,Really.   That was smart.  Yeah.,"Uh, that God because, *listen  it never occurred to  it never occurred to us that it would take seven months.","Oh, good.","Well, we actually planned for about one year.",That throws the budget out of whack real fast.
18,It was just a hypothetical.,"And, uh, what we did was just, uh, decide how we had been spending our money before,",Really.   That was smart.  Yeah.,"Uh, that God because, *listen  it never occurred to  it never occurred to us that it would take seven months.","Oh, good.","Well, we actually planned for about one year."
19,"Well, uh, what we've done.",Uh-huh.,"And, uh, what we did was just, uh, decide how we had been spending our money before,",Really.   That was smart.  Yeah.,"Uh, that God because, *listen  it never occurred to  it never occurred to us that it would take seven months.","Oh, good."
20,And what we had to do.,"and then we put that on the computer and then we took about three months and, uh, and adjusted,  where we could come down and where we didn't want to come down,",Uh-huh.,"And, uh, what we did was just, uh, decide how we had been spending our money before,",Really.   That was smart.  Yeah.,"Uh, that God because, *listen  it never occurred to  it never occurred to us that it would take seven months."
21,"Well, uh, how do we do it?","Oh, uh-huh.   Yeah.","and then we put that on the computer and then we took about three months and, uh, and adjusted,  where we could come down and where we didn't want to come down,",Uh-huh.,"And, uh, what we did was just, uh, decide how we had been spending our money before,",Really.   That was smart.  Yeah.
22,"Uh... uh... I mean, uh, I'm not gonna say it...","and we really, uh, lessened it, uh, our living expenses, uh, more than what we thought we would.","Oh, uh-huh.   Yeah.","and then we put that on the computer and then we took about three months and, uh, and adjusted,  where we could come down and where we didn't want to come down,",Uh-huh.,"And, uh, what we did was just, uh, decide how we had been spending our money before,"
23,I'm going to say it. We're going to have to pay you more than you think you will.,"Wow, that's great.","and we really, uh, lessened it, uh, our living expenses, uh, more than what we thought we would.","Oh, uh-huh.   Yeah.","and then we put that on the computer and then we took about three months and, uh, and adjusted,  where we could come down and where we didn't want to come down,",Uh-huh.
24,i really hope they do,"But,","Wow, that's great.","and we really, uh, lessened it, uh, our living expenses, uh, more than what we thought we would.","Oh, uh-huh.   Yeah.","and then we put that on the computer and then we took about three months and, uh, and adjusted,  where we could come down and where we didn't want to come down,"
25,"I'm just kidding, I love it","Did you have a special program on your computer to do that or was this just your own design of,","But,","Wow, that's great.","and we really, uh, lessened it, uh, our living expenses, uh, more than what we thought we would.","Oh, uh-huh.   Yeah."
26,Didn't you have special programs on your computers to do it?,"Oh, just our own design.","Did you have a special program on your computer to do that or was this just your own design of,","But,","Wow, that's great.","and we really, uh, lessened it, uh, our living expenses, uh, more than what we thought we would."
27,"Oh, that's a good idea.",Uh-huh.,"Oh, just our own design.","Did you have a special program on your computer to do that or was this just your own design of,","But,","Wow, that's great."
28,Haha!!!,Uh-huh.,Uh-huh.,"Oh, just our own design.","Did you have a special program on your computer to do that or was this just your own design of,","But,"
29,You're welcome.,Gosh.,Uh-huh.,Uh-huh.,"Oh, just our own design.","Did you have a special program on your computer to do that or was this just your own design of,"
30,"So. We've had this one, uh, so far.","And the, so, but we've had budgets that didn't work when our, uh, you know, of our first fifteen years or eighteen years of being married nothing worked",Gosh.,Uh-huh.,Uh-huh.,"Oh, just our own design."
31,"So uh, you think that's a good idea?",Yeah,"And the, so, but we've had budgets that didn't work when our, uh, you know, of our first fifteen years or eighteen years of being married nothing worked",Gosh.,Uh-huh.,Uh-huh.
32,It's not really that complicated.,"We spent too much money,  until our children went to college, so. So, tell me about,",Yeah,"And the, so, but we've had budgets that didn't work when our, uh, you know, of our first fifteen years or eighteen years of being married nothing worked",Gosh.,Uh-huh.
33,We spend too much.,Yeah.,"We spent too much money,  until our children went to college, so. So, tell me about,",Yeah,"And the, so, but we've had budgets that didn't work when our, uh, you know, of our first fifteen years or eighteen years of being married nothing worked",Gosh.
34,"Yeah, it's called a budget","do you all, uh, have a budget?",Yeah.,"We spent too much money,  until our children went to college, so. So, tell me about,",Yeah,"And the, so, but we've had budgets that didn't work when our, uh, you know, of our first fifteen years or eighteen years of being married nothing worked"
35,,"Well, we've been married for five and a half years and we started out without kids, of course, and found it much easier to save and used to do a lot more fun kinds of of things and, uh, did really, um, you know, have a real strict but, budget but, uh, the about and to our, when we first got married we were in graduate school and we were just, you know, dirt poor. Then when we got our first jobs after about a year of marriage we decided we'd bank my salary so we could buy a house. So, we virtually did that for about two years,  which worked real well, and then moved from California where we realized we could never buy a house anyway no matter how much we saved,  and moved to Texas, bought a house immediately, you know, which, of course, is now devalued with the housing market,","do you all, uh, have a budget?",Yeah.,"We spent too much money,  until our children went to college, so. So, tell me about,",Yeah
36,,Wonderful.   Yes.,"Well, we've been married for five and a half years and we started out without kids, of course, and found it much easier to save and used to do a lot more fun kinds of of things and, uh, did really, um, you know, have a real strict but, budget but, uh, the about and to our, when we first got married we were in graduate school and we were just, you know, dirt poor. Then when we got our first jobs after about a year of marriage we decided we'd bank my salary so we could buy a house. So, we virtually did that for about two years,  which worked real well, and then moved from California where we realized we could never buy a house anyway no matter how much we saved,  and moved to Texas, bought a house immediately, you know, which, of course, is now devalued with the housing market,","do you all, uh, have a budget?",Yeah.,"We spent too much money,  until our children went to college, so. So, tell me about,"
37,,"so, I don't know if we, we did a good thing to buy a house or not but at least we've got a place to live. Um, so, now, since, uh, we have a three year old and a two year old now, um,",Wonderful.   Yes.,"Well, we've been married for five and a half years and we started out without kids, of course, and found it much easier to save and used to do a lot more fun kinds of of things and, uh, did really, um, you know, have a real strict but, budget but, uh, the about and to our, when we first got married we were in graduate school and we were just, you know, dirt poor. Then when we got our first jobs after about a year of marriage we decided we'd bank my salary so we could buy a house. So, we virtually did that for about two years,  which worked real well, and then moved from California where we realized we could never buy a house anyway no matter how much we saved,  and moved to Texas, bought a house immediately, you know, which, of course, is now devalued with the housing market,","do you all, uh, have a budget?",Yeah.
38,,Three and a two year old.,"so, I don't know if we, we did a good thing to buy a house or not but at least we've got a place to live. Um, so, now, since, uh, we have a three year old and a two year old now, um,",Wonderful.   Yes.,"Well, we've been married for five and a half years and we started out without kids, of course, and found it much easier to save and used to do a lot more fun kinds of of things and, uh, did really, um, you know, have a real strict but, budget but, uh, the about and to our, when we first got married we were in graduate school and we were just, you know, dirt poor. Then when we got our first jobs after about a year of marriage we decided we'd bank my salary so we could buy a house. So, we virtually did that for about two years,  which worked real well, and then moved from California where we realized we could never buy a house anyway no matter how much we saved,  and moved to Texas, bought a house immediately, you know, which, of course, is now devalued with the housing market,","do you all, uh, have a budget?"
39,B,Uh-huh.,Three and a two year old.,"so, I don't know if we, we did a good thing to buy a house or not but at least we've got a place to live. Um, so, now, since, uh, we have a three year old and a two year old now, um,",Wonderful.   Yes.,"Well, we've been married for five and a half years and we started out without kids, of course, and found it much easier to save and used to do a lot more fun kinds of of things and, uh, did really, um, you know, have a real strict but, budget but, uh, the about and to our, when we first got married we were in graduate school and we were just, you know, dirt poor. Then when we got our first jobs after about a year of marriage we decided we'd bank my salary so we could buy a house. So, we virtually did that for about two years,  which worked real well, and then moved from California where we realized we could never buy a house anyway no matter how much we saved,  and moved to Texas, bought a house immediately, you know, which, of course, is now devalued with the housing market,"
40,I'm trying to figure out how to pronounce this.,"Bang, *one utt?? bang.",Uh-huh.,Three and a two year old.,"so, I don't know if we, we did a good thing to buy a house or not but at least we've got a place to live. Um, so, now, since, uh, we have a three year old and a two year old now, um,",Wonderful.   Yes.
41,,"That's, that's, that threw our budget really out of whack too. An we, um, have been just forced to budget much more because I quit working to be home with the kids. And, um, we just really have, uh, I don't know, we, we've tried different times, we've done like a survey of like taking, you know, the past three months of where all the money went.","Bang, *one utt?? bang.",Uh-huh.,Three and a two year old.,"so, I don't know if we, we did a good thing to buy a house or not but at least we've got a place to live. Um, so, now, since, uh, we have a three year old and a two year old now, um,"
42,"And you've been really busy, u",Uh-huh.,"That's, that's, that threw our budget really out of whack too. An we, um, have been just forced to budget much more because I quit working to be home with the kids. And, um, we just really have, uh, I don't know, we, we've tried different times, we've done like a survey of like taking, you know, the past three months of where all the money went.","Bang, *one utt?? bang.",Uh-huh.,Three and a two year old.
43,"h,","And we really don't spend on anything much of a luxury or anything at all, but it seems like there's, um, times when we just have to get out where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night going out to eat, going to a show or doing something, you know.",Uh-huh.,"That's, that's, that threw our budget really out of whack too. An we, um, have been just forced to budget much more because I quit working to be home with the kids. And, um, we just really have, uh, I don't know, we, we've tried different times, we've done like a survey of like taking, you know, the past three months of where all the money went.","Bang, *one utt?? bang.",Uh-huh.
44,,"Well, I think that's important for your budget to be for it to work though, you have to do something.","And we really don't spend on anything much of a luxury or anything at all, but it seems like there's, um, times when we just have to get out where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night going out to eat, going to a show or doing something, you know.",Uh-huh.,"That's, that's, that threw our budget really out of whack too. An we, um, have been just forced to budget much more because I quit working to be home with the kids. And, um, we just really have, uh, I don't know, we, we've tried different times, we've done like a survey of like taking, you know, the past three months of where all the money went.","Bang, *one utt?? bang."
45,",:","Yeah, that's the hard part because when we sit down to make it, we try to make it real spartan and real narrow so we can put a certain amount in savings every week and then it's not really that realistic because we do find that we want to go and do something or splurge for, you know, birthday for somebody or, you know, even we, we even do things real frugally for the kids, we get a lot of toys and clothes and stuff at garage sales or from friends because they don't know the difference at this age, you know, whether they're JORDACHE new or whether they're *listen; ""because"" may start new utt unit  you know, something","Well, I think that's important for your budget to be for it to work though, you have to do something.","And we really don't spend on anything much of a luxury or anything at all, but it seems like there's, um, times when we just have to get out where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night going out to eat, going to a show or doing something, you know.",Uh-huh.,"That's, that's, that threw our budget really out of whack too. An we, um, have been just forced to budget much more because I quit working to be home with the kids. And, um, we just really have, uh, I don't know, we, we've tried different times, we've done like a survey of like taking, you know, the past three months of where all the money went."
46,,Of course not.,"Yeah, that's the hard part because when we sit down to make it, we try to make it real spartan and real narrow so we can put a certain amount in savings every week and then it's not really that realistic because we do find that we want to go and do something or splurge for, you know, birthday for somebody or, you know, even we, we even do things real frugally for the kids, we get a lot of toys and clothes and stuff at garage sales or from friends because they don't know the difference at this age, you know, whether they're JORDACHE new or whether they're *listen; ""because"" may start new utt unit  you know, something","Well, I think that's important for your budget to be for it to work though, you have to do something.","And we really don't spend on anything much of a luxury or anything at all, but it seems like there's, um, times when we just have to get out where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night going out to eat, going to a show or doing something, you know.",Uh-huh.
47,",They, shenan","and they're both boys so they just one year after the other in each other's clothes, so. But, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, that are more, you know, nonessential items.",Of course not.,"Yeah, that's the hard part because when we sit down to make it, we try to make it real spartan and real narrow so we can put a certain amount in savings every week and then it's not really that realistic because we do find that we want to go and do something or splurge for, you know, birthday for somebody or, you know, even we, we even do things real frugally for the kids, we get a lot of toys and clothes and stuff at garage sales or from friends because they don't know the difference at this age, you know, whether they're JORDACHE new or whether they're *listen; ""because"" may start new utt unit  you know, something","Well, I think that's important for your budget to be for it to work though, you have to do something.","And we really don't spend on anything much of a luxury or anything at all, but it seems like there's, um, times when we just have to get out where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night going out to eat, going to a show or doing something, you know."
48,2.,"Well, I found, uh, that, in the place that it was harder for me to stick to a budget was not where we were concerned,  but where maybe our friends were concerned and our relatives and parents.","and they're both boys so they just one year after the other in each other's clothes, so. But, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, that are more, you know, nonessential items.",Of course not.,"Yeah, that's the hard part because when we sit down to make it, we try to make it real spartan and real narrow so we can put a certain amount in savings every week and then it's not really that realistic because we do find that we want to go and do something or splurge for, you know, birthday for somebody or, you know, even we, we even do things real frugally for the kids, we get a lot of toys and clothes and stuff at garage sales or from friends because they don't know the difference at this age, you know, whether they're JORDACHE new or whether they're *listen; ""because"" may start new utt unit  you know, something","Well, I think that's important for your budget to be for it to work though, you have to do something."
49,,Uh-huh.,"Well, I found, uh, that, in the place that it was harder for me to stick to a budget was not where we were concerned,  but where maybe our friends were concerned and our relatives and parents.","and they're both boys so they just one year after the other in each other's clothes, so. But, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, that are more, you know, nonessential items.",Of course not.,"Yeah, that's the hard part because when we sit down to make it, we try to make it real spartan and real narrow so we can put a certain amount in savings every week and then it's not really that realistic because we do find that we want to go and do something or splurge for, you know, birthday for somebody or, you know, even we, we even do things real frugally for the kids, we get a lot of toys and clothes and stuff at garage sales or from friends because they don't know the difference at this age, you know, whether they're JORDACHE new or whether they're *listen; ""because"" may start new utt unit  you know, something"
50,I see,"Uh, we, we tended to want to keep on giving lavish,  gifts as,  we had done before.",Uh-huh.,"Well, I found, uh, that, in the place that it was harder for me to stick to a budget was not where we were concerned,  but where maybe our friends were concerned and our relatives and parents.","and they're both boys so they just one year after the other in each other's clothes, so. But, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, that are more, you know, nonessential items.",Of course not.
51,I.,Yeah.   Yeah.  Uh-huh.,"Uh, we, we tended to want to keep on giving lavish,  gifts as,  we had done before.",Uh-huh.,"Well, I found, uh, that, in the place that it was harder for me to stick to a budget was not where we were concerned,  but where maybe our friends were concerned and our relatives and parents.","and they're both boys so they just one year after the other in each other's clothes, so. But, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, that are more, you know, nonessential items."
52,We're not.,"And I really believe that if you're going to cut down on yourself, you need to cut down somewhat on your friends.",Yeah.   Yeah.  Uh-huh.,"Uh, we, we tended to want to keep on giving lavish,  gifts as,  we had done before.",Uh-huh.,"Well, I found, uh, that, in the place that it was harder for me to stick to a budget was not where we were concerned,  but where maybe our friends were concerned and our relatives and parents."
53,I,"On your friends, that's true, that's true. Well, we have so many unexpected things come up so often it seems with, we both have older cars and something will come up and wind up having to spend a thousand dollars, you know, on the car in two months or something,","And I really believe that if you're going to cut down on yourself, you need to cut down somewhat on your friends.",Yeah.   Yeah.  Uh-huh.,"Uh, we, we tended to want to keep on giving lavish,  gifts as,  we had done before.",Uh-huh.
54,,Yes.,"On your friends, that's true, that's true. Well, we have so many unexpected things come up so often it seems with, we both have older cars and something will come up and wind up having to spend a thousand dollars, you know, on the car in two months or something,","And I really believe that if you're going to cut down on yourself, you need to cut down somewhat on your friends.",Yeah.   Yeah.  Uh-huh.,"Uh, we, we tended to want to keep on giving lavish,  gifts as,  we had done before."
55,The,"and, you know, a lot of things like that that really are hard to plan for. And, uh,",Yes.,"On your friends, that's true, that's true. Well, we have so many unexpected things come up so often it seems with, we both have older cars and something will come up and wind up having to spend a thousand dollars, you know, on the car in two months or something,","And I really believe that if you're going to cut down on yourself, you need to cut down somewhat on your friends.",Yeah.   Yeah.  Uh-huh.
56,You're talking about the car?,"Well, I really do, I think you have to budget those things though.","and, you know, a lot of things like that that really are hard to plan for. And, uh,",Yes.,"On your friends, that's true, that's true. Well, we have so many unexpected things come up so often it seems with, we both have older cars and something will come up and wind up having to spend a thousand dollars, you know, on the car in two months or something,","And I really believe that if you're going to cut down on yourself, you need to cut down somewhat on your friends."
57,I think,"Yeah, kind of put in a certain amount per year, *82 and 84 same utt?","Well, I really do, I think you have to budget those things though.","and, you know, a lot of things like that that really are hard to plan for. And, uh,",Yes.,"On your friends, that's true, that's true. Well, we have so many unexpected things come up so often it seems with, we both have older cars and something will come up and wind up having to spend a thousand dollars, you know, on the car in two months or something,"
58,I'm guessing you're on the wrong website.,Yes.,"Yeah, kind of put in a certain amount per year, *82 and 84 same utt?","Well, I really do, I think you have to budget those things though.","and, you know, a lot of things like that that really are hard to plan for. And, uh,",Yes.
59,"I mean, I'm sure I'll be fine. I'm not that much of a car guy.",you're going to have on extra expenses for car.,Yes.,"Yeah, kind of put in a certain amount per year, *82 and 84 same utt?","Well, I really do, I think you have to budget those things though.","and, you know, a lot of things like that that really are hard to plan for. And, uh,"
60,I'm a student and I've got a car.,"Exactly, although so much per month anyway.",you're going to have on extra expenses for car.,Yes.,"Yeah, kind of put in a certain amount per year, *82 and 84 same utt?","Well, I really do, I think you have to budget those things though."
61,But that's like a month's salary.,"Yeah, yeah.","Exactly, although so much per month anyway.",you're going to have on extra expenses for car.,Yes.,"Yeah, kind of put in a certain amount per year, *82 and 84 same utt?"
62,I have about 6 months worth of my money.,"And, uh, that really should be in your but if you don't spend it, it should be in your bank account at the end of the month","Yeah, yeah.","Exactly, although so much per month anyway.",you're going to have on extra expenses for car.,Yes.
63,"Umm, no.","Yeah our biggest way of saving money is then to stop all these deductions, um, you know, is to, let's see, now, I forget which way we do it. We don't list all the deductions and then we get more money back, you know, at the end of the year,","And, uh, that really should be in your but if you don't spend it, it should be in your bank account at the end of the month","Yeah, yeah.","Exactly, although so much per month anyway.",you're going to have on extra expenses for car.
64,You are correct. I'm not,"Oh, no, no, no, no.","Yeah our biggest way of saving money is then to stop all these deductions, um, you know, is to, let's see, now, I forget which way we do it. We don't list all the deductions and then we get more money back, you know, at the end of the year,","And, uh, that really should be in your but if you don't spend it, it should be in your bank account at the end of the month","Yeah, yeah.","Exactly, although so much per month anyway."
65,you can use the money you save,"so, that's not a good way to","Oh, no, no, no, no.","Yeah our biggest way of saving money is then to stop all these deductions, um, you know, is to, let's see, now, I forget which way we do it. We don't list all the deductions and then we get more money back, you know, at the end of the year,","And, uh, that really should be in your but if you don't spend it, it should be in your bank account at the end of the month","Yeah, yeah."
66,"You're, to be","You don't want the government to spend your money. You want to be able,","so, that's not a good way to","Oh, no, no, no, no.","Yeah our biggest way of saving money is then to stop all these deductions, um, you know, is to, let's see, now, I forget which way we do it. We don't list all the deductions and then we get more money back, you know, at the end of the year,","And, uh, that really should be in your but if you don't spend it, it should be in your bank account at the end of the month"
67,what?,"that's what my husband said, so this last year he changed it, of course, we didn't get hardly and then nearly as much back and it was like oh, no. Better find another way of saving money","You don't want the government to spend your money. You want to be able,","so, that's not a good way to","Oh, no, no, no, no.","Yeah our biggest way of saving money is then to stop all these deductions, um, you know, is to, let's see, now, I forget which way we do it. We don't list all the deductions and then we get more money back, you know, at the end of the year,"
68,"This is how it works. If you have enough money, you have the money to buy something.","Well, uh, but I do realize that, that is realistic for some people,","that's what my husband said, so this last year he changed it, of course, we didn't get hardly and then nearly as much back and it was like oh, no. Better find another way of saving money","You don't want the government to spend your money. You want to be able,","so, that's not a good way to","Oh, no, no, no, no."
69,You do realize you have to pay for the taxes and insurance of your car right?,Yeah.,"Well, uh, but I do realize that, that is realistic for some people,","that's what my husband said, so this last year he changed it, of course, we didn't get hardly and then nearly as much back and it was like oh, no. Better find another way of saving money","You don't want the government to spend your money. You want to be able,","so, that's not a good way to"
70,You could have saved up a few thousand dollars.,"and it was for us many years,  for many years.",Yeah.,"Well, uh, but I do realize that, that is realistic for some people,","that's what my husband said, so this last year he changed it, of course, we didn't get hardly and then nearly as much back and it was like oh, no. Better find another way of saving money","You don't want the government to spend your money. You want to be able,"
71,And you?,Yeah.  Yeah.,"and it was for us many years,  for many years.",Yeah.,"Well, uh, but I do realize that, that is realistic for some people,","that's what my husband said, so this last year he changed it, of course, we didn't get hardly and then nearly as much back and it was like oh, no. Better find another way of saving money"
72,No. I want to see the eggs hatch,"Uh, and if, and if that's the only way that will, it will make you save and have a little nest egg at the end of the, the year then doggone it that's what you should do.",Yeah.  Yeah.,"and it was for us many years,  for many years.",Yeah.,"Well, uh, but I do realize that, that is realistic for some people,"
