,response,context,context/0,context/1,context/2,context/3
0,s,"Yeah, you know. I guess I enjoy, I enjoy jazz, listening to jazz sometime although I don't feel like I have a good, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not, but, but, um, I enjoy it and, uh, sometimes I enjoy listening to, uh, fiddle music.","Oh, well my favorite, well, I, I don't really have a favorite, I, I like everything basically. Um, I guess if I had to pick, it would be like pop, I would think, but I like everything. So, it's kind of hard to choose sometimes.","Uh, probably the favorite instrument would be, uh, the violin.","Well,","Well, my favorite type of music is classical music, and, uh, I, I enjoy orchestral classical music and I enjoy classical guitar and classical piano, you know, and that's, those are, that's my favorite type."
1,"Umm, uh, uh.,. Uh, uh?",Uh-huh.,"Yeah, you know. I guess I enjoy, I enjoy jazz, listening to jazz sometime although I don't feel like I have a good, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not, but, but, um, I enjoy it and, uh, sometimes I enjoy listening to, uh, fiddle music.","Oh, well my favorite, well, I, I don't really have a favorite, I, I like everything basically. Um, I guess if I had to pick, it would be like pop, I would think, but I like everything. So, it's kind of hard to choose sometimes.","Uh, probably the favorite instrument would be, uh, the violin.","Well,"
2,"you, the.","We were in Colorado recently and heard this, these, uh, well, we heard this fiddler and we bought his, we bought his tape and it's kind of fun to listen to the fiddle pans.",Uh-huh.,"Yeah, you know. I guess I enjoy, I enjoy jazz, listening to jazz sometime although I don't feel like I have a good, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not, but, but, um, I enjoy it and, uh, sometimes I enjoy listening to, uh, fiddle music.","Oh, well my favorite, well, I, I don't really have a favorite, I, I like everything basically. Um, I guess if I had to pick, it would be like pop, I would think, but I like everything. So, it's kind of hard to choose sometimes.","Uh, probably the favorite instrument would be, uh, the violin."
3,.music,Yeah.,"We were in Colorado recently and heard this, these, uh, well, we heard this fiddler and we bought his, we bought his tape and it's kind of fun to listen to the fiddle pans.",Uh-huh.,"Yeah, you know. I guess I enjoy, I enjoy jazz, listening to jazz sometime although I don't feel like I have a good, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not, but, but, um, I enjoy it and, uh, sometimes I enjoy listening to, uh, fiddle music.","Oh, well my favorite, well, I, I don't really have a favorite, I, I like everything basically. Um, I guess if I had to pick, it would be like pop, I would think, but I like everything. So, it's kind of hard to choose sometimes."
4,"Yes. Yes, it is.","So,",Yeah.,"We were in Colorado recently and heard this, these, uh, well, we heard this fiddler and we bought his, we bought his tape and it's kind of fun to listen to the fiddle pans.",Uh-huh.,"Yeah, you know. I guess I enjoy, I enjoy jazz, listening to jazz sometime although I don't feel like I have a good, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not, but, but, um, I enjoy it and, uh, sometimes I enjoy listening to, uh, fiddle music."
5,You know what? I'm gonna go and see a movie.,"I grew up next door to, uh, the Richardson Symphony Orchestra leader so,","So,",Yeah.,"We were in Colorado recently and heard this, these, uh, well, we heard this fiddler and we bought his, we bought his tape and it's kind of fun to listen to the fiddle pans.",Uh-huh.
6,You don't know my life.,"Oh, Chris Xeros.","I grew up next door to, uh, the Richardson Symphony Orchestra leader so,","So,",Yeah.,"We were in Colorado recently and heard this, these, uh, well, we heard this fiddler and we bought his, we bought his tape and it's kind of fun to listen to the fiddle pans."
7,Oh.Chris?,Yeah.,"Oh, Chris Xeros.","I grew up next door to, uh, the Richardson Symphony Orchestra leader so,","So,",Yeah.
8,I'm from the states.,"Oh, you lucky thing.",Yeah.,"Oh, Chris Xeros.","I grew up next door to, uh, the Richardson Symphony Orchestra leader so,","So,"
9,"It's a common theme, yeah.","So, we used to go and listen to them all the time and, my parents still do.","Oh, you lucky thing.",Yeah.,"Oh, Chris Xeros.","I grew up next door to, uh, the Richardson Symphony Orchestra leader so,"
10,I'm Chris xeros.nuff said.,Yeah.,"So, we used to go and listen to them all the time and, my parents still do.","Oh, you lucky thing.",Yeah.,"Oh, Chris Xeros."
11,"He's been in the band for years, he's a big fan.","So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,",Yeah.,"So, we used to go and listen to them all the time and, my parents still do.","Oh, you lucky thing.",Yeah.
12,"I'm Chris Xero, son of Zeus.","Oh, gosh, Chris Xeros You grew up with his children, too, then?","So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,",Yeah.,"So, we used to go and listen to them all the time and, my parents still do.","Oh, you lucky thing."
13,"Oh, Chris Xero",Yeah.,"Oh, gosh, Chris Xeros You grew up with his children, too, then?","So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,",Yeah.,"So, we used to go and listen to them all the time and, my parents still do."
14,"Well, my son is.","Oh, gosh.",Yeah.,"Oh, gosh, Chris Xeros You grew up with his children, too, then?","So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,",Yeah.
15,"Hehehe, did it again!",Sure did.,"Oh, gosh.",Yeah.,"Oh, gosh, Chris Xeros You grew up with his children, too, then?","So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,"
16,Chris xeros?,"Gosh, small world, huh?",Sure did.,"Oh, gosh.",Yeah.,"Oh, gosh, Chris Xeros You grew up with his children, too, then?"
17,"Wait, so you are a friend of the same person?","Yeah. We all went to high school together and, uh, and we're still in contact with each other.","Gosh, small world, huh?",Sure did.,"Oh, gosh.",Yeah.
18,It's a common misconception.,Oh.,"Yeah. We all went to high school together and, uh, and we're still in contact with each other.","Gosh, small world, huh?",Sure did.,"Oh, gosh."
19,What about us?,"We all go back to parents' houses on the weekends, and what not so,",Oh.,"Yeah. We all went to high school together and, uh, and we're still in contact with each other.","Gosh, small world, huh?",Sure did.
20,"I know I am, but I am a little bit older.","Oh gosh. Well actually, I used to play in the Richardson Symphony, I played violin in the orchestra for several years you know,","We all go back to parents' houses on the weekends, and what not so,",Oh.,"Yeah. We all went to high school together and, uh, and we're still in contact with each other.","Gosh, small world, huh?"
21,I went to a high school in Richardson,Oh really?,"Oh gosh. Well actually, I used to play in the Richardson Symphony, I played violin in the orchestra for several years you know,","We all go back to parents' houses on the weekends, and what not so,",Oh.,"Yeah. We all went to high school together and, uh, and we're still in contact with each other."
22,You do?,"yeah So,",Oh really?,"Oh gosh. Well actually, I used to play in the Richardson Symphony, I played violin in the orchestra for several years you know,","We all go back to parents' houses on the weekends, and what not so,",Oh.
23,"I used to live in the city, so I used it as a place to get around.",It is a small world isn't it?,"yeah So,",Oh really?,"Oh gosh. Well actually, I used to play in the Richardson Symphony, I played violin in the orchestra for several years you know,","We all go back to parents' houses on the weekends, and what not so,"
24,I'm not Chris.,"Yeah, small world. So, I, uh, I know Chris",It is a small world isn't it?,"yeah So,",Oh really?,"Oh gosh. Well actually, I used to play in the Richardson Symphony, I played violin in the orchestra for several years you know,"
25,You know him?,"Yeah, he's a pretty nice guy.","Yeah, small world. So, I, uh, I know Chris",It is a small world isn't it?,"yeah So,",Oh really?
26,he smiles and shrugs,Most of the time,"Yeah, he's a pretty nice guy.","Yeah, small world. So, I, uh, I know Chris",It is a small world isn't it?,"yeah So,"
27,He's not the only one,"Yeah, well I never I had to work for him and I never would want to work for him. So",Most of the time,"Yeah, he's a pretty nice guy.","Yeah, small world. So, I, uh, I know Chris",It is a small world isn't it?
28,"I'm gonna have to go with, I think Chris.","No, no. Well life just took different turns here so, uh, it just didn't work out to do that now. So, he's, he's about ready to retire, another year and he,","Yeah, well I never I had to work for him and I never would want to work for him. So",Most of the time,"Yeah, he's a pretty nice guy.","Yeah, small world. So, I, uh, I know Chris"
29,He's a good guy. He's a real human being.,"Yeah, he sure is, he just became a grandfather.","No, no. Well life just took different turns here so, uh, it just didn't work out to do that now. So, he's, he's about ready to retire, another year and he,","Yeah, well I never I had to work for him and I never would want to work for him. So",Most of the time,"Yeah, he's a pretty nice guy."
30,I think he's just talking about how he got married to his daughter,"Yeah, I heard that. It's, it's daughter, it's his daughter that,","Yeah, he sure is, he just became a grandfather.","No, no. Well life just took different turns here so, uh, it just didn't work out to do that now. So, he's, he's about ready to retire, another year and he,","Yeah, well I never I had to work for him and I never would want to work for him. So",Most of the time
31,"Uhhh, what about that?","Uh, uh-huh. Yeah, they just had the baby's christening so,","Yeah, I heard that. It's, it's daughter, it's his daughter that,","Yeah, he sure is, he just became a grandfather.","No, no. Well life just took different turns here so, uh, it just didn't work out to do that now. So, he's, he's about ready to retire, another year and he,","Yeah, well I never I had to work for him and I never would want to work for him. So"
32,He's still a father.,Oh.,"Uh, uh-huh. Yeah, they just had the baby's christening so,","Yeah, I heard that. It's, it's daughter, it's his daughter that,","Yeah, he sure is, he just became a grandfather.","No, no. Well life just took different turns here so, uh, it just didn't work out to do that now. So, he's, he's about ready to retire, another year and he,"
33,"Yeah, he's really nice.",It was really nice so,Oh.,"Uh, uh-huh. Yeah, they just had the baby's christening so,","Yeah, I heard that. It's, it's daughter, it's his daughter that,","Yeah, he sure is, he just became a grandfather."
34,"Oh, that's good.",Was it a boy or a girl?,It was really nice so,Oh.,"Uh, uh-huh. Yeah, they just had the baby's christening so,","Yeah, I heard that. It's, it's daughter, it's his daughter that,"
35,I'm confused.,He's a little boy,Was it a boy or a girl?,It was really nice so,Oh.,"Uh, uh-huh. Yeah, they just had the baby's christening so,"
36,You're a girl?,Yeah. What did they name him?,He's a little boy,Was it a boy or a girl?,It was really nice so,Oh.
37,I'm not sure what's wrong with it,"I can't, it, it's a oh gosh, it's like Elijah, or something like that.",Yeah. What did they name him?,He's a little boy,Was it a boy or a girl?,It was really nice so
38,You can see the lines on his back.,Oh.,"I can't, it, it's a oh gosh, it's like Elijah, or something like that.",Yeah. What did they name him?,He's a little boy,Was it a boy or a girl?
39,What did you do?,"I keep forgetting, what, what she named him.",Oh.,"I can't, it, it's a oh gosh, it's like Elijah, or something like that.",Yeah. What did they name him?,He's a little boy
40,"Yeah, but he is a girl.",Oh.,"I keep forgetting, what, what she named him.",Oh.,"I can't, it, it's a oh gosh, it's like Elijah, or something like that.",Yeah. What did they name him?
41,"He's the Chris, but his middle name isn't Chris.","His middle name is Chris, or Christopher for for her daddy,",Oh.,"I keep forgetting, what, what she named him.",Oh.,"I can't, it, it's a oh gosh, it's like Elijah, or something like that."
42,So Chris?,Of course.,"His middle name is Chris, or Christopher for for her daddy,",Oh.,"I keep forgetting, what, what she named him.",Oh.
43,I don't know.,but I think it's Elijah,Of course.,"His middle name is Chris, or Christopher for for her daddy,",Oh.,"I keep forgetting, what, what she named him."
44,He's a cousin of Elijah.,Oh.,but I think it's Elijah,Of course.,"His middle name is Chris, or Christopher for for her daddy,",Oh.
45,Is it a middle name?,It starts with an E.,Oh.,but I think it's Elijah,Of course.,"His middle name is Chris, or Christopher for for her daddy,"
46,"I'm not sure, maybe you know","Yeah, yeah.",It starts with an E.,Oh.,but I think it's Elijah,Of course.
47,I don't know,I can't remember,"Yeah, yeah.",It starts with an E.,Oh.,but I think it's Elijah
48,I've heard it's one of the most beautiful things in the world.,"Oh, so you've heard the Richardson Symphony?",I can't remember,"Yeah, yeah.",It starts with an E.,Oh.
49,Did you hear the Richardson?,Yes.,"Oh, so you've heard the Richardson Symphony?",I can't remember,"Yeah, yeah.",It starts with an E.
50,You've heard The Richardson Symphony?,Yeah.,Yes.,"Oh, so you've heard the Richardson Symphony?",I can't remember,"Yeah, yeah."
51,I have heard the song before.,"Yeah, we've heard them and, liked, liked it real well, of course",Yeah.,Yes.,"Oh, so you've heard the Richardson Symphony?",I can't remember
52,It's a song.,Do you have a favorite instrument?,"Yeah, we've heard them and, liked, liked it real well, of course",Yeah.,Yes.,"Oh, so you've heard the Richardson Symphony?"
53,"It's not my favorite, but I'm pretty sure it's my favorite.","Um, actually one of my favorite instruments is a harpsichord.",Do you have a favorite instrument?,"Yeah, we've heard them and, liked, liked it real well, of course",Yeah.,Yes.
54,Are you a guitar player?,Yes.,"Um, actually one of my favorite instruments is a harpsichord.",Do you have a favorite instrument?,"Yeah, we've heard them and, liked, liked it real well, of course",Yeah.
55,That's the sound of a guitar,"I really like those, in fact, I had a harpsichord played at my wedding.",Yes.,"Um, actually one of my favorite instruments is a harpsichord.",Do you have a favorite instrument?,"Yeah, we've heard them and, liked, liked it real well, of course"
56,"Did you like, sing the song?","Oh, did you?","I really like those, in fact, I had a harpsichord played at my wedding.",Yes.,"Um, actually one of my favorite instruments is a harpsichord.",Do you have a favorite instrument?
57,Did you have a harp playing in the background?,Yeah.,"Oh, did you?","I really like those, in fact, I had a harpsichord played at my wedding.",Yes.,"Um, actually one of my favorite instruments is a harpsichord."
58,You have to.,Oh.,Yeah.,"Oh, did you?","I really like those, in fact, I had a harpsichord played at my wedding.",Yes.
59,I like to think I'm the only one.,"Which was real nice. I got married, uh, during the Christmas season and we played, uh, old fashioned Christmas carols instead of normal wedding marches and what not, and it was real nice, I liked that a lot.",Oh.,Yeah.,"Oh, did you?","I really like those, in fact, I had a harpsichord played at my wedding."
60,"Well, it was a good one",Oh.,"Which was real nice. I got married, uh, during the Christmas season and we played, uh, old fashioned Christmas carols instead of normal wedding marches and what not, and it was real nice, I liked that a lot.",Oh.,Yeah.,"Oh, did you?"
61,... That's a good thing.,I liked the sound of the harpsichord.,Oh.,"Which was real nice. I got married, uh, during the Christmas season and we played, uh, old fashioned Christmas carols instead of normal wedding marches and what not, and it was real nice, I liked that a lot.",Oh.,Yeah.
62,I did,And it played by itself?,I liked the sound of the harpsichord.,Oh.,"Which was real nice. I got married, uh, during the Christmas season and we played, uh, old fashioned Christmas carols instead of normal wedding marches and what not, and it was real nice, I liked that a lot.",Oh.
