,response,context,context/0,context/1,context/2,context/3
0,"Wait, how did you get him to sign with the Giants?","Yes, our first and he just turned three months.","How about you, do you have any children?","Uh,","Yeah we, Two year old daughter in child care and we went through the process of searching for child care and uh, finding what we consider to be, real good child care at a, uh, pretty reasonable price, we think.",So you have a child Uh-huh.
1,I am the child of the child.,"Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?","Uh,","Yeah we, Two year old daughter in child care and we went through the process of searching for child care and uh, finding what we consider to be, real good child care at a, uh, pretty reasonable price, we think."
2,He's not that young.,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?","Uh,"
3,I see.,Yeah.,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?"
4,What's your age?,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months."
5,Good. I'm glad you're okay.,Are you? Where are a student?,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care.","Oh, boy."
6,What's your school?,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care."
7,Awww. You should go to school for this.,No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students.",Yeah.
8,"No, she's not.","Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students."
9,It's an old meme.,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?
10,You know?,Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi."
11,"Well, you know, that's why I was asking.","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.
12,"Well, uh, that's uh, uh... uh, well, uh uh, we'll see what happens.","Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,"
13,You're in school?,Yeah.,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.
