,response,context,context/0,context/1,context/2,context/3
0,Do you pay taxes.?,Right. Right. Um,Do we pay too much?,Taxes.,Taxes.,"Um, what's our topic?"
1,Do you?,"Well, do we?",Right. Right. Um,Do we pay too much?,Taxes.,Taxes.
2,No we don't.,What do you do?,"Well, do we?",Right. Right. Um,Do we pay too much?,Taxes.
3,"You know, we all have our hobbies.","Um,",What do you do?,"Well, do we?",Right. Right. Um,Do we pay too much?
4,I'm in the US.,"I guess that, I mean it all depends really on what kind of bracket you're in.","Um,",What do you do?,"Well, do we?",Right. Right. Um
5,How much money are you making?,"My tax bracket is, is pretty high up there. I pay the, I generally pay the maximum tax bracket.","I guess that, I mean it all depends really on what kind of bracket you're in.","Um,",What do you do?,"Well, do we?"
6,"Well, how much?",Uh-huh.,"My tax bracket is, is pretty high up there. I pay the, I generally pay the maximum tax bracket.","I guess that, I mean it all depends really on what kind of bracket you're in.","Um,",What do you do?
7,I think you're paying the wrong amount of taxes.,"And, uh, I think that we're paying too much because I don't have any children.",Uh-huh.,"My tax bracket is, is pretty high up there. I pay the, I generally pay the maximum tax bracket.","I guess that, I mean it all depends really on what kind of bracket you're in.","Um,"
8,Not really.,Right.,"And, uh, I think that we're paying too much because I don't have any children.",Uh-huh.,"My tax bracket is, is pretty high up there. I pay the, I generally pay the maximum tax bracket.","I guess that, I mean it all depends really on what kind of bracket you're in."
9,You pay a ton of property tax.,And I pay a lot of property taxes.,Right.,"And, uh, I think that we're paying too much because I don't have any children.",Uh-huh.,"My tax bracket is, is pretty high up there. I pay the, I generally pay the maximum tax bracket."
10,You pay a LOT of taxes.not much,"Oh, sure.",And I pay a lot of property taxes.,Right.,"And, uh, I think that we're paying too much because I don't have any children.",Uh-huh.
11,You can.,"I don't have any, um, I don't, you know, I don't use an awful lot of city services. It, it, you know it's like I have to work I have to work all the time just to make enough money to pay the taxes.","Oh, sure.",And I pay a lot of property taxes.,Right.,"And, uh, I think that we're paying too much because I don't have any children."
12,Yes I do.,Uh-huh. Uh-huh. Right.,"I don't have any, um, I don't, you know, I don't use an awful lot of city services. It, it, you know it's like I have to work I have to work all the time just to make enough money to pay the taxes.","Oh, sure.",And I pay a lot of property taxes.,Right.
13,I have a lot. I don'' have any money.,"And, um, there's so many people who want a, a of the federal money or the state money or whatever it is",Uh-huh. Uh-huh. Right.,"I don't have any, um, I don't, you know, I don't use an awful lot of city services. It, it, you know it's like I have to work I have to work all the time just to make enough money to pay the taxes.","Oh, sure.",And I pay a lot of property taxes.
14,Uhm... What's the point?,Uh-huh.,"And, um, there's so many people who want a, a of the federal money or the state money or whatever it is",Uh-huh. Uh-huh. Right.,"I don't have any, um, I don't, you know, I don't use an awful lot of city services. It, it, you know it's like I have to work I have to work all the time just to make enough money to pay the taxes.","Oh, sure."
15,I'm a,"and I just, sometimes, many times I end up feeling like I'm paying too much in taxes.",Uh-huh.,"And, um, there's so many people who want a, a of the federal money or the state money or whatever it is",Uh-huh. Uh-huh. Right.,"I don't have any, um, I don't, you know, I don't use an awful lot of city services. It, it, you know it's like I have to work I have to work all the time just to make enough money to pay the taxes."
16,"Yeah, uhuh.",Right.,"and I just, sometimes, many times I end up feeling like I'm paying too much in taxes.",Uh-huh.,"And, um, there's so many people who want a, a of the federal money or the state money or whatever it is",Uh-huh. Uh-huh. Right.
17,"Well, I'm pretty sure I'm not the only one.",How about you? Do you pay too much?,Right.,"and I just, sometimes, many times I end up feeling like I'm paying too much in taxes.",Uh-huh.,"And, um, there's so many people who want a, a of the federal money or the state money or whatever it is"
