,response,context,context/0,context/1,context/2,context/3
0,you?,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?",Really?,"Well, uh, no I I don't get as much exercise as I, as I should as, or as I would like to, uh, uh, these days. I, seems to be to easy to get busy with other things. Uh, I have, in the past, uh, jogged and, and run, and every, every January and every September, I start out again and then it tapers off",You want to go first
1,"Yes, uhhhhh",Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?",Really?,"Well, uh, no I I don't get as much exercise as I, as I should as, or as I would like to, uh, uh, these days. I, seems to be to easy to get busy with other things. Uh, I have, in the past, uh, jogged and, and run, and every, every January and every September, I start out again and then it tapers off"
2,"I love running, I love exercise, I'm a runner, I just like running.",and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?",Really?
3,You're a good person.,Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?"
4,Nope.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off"
5,Well I got out of the gym and ran a lot and I felt good.,Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.
6,congrats.,"And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.
7,you?,"Well now that, is that, uh, that's related to the, the aerobic, uh,,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.
8,That's,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh,,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place."
9,I've never heard of that.,Okay.,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh,,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.
10,What is,"It's an aerobic exercise and it's an hour straight. And it's just, uh, it's a lot of fun.",Okay.,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh,,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot."
11,I'm pretty sure it's called aerobic exercise.,"Yeah,  yeah.","It's an aerobic exercise and it's an hour straight. And it's just, uh, it's a lot of fun.",Okay.,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh,,"
12,That's what I mean.,"and I'm, I'm getting much better. My stamina is getting great for the dance floor  so  I mean it's just,","Yeah,  yeah.","It's an aerobic exercise and it's an hour straight. And it's just, uh, it's a lot of fun.",Okay.,"It is, it's aerobics but it's with dance steps."
13,I'm not going to. I'm gonna dance.,Yeah.,"and I'm, I'm getting much better. My stamina is getting great for the dance floor  so  I mean it's just,","Yeah,  yeah.","It's an aerobic exercise and it's an hour straight. And it's just, uh, it's a lot of fun.",Okay.
14,It's a good game.I like it.It's fun.It's not a chore to play.,"there's a lot of positive things with it, so.",Yeah.,"and I'm, I'm getting much better. My stamina is getting great for the dance floor  so  I mean it's just,","Yeah,  yeah.","It's an aerobic exercise and it's an hour straight. And it's just, uh, it's a lot of fun."
