,response,context,context/0,context/1,context/2,context/3
0,"I was in an airforce, it was, uh, forty...",Uh-huh.,"Well, no, it wasn't forty-eight, it was, it was, uh, let's see, yeah, it was forty-eight. I was in the Air Force.",Forty-eight. That's a long time. Uh.,"So what do you guys having up there? I haven't been up there since, oh, Lord, forty-eight, I guess",Okay.
1,We got a bunch of airshows.,"We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,",Uh-huh.,"Well, no, it wasn't forty-eight, it was, it was, uh, let's see, yeah, it was forty-eight. I was in the Air Force.",Forty-eight. That's a long time. Uh.,"So what do you guys having up there? I haven't been up there since, oh, Lord, forty-eight, I guess"
2,"We've got to go back to, uh, where we came from.",Andrews?,"We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,",Uh-huh.,"Well, no, it wasn't forty-eight, it was, it was, uh, let's see, yeah, it was forty-eight. I was in the Air Force.",Forty-eight. That's a long time. Uh.
3,It's been great.,yeah. So what's it been like up there?,Andrews?,"We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,",Uh-huh.,"Well, no, it wasn't forty-eight, it was, it was, uh, let's see, yeah, it was forty-eight. I was in the Air Force."
4,I don't know...,"Well, for the past week or two it's been cold and wet",yeah. So what's it been like up there?,Andrews?,"We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,",Uh-huh.
5,"Yup, that's why we're here.",Uh-huh.,"Well, for the past week or two it's been cold and wet",yeah. So what's it been like up there?,Andrews?,"We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,"
6,"Ah, well I'm just a little bit jealous.","but before that, for most of the year, it's been hot and dry.",Uh-huh.,"Well, for the past week or two it's been cold and wet",yeah. So what's it been like up there?,Andrews?
7,October? What about October?,"Yeah. Uh, like September was hot and dry, October.","but before that, for most of the year, it's been hot and dry.",Uh-huh.,"Well, for the past week or two it's been cold and wet",yeah. So what's it been like up there?
8,"I mean, September is a month in the summer.","Um, September really was, I'm not sure about October. I think for about twelve months through September the, the average temperature has been higher than normal each month. Um, lots of ninety degree days during the summer.","Yeah. Uh, like September was hot and dry, October.","but before that, for most of the year, it's been hot and dry.",Uh-huh.,"Well, for the past week or two it's been cold and wet"
9,"Well, it's autumn.","Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one.","Um, September really was, I'm not sure about October. I think for about twelve months through September the, the average temperature has been higher than normal each month. Um, lots of ninety degree days during the summer.","Yeah. Uh, like September was hot and dry, October.","but before that, for most of the year, it's been hot and dry.",Uh-huh.
10,"Oh, so you're just being weird then.",Uh-huh.,"Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one.","Um, September really was, I'm not sure about October. I think for about twelve months through September the, the average temperature has been higher than normal each month. Um, lots of ninety degree days during the summer.","Yeah. Uh, like September was hot and dry, October.","but before that, for most of the year, it's been hot and dry."
11,"Uuuh, yoo, it.","But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,",Uh-huh.,"Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one.","Um, September really was, I'm not sure about October. I think for about twelve months through September the, the average temperature has been higher than normal each month. Um, lots of ninety degree days during the summer.","Yeah. Uh, like September was hot and dry, October."
12,June.,Uh-huh.,"But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,",Uh-huh.,"Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one.","Um, September really was, I'm not sure about October. I think for about twelve months through September the, the average temperature has been higher than normal each month. Um, lots of ninety degree days during the summer."
13,i.,"and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,",Uh-huh.,"But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,",Uh-huh.,"Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one."
14,,Uh-huh.,"and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,",Uh-huh.,"But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,",Uh-huh.
15,,"and the average, you know, the average, uh, first frost is like the fifteenth of November here",Uh-huh.,"and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,",Uh-huh.,"But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,"
16,"Well, uh, and.","Oh, if you had it early.","and the average, you know, the average, uh, first frost is like the fifteenth of November here",Uh-huh.,"and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,",Uh-huh.
17,"Oh, we're, we, and it's, you, we've, it, it's",but usually it's not until later It's really strange.,"Oh, if you had it early.","and the average, you know, the average, uh, first frost is like the fifteenth of November here",Uh-huh.,"and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,"
18,"Wait, when do we get the frost?","Yeah, I think we usually have a frost in October.",but usually it's not until later It's really strange.,"Oh, if you had it early.","and the average, you know, the average, uh, first frost is like the fifteenth of November here",Uh-huh.
19,I think we're getting a frost this year.It's a little weird.,Yeah.,"Yeah, I think we usually have a frost in October.",but usually it's not until later It's really strange.,"Oh, if you had it early.","and the average, you know, the average, uh, first frost is like the fifteenth of November here"
