,response,context,context/0,context/1,context/2,context/3
0,I'll take the Astros.,"Oh, now come on, no Texas Rangers?","and, um, and that's,",Really?,"Well, I'm only a little bit familiar with the Red Sox because I lived up in Boston for a while,","Okay, um, what baseball team are you familiar with?"
1,"Football, baseball, and football.","after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball.","Oh, now come on, no Texas Rangers?","and, um, and that's,",Really?,"Well, I'm only a little bit familiar with the Red Sox because I lived up in Boston for a while,"
2,,"Really? I guess they paired two women together on this call for a reason which is something we can think about later but, um, I understand a little bit about the Texas Rangers. I know George Bush threw out the first pitch hitter bounced off the ground and that, um, yeah, I heard a joke on the radio yesterday that, in regard that he didn't design the patriot missile system, and, uh, the radio's kind of cruel, I mean, think, the, he, this chain that must have been on President Bush to bounce the first pitch off the ground, I mean, how humiliating for a man to do that, any man. I don't care if you're President.","after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball.","Oh, now come on, no Texas Rangers?","and, um, and that's,",Really?
3,,"Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it.","Really? I guess they paired two women together on this call for a reason which is something we can think about later but, um, I understand a little bit about the Texas Rangers. I know George Bush threw out the first pitch hitter bounced off the ground and that, um, yeah, I heard a joke on the radio yesterday that, in regard that he didn't design the patriot missile system, and, uh, the radio's kind of cruel, I mean, think, the, he, this chain that must have been on President Bush to bounce the first pitch off the ground, I mean, how humiliating for a man to do that, any man. I don't care if you're President.","after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball.","Oh, now come on, no Texas Rangers?","and, um, and that's,"
4,you,"I know but he's a man come on, men know how to do that, right?","Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it.","Really? I guess they paired two women together on this call for a reason which is something we can think about later but, um, I understand a little bit about the Texas Rangers. I know George Bush threw out the first pitch hitter bounced off the ground and that, um, yeah, I heard a joke on the radio yesterday that, in regard that he didn't design the patriot missile system, and, uh, the radio's kind of cruel, I mean, think, the, he, this chain that must have been on President Bush to bounce the first pitch off the ground, I mean, how humiliating for a man to do that, any man. I don't care if you're President.","after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball.","Oh, now come on, no Texas Rangers?"
5,you,"Right, he's supposed to be able to do that.","I know but he's a man come on, men know how to do that, right?","Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it.","Really? I guess they paired two women together on this call for a reason which is something we can think about later but, um, I understand a little bit about the Texas Rangers. I know George Bush threw out the first pitch hitter bounced off the ground and that, um, yeah, I heard a joke on the radio yesterday that, in regard that he didn't design the patriot missile system, and, uh, the radio's kind of cruel, I mean, think, the, he, this chain that must have been on President Bush to bounce the first pitch off the ground, I mean, how humiliating for a man to do that, any man. I don't care if you're President.","after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball."
6,,"I know so, I felt kind of sorry for him. that must have been hard on him because he's just a person but, um, I never, a major owner of our of the team here.","Right, he's supposed to be able to do that.","I know but he's a man come on, men know how to do that, right?","Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it.","Really? I guess they paired two women together on this call for a reason which is something we can think about later but, um, I understand a little bit about the Texas Rangers. I know George Bush threw out the first pitch hitter bounced off the ground and that, um, yeah, I heard a joke on the radio yesterday that, in regard that he didn't design the patriot missile system, and, uh, the radio's kind of cruel, I mean, think, the, he, this chain that must have been on President Bush to bounce the first pitch off the ground, I mean, how humiliating for a man to do that, any man. I don't care if you're President."
7,"He was in the hospital, so he's probably not too serious","Oh, really? I didn't know that.","I know so, I felt kind of sorry for him. that must have been hard on him because he's just a person but, um, I never, a major owner of our of the team here.","Right, he's supposed to be able to do that.","I know but he's a man come on, men know how to do that, right?","Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it."
8,Neil.,"Yeah, he's like, I thought he was the owner but it turns out my Mom said that he's part owner but he must own the biggest chunk because that's all you hear about is, if, you know, about Neal Bush I think is his name.","Oh, really? I didn't know that.","I know so, I felt kind of sorry for him. that must have been hard on him because he's just a person but, um, I never, a major owner of our of the team here.","Right, he's supposed to be able to do that.","I know but he's a man come on, men know how to do that, right?"
9,,Uh-huh.,"Yeah, he's like, I thought he was the owner but it turns out my Mom said that he's part owner but he must own the biggest chunk because that's all you hear about is, if, you know, about Neal Bush I think is his name.","Oh, really? I didn't know that.","I know so, I felt kind of sorry for him. that must have been hard on him because he's just a person but, um, I never, a major owner of our of the team here.","Right, he's supposed to be able to do that."
10,I,"See, I even know his name because he's on the news a lot, and I never had to watch the news not, you know, not like some people hour and a half a day or anything.",Uh-huh.,"Yeah, he's like, I thought he was the owner but it turns out my Mom said that he's part owner but he must own the biggest chunk because that's all you hear about is, if, you know, about Neal Bush I think is his name.","Oh, really? I didn't know that.","I know so, I felt kind of sorry for him. that must have been hard on him because he's just a person but, um, I never, a major owner of our of the team here."
11,"I've been watch, you know.","Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it.","See, I even know his name because he's on the news a lot, and I never had to watch the news not, you know, not like some people hour and a half a day or anything.",Uh-huh.,"Yeah, he's like, I thought he was the owner but it turns out my Mom said that he's part owner but he must own the biggest chunk because that's all you hear about is, if, you know, about Neal Bush I think is his name.","Oh, really? I didn't know that."
12,You're,Uh-huh.,"Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it.","See, I even know his name because he's on the news a lot, and I never had to watch the news not, you know, not like some people hour and a half a day or anything.",Uh-huh.,"Yeah, he's like, I thought he was the owner but it turns out my Mom said that he's part owner but he must own the biggest chunk because that's all you hear about is, if, you know, about Neal Bush I think is his name."
13,Yes.,"It's incentive, speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff.",Uh-huh.,"Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it.","See, I even know his name because he's on the news a lot, and I never had to watch the news not, you know, not like some people hour and a half a day or anything.",Uh-huh.
14,That's.the.about.about.,"Oh, I saw that.","It's incentive, speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff.",Uh-huh.,"Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it.","See, I even know his name because he's on the news a lot, and I never had to watch the news not, you know, not like some people hour and a half a day or anything."
15,I saw that.,"Did you see that, where he, the guy asked him for proof of who he was,","Oh, I saw that.","It's incentive, speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff.",Uh-huh.,"Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it."
16,"No, I'm pretty sure you're right.",Yeah.,"Did you see that, where he, the guy asked him for proof of who he was,","Oh, I saw that.","It's incentive, speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff.",Uh-huh.
17,Who said he was?,he said his.,Yeah.,"Did you see that, where he, the guy asked him for proof of who he was,","Oh, I saw that.","It's incentive, speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff."
18,"It's a photo of a car, so it's not fake.","I want to see your driver's I, I, I don't,",he said his.,Yeah.,"Did you see that, where he, the guy asked him for proof of who he was,","Oh, I saw that."
19,"You don't need to know if he's a real person, you just need to see it.",I know and see a credit card,"I want to see your driver's I, I, I don't,",he said his.,Yeah.,"Did you see that, where he, the guy asked him for proof of who he was,"
20,No it doesn't.,"you're not President Bush. I know and he said yeah, it does so fast, I heard it on the radio. I heard the audio portion on the radio in the car but I didn't see it but,",I know and see a credit card,"I want to see your driver's I, I, I don't,",he said his.,Yeah.
21,I love how he was like Ohh ohh ohhhh ohh.,"It was so funny to see, it was a really cute little kid too.","you're not President Bush. I know and he said yeah, it does so fast, I heard it on the radio. I heard the audio portion on the radio in the car but I didn't see it but,",I know and see a credit card,"I want to see your driver's I, I, I don't,",he said his.
22,I don't,"That's about my extent of, um, about baseball, I don't know, that much about it.","It was so funny to see, it was a really cute little kid too.","you're not President Bush. I know and he said yeah, it does so fast, I heard it on the radio. I heard the audio portion on the radio in the car but I didn't see it but,",I know and see a credit card,"I want to see your driver's I, I, I don't,"
23,"I think I'm going to go and see, what, one, two","Well, I can tell you, that the Mets opened, I think, two days ago,","That's about my extent of, um, about baseball, I don't know, that much about it.","It was so funny to see, it was a really cute little kid too.","you're not President Bush. I know and he said yeah, it does so fast, I heard it on the radio. I heard the audio portion on the radio in the car but I didn't see it but,",I know and see a credit card
24,"You know, it's only been a day.",Uh-huh.,"Well, I can tell you, that the Mets opened, I think, two days ago,","That's about my extent of, um, about baseball, I don't know, that much about it.","It was so funny to see, it was a really cute little kid too.","you're not President Bush. I know and he said yeah, it does so fast, I heard it on the radio. I heard the audio portion on the radio in the car but I didn't see it but,"
25,Why are you saying that?,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,",Uh-huh.,"Well, I can tell you, that the Mets opened, I think, two days ago,","That's about my extent of, um, about baseball, I don't know, that much about it.","It was so funny to see, it was a really cute little kid too."
26,What's the significance of the Mets opening?,Uh-huh.,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,",Uh-huh.,"Well, I can tell you, that the Mets opened, I think, two days ago,","That's about my extent of, um, about baseball, I don't know, that much about it."
27,I'm a Mets fan. I've never been to a game.,"but they won, the Mets won.",Uh-huh.,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,",Uh-huh.,"Well, I can tell you, that the Mets opened, I think, two days ago,"
28,They did.,Did they?,"but they won, the Mets won.",Uh-huh.,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,",Uh-huh.
29,They won.,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,",Did they?,"but they won, the Mets won.",Uh-huh.,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,"
30,They won.,Uh-huh.,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,",Did they?,"but they won, the Mets won.",Uh-huh.
31,I'm pretty sure New York Mets is New Jersey Mets.,"but I don't even know if they're still New York Yankees, or New Jersey.",Uh-huh.,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,",Did they?,"but they won, the Mets won."
32,New York Yankees.,That's so stupid that you all have two teams.,"but I don't even know if they're still New York Yankees, or New Jersey.",Uh-huh.,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,",Did they?
33,What about New York?,Yeah.,That's so stupid that you all have two teams.,"but I don't even know if they're still New York Yankees, or New Jersey.",Uh-huh.,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,"
34,I'm not even a fan of the New York Mets.,That's really stupid.,Yeah.,That's so stupid that you all have two teams.,"but I don't even know if they're still New York Yankees, or New Jersey.",Uh-huh.
35,"I'm not sure what the purpose of this is, but it's a good thing.","Well, but it, then they can have them play against each other.",That's really stupid.,Yeah.,That's so stupid that you all have two teams.,"but I don't even know if they're still New York Yankees, or New Jersey."
36,It's not like they play each other every year.,"Yeah, I know.","Well, but it, then they can have them play against each other.",That's really stupid.,Yeah.,That's so stupid that you all have two teams.
37,I mean... it is the New Jersey Yankees...,"I think it's still the New York Yankees, you know,","Yeah, I know.","Well, but it, then they can have them play against each other.",That's really stupid.,Yeah.
38,So the Yankees are the New England Patriots?,Yeah.,"I think it's still the New York Yankees, you know,","Yeah, I know.","Well, but it, then they can have them play against each other.",That's really stupid.
39,It's the New Jersey Yankees,I thought they were moving to New Jersey This is how much I know about baseball.,Yeah.,"I think it's still the New York Yankees, you know,","Yeah, I know.","Well, but it, then they can have them play against each other."
40,Who's the team?,"The Texas Rangers, they, they lost, I think.",I thought they were moving to New Jersey This is how much I know about baseball.,Yeah.,"I think it's still the New York Yankees, you know,","Yeah, I know."
41,So... who's the team?,Uh-huh.,"The Texas Rangers, they, they lost, I think.",I thought they were moving to New Jersey This is how much I know about baseball.,Yeah.,"I think it's still the New York Yankees, you know,"
42,"You are right, but they have been in the past.","But I know that last year we did go to a baseball game last year. We got free tickets because someone at our church, one of the deacons at church, um, parks cars at The Mansion at Turtle Creek which is like one of the, uh, the places and stuff.",Uh-huh.,"The Texas Rangers, they, they lost, I think.",I thought they were moving to New Jersey This is how much I know about baseball.,Yeah.
43,What's a baseball team?,Uh-huh.,"But I know that last year we did go to a baseball game last year. We got free tickets because someone at our church, one of the deacons at church, um, parks cars at The Mansion at Turtle Creek which is like one of the, uh, the places and stuff.",Uh-huh.,"The Texas Rangers, they, they lost, I think.",I thought they were moving to New Jersey This is how much I know about baseball.
44,He's the driver of the car.,"And he's their head chauffeur, is this funny, as they're parking the cars the valet service.",Uh-huh.,"But I know that last year we did go to a baseball game last year. We got free tickets because someone at our church, one of the deacons at church, um, parks cars at The Mansion at Turtle Creek which is like one of the, uh, the places and stuff.",Uh-huh.,"The Texas Rangers, they, they lost, I think."
45,"Well, I was thinking more of a'They're not a big company, they're just a small company '",Right.,"And he's their head chauffeur, is this funny, as they're parking the cars the valet service.",Uh-huh.,"But I know that last year we did go to a baseball game last year. We got free tickets because someone at our church, one of the deacons at church, um, parks cars at The Mansion at Turtle Creek which is like one of the, uh, the places and stuff.",Uh-huh.
