,response,context,context/0,context/1,context/2,context/3
0,I'm pretty sure that's a joke.,"And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah,"So I like Gordon Lightfoot, do you know who he is?",Uh-huh.,"I was trying to think about some of my favorite people that I liked in music and they're, none of them are recent, right."
1,A. A. B. C. D. A.A. D.A.D.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah,"So I like Gordon Lightfoot, do you know who he is?",Uh-huh.
2,Do you like jazz?,Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah,"So I like Gordon Lightfoot, do you know who he is?"
3,I like country.,"Sort of easy listening because you like country but then,",Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah
4,You like it.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,",Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson."
5,They're both.,Um.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,",Yeah.,"Uh-huh. So you like a, a variety."
6,Why do you think it's a good idea?,I don't know. I just like Willie Nelson I guess because he's such a character.,Um.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,",Yeah.
7,"Yeah, I love him.","Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.,Um.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,"
8,You like some country?,Yeah.,"Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.,Um.,"But not all country. I don't like that, when they start,"
9,"It's a song, I don't care if it's not the typical Country song.","You know, I mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me, you know",Yeah.,"Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.,Um.
