,response,context,context/0,context/1,context/2,context/3
0,I'm so glad you like it.,Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.","Oh. Uh-huh, wonderful.","Well, I, I collect antique tools, uh, for one thing, I well, I'm sort of in an antique business, but it's a little sideline, part time thing.",Tell me what you like to do.
1,"Oh. Uh, what's the deal with that?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.","Oh. Uh-huh, wonderful.","Well, I, I collect antique tools, uh, for one thing, I well, I'm sort of in an antique business, but it's a little sideline, part time thing."
2,"Oh I'm just kidding, I don't know if I've ever done it before.","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.","Oh. Uh-huh, wonderful."
3,I think we're gonna have to get that one started.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here."
4,It's a real thing.,Oh.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.
5,"Well, I'm glad you're here, I guess.","you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,"
6,"Well, I am a female.",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?"
7,"You, uh, live in the same house as me?","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.,"Yeah, yeah, it's getting real close to"
8,Ahem... Richardson.,"Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.
9,u,"Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,"
10,"Yes, but the climate is much better than it was before","Oh, how beautiful, and it's pretty flat there?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?
11,What's the difference,"Well, it's kind of, hilly, but, it's, you know, low hills, it's not, uh,","Oh, how beautiful, and it's pretty flat there?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas"
