,response,context,context/0,context/1,context/2,context/3
0,"I do it too, I've grown up around the area.","We do the same thing. It's, I just have a small plot it's like ten feet by five feet.","Uh, yes. I, I try to grow, uh, uh, a vegetable garden and,",I see. Do you have a garden?,"Well, I do it all",What type of lawn and garden work do you do?
1,I like to have a plan,"Yeah. I have two plots, one's ten by ten and one's like fifteen by four.","We do the same thing. It's, I just have a small plot it's like ten feet by five feet.","Uh, yes. I, I try to grow, uh, uh, a vegetable garden and,",I see. Do you have a garden?,"Well, I do it all"
2,"Because we have a little plot, and a lot of plots.",I see.,"Yeah. I have two plots, one's ten by ten and one's like fifteen by four.","We do the same thing. It's, I just have a small plot it's like ten feet by five feet.","Uh, yes. I, I try to grow, uh, uh, a vegetable garden and,",I see. Do you have a garden?
3,"I, uh, uh... I'm not sure how to word that.","It's a long skinny one and,",I see.,"Yeah. I have two plots, one's ten by ten and one's like fifteen by four.","We do the same thing. It's, I just have a small plot it's like ten feet by five feet.","Uh, yes. I, I try to grow, uh, uh, a vegetable garden and,"
4,That's a lot of dirt.,"Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard","It's a long skinny one and,",I see.,"Yeah. I have two plots, one's ten by ten and one's like fifteen by four.","We do the same thing. It's, I just have a small plot it's like ten feet by five feet."
5,A lot of people do.,"Oh, I see. Yeah. I see.","Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard","It's a long skinny one and,",I see.,"Yeah. I have two plots, one's ten by ten and one's like fifteen by four."
6,I don't think I've ever seen a good game of pool in my life.,"Well, I I enjoy fiddling around. It's cheap entertainment.","Oh, I see. Yeah. I see.","Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard","It's a long skinny one and,",I see.
7,I know right. I like to fiddle around in my garage.,"Right. Right. Yeah, it's nice to get out in the open air.","Well, I I enjoy fiddling around. It's cheap entertainment.","Oh, I see. Yeah. I see.","Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard","It's a long skinny one and,"
8,I think I'm going to be out.,"It is, uh-huh.","Right. Right. Yeah, it's nice to get out in the open air.","Well, I I enjoy fiddling around. It's cheap entertainment.","Oh, I see. Yeah. I see.","Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard"
9,It's good,"And especially when the weather's not too hot or, not raining or whatever,","It is, uh-huh.","Right. Right. Yeah, it's nice to get out in the open air.","Well, I I enjoy fiddling around. It's cheap entertainment.","Oh, I see. Yeah. I see."
10,"You know, it's kind of cool.",That's right. Yeah.,"And especially when the weather's not too hot or, not raining or whatever,","It is, uh-huh.","Right. Right. Yeah, it's nice to get out in the open air.","Well, I I enjoy fiddling around. It's cheap entertainment."
11,"Well, it's the only way.","but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know.",That's right. Yeah.,"And especially when the weather's not too hot or, not raining or whatever,","It is, uh-huh.","Right. Right. Yeah, it's nice to get out in the open air."
12,... but I'm not a girl,"I enjoy,  Excuse me, go ahead. Uh-huh.","but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know.",That's right. Yeah.,"And especially when the weather's not too hot or, not raining or whatever,","It is, uh-huh."
13,"But, uh, you don't have to say that.","I grow a lot of things, a lot of food.","I enjoy,  Excuse me, go ahead. Uh-huh.","but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know.",That's right. Yeah.,"And especially when the weather's not too hot or, not raining or whatever,"
14,"Umm, um.",Uh-huh.,"I grow a lot of things, a lot of food.","I enjoy,  Excuse me, go ahead. Uh-huh.","but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know.",That's right. Yeah.
15,"I, I, I like plants.","And sometimes I, I want to plant something, there's not enough room to plant. Some of those things like, uh, you know, the things that vine like, uh, cucumbers, or, uh, squash or something,  like that.  Plant one of those",Uh-huh.,"I grow a lot of things, a lot of food.","I enjoy,  Excuse me, go ahead. Uh-huh.","but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know."
16,"You know, I love, uh",That's right. That's right. Uh-huh.  Uh-huh.  Takes a lot of room.,"And sometimes I, I want to plant something, there's not enough room to plant. Some of those things like, uh, you know, the things that vine like, uh, cucumbers, or, uh, squash or something,  like that.  Plant one of those",Uh-huh.,"I grow a lot of things, a lot of food.","I enjoy,  Excuse me, go ahead. Uh-huh."
17,"I see. Well, uh...",and it takes up your whole space,That's right. That's right. Uh-huh.  Uh-huh.  Takes a lot of room.,"And sometimes I, I want to plant something, there's not enough room to plant. Some of those things like, uh, you know, the things that vine like, uh, cucumbers, or, uh, squash or something,  like that.  Plant one of those",Uh-huh.,"I grow a lot of things, a lot of food."
