Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	yeah . yeah ,	78	5	1	A	73,78	[[73, 78]]
10	5	3	, uh ,	4	96	2	A	1,3,4,35,39,43,82,84,93,97	[[1, 3, 4], [3, 4], [35, 39], [39, 43], [82, 84], [93, 97]]
2	0	3	afraid of you	83	1	1	B	82,83	[[82, 83]]
27	10	2	yeah .	37	104	2	B	2,6,32,34,37,40,48,51,52,59,60,66,71,72,73,74,76,77,78,80,81,90,91,97,99,102,106	[[2, 6], [32, 34, 37], [34, 37], [37, 40], [48, 51, 52], [51, 52], [59, 60], [66, 71], [71, 72, 73, 74, 76], [72, 73, 74, 76, 77], [73, 74, 76, 77, 78], [74, 76, 77, 78], [76, 77, 78, 80, 81], [77, 78, 80, 81], [78, 80, 81], [80, 81], [90, 91], [97, 99, 102], [99, 102], [102, 106]]
12	7	2	uh ,	4	96	2	A	1,3,4,35,39,43,51,56,82,84,93,97	[[1, 3, 4], [3, 4], [35, 39], [39, 43], [51, 56], [82, 84], [93, 97]]
6	3	2	used to	51	54	5	B	20,24,51,52,70,74	[[20, 24], [51, 52], [70, 74]]
4	1	2	, i	97	10	1	A	96,97,104,106	[[96, 97], [104, 106]]
7	3	2	oh ,	86	89	5	A	3,5,23,25,86,91,92	[[3, 5], [23, 25], [86, 91], [91, 92]]
6	2	2	yeah ,	78	21	2	B	73,78,82,83,93,94	[[73, 78], [78, 82, 83], [82, 83], [93, 94]]
6	4	2	but ,	82	49	4	A	35,39,49,51,82,84	[[35, 39], [49, 51], [82, 84]]
2	0	2	well ,	105	1	3	A	104,105	[[104, 105]]
2	0	2	, too	101	3	1	A	98,101	[[98, 101]]
3	1	2	, it's	101	5	2	B	98,101,103	[[98, 101, 103]]
2	0	2	kind of	54	3	1	B	51,54	[[51, 54]]
3	1	2	so ,	101	3	2	B	100,101,103	[[100, 101, 103]]
2	0	2	that .	78	1	3	A	77,78	[[77, 78]]
2	0	2	i think	105	1	1	A	104,105	[[104, 105]]
2	0	2	like that	78	5	2	A	73,78	[[73, 78]]
2	0	2	do you	7	5	1	B	2,7	[[2, 7]]
2	0	2	in pennsylvania	28	1	1	A	27,28	[[27, 28]]
2	0	2	in texas	31	5	1	B	26,31	[[26, 31]]
2	0	2	to get	98	5	1	A	93,98	[[93, 98]]
29	14	1	you	5	106	1	B	2,5,7,19,24,28,31,37,39,40,43,44,46,50,51,54,59,65,70,71,75,77,79,82,83,103,105,107,108	[[2, 5, 7], [5, 7], [19, 24], [24, 28], [28, 31], [37, 39, 40], [39, 40, 43, 44], [40, 43, 44], [43, 44, 46], [44, 46], [46, 50, 51], [50, 51, 54], [51, 54], [54, 59], [65, 70], [70, 71, 75], [71, 75], [75, 77, 79], [77, 79, 82], [79, 82, 83], [82, 83], [103, 105, 107, 108]]
24	12	1	i	4	103	1	A	3,4,8,10,20,24,26,30,34,36,46,51,52,55,59,62,66,71,73,96,97,104,105,106	[[3, 4, 8], [4, 8], [8, 10], [20, 24], [24, 26], [26, 30], [30, 34], [34, 36], [46, 51], [51, 52, 55], [52, 55], [55, 59], [59, 62], [62, 66], [66, 71], [71, 73], [96, 97], [104, 105, 106]]
19	7	1	a	11	97	2	B	10,11,16,18,19,50,51,62,66,68,73,74,76,77,78,97,101,105,107	[[10, 11], [11, 16], [16, 18, 19], [18, 19], [50, 51], [62, 66], [66, 68], [68, 73], [73, 74, 76, 77, 78], [74, 76, 77, 78], [76, 77, 78], [77, 78], [97, 101], [101, 105], [105, 107]]
17	6	1	of	42	70	2	A	35,37,39,42,51,54,59,74,77,82,83,93,97,101,103,104,105	[[35, 37, 39], [37, 39, 42], [39, 42], [51, 54], [54, 59], [74, 77], [77, 82], [82, 83], [93, 97], [97, 101], [101, 103, 104, 105]]
19	8	1	to	35	96	5	B	2,4,20,24,35,36,39,43,50,51,52,54,66,70,71,74,93,94,98	[[2, 4], [20, 24], [35, 36, 39], [36, 39], [39, 43], [50, 51, 52, 54], [51, 52, 54], [52, 54], [66, 70, 71], [70, 71, 74], [71, 74], [93, 94, 98]]
14	6	1	in	11	93	2	B	4,8,11,24,26,27,28,31,35,36,66,68,96,97	[[4, 8], [8, 11], [24, 26, 27, 28], [26, 27, 28, 31], [27, 28, 31], [28, 31], [31, 35, 36], [35, 36], [66, 68], [96, 97]]
15	6	1	that	40	90	6	A	7,11,15,19,40,43,47,73,74,77,78,81,82,93,97	[[7, 11], [11, 15], [15, 19], [40, 43], [43, 47], [73, 74, 77, 78], [74, 77, 78], [77, 78, 81, 82], [78, 81, 82], [81, 82], [93, 97]]
15	3	1	and	39	91	3	B	16,18,39,42,43,50,51,64,65,66,97,98,103,105,107	[[16, 18], [39, 42, 43], [42, 43], [50, 51], [64, 65, 66], [65, 66], [97, 98], [98, 103], [103, 105, 107]]
12	8	1	it	8	73	1	A	5,8,10,14,39,42,62,64,68,70,74,78	[[5, 8, 10], [8, 10], [10, 14], [39, 42], [62, 64], [64, 68], [68, 70], [70, 74], [74, 78]]
7	4	1	out	65	26	8	B	40,42,46,50,52,65,66	[[40, 42], [42, 46], [46, 50], [50, 52], [65, 66]]
11	7	1	oh	86	89	9	A	3,5,23,25,47,49,57,61,86,91,92	[[3, 5], [23, 25], [47, 49], [57, 61], [86, 91], [91, 92]]
7	4	1	really	94	66	6	A	39,43,93,94,97,103,105	[[39, 43], [93, 94, 97], [94, 97], [103, 105]]
