Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
8	6	3	, uh ,	5	47	2	A	2,4,5,29,31,45,47,49	[[2, 4, 5], [4, 5], [29, 31], [45, 47, 49]]
2	0	3	a lot of	44	1	3	B	43,44	[[43, 44]]
2	0	3	one of the	7	5	1	A	2,7	[[2, 7]]
15	11	2	uh ,	5	49	3	A	0,2,4,5,11,13,19,20,27,29,31,43,45,47,49	[[0, 2, 4, 5], [2, 4, 5], [4, 5], [11, 13], [19, 20], [27, 29, 31], [29, 31], [43, 45, 47], [45, 47, 49]]
14	8	2	yeah .	8	45	2	B	3,5,8,12,16,20,21,25,26,38,40,41,45,48	[[3, 5, 8], [5, 8], [8, 12], [12, 16], [16, 20, 21], [20, 21, 25], [21, 25, 26], [25, 26], [38, 40, 41], [40, 41, 45], [41, 45], [45, 48]]
9	6	2	uh-huh .	23	46	3	A	6,10,18,23,28,30,46,50,52	[[6, 10], [18, 23], [23, 28], [28, 30], [46, 50], [50, 52]]
8	6	2	, i	5	49	3	A	0,2,4,5,17,19,45,49	[[0, 2, 4, 5], [2, 4, 5], [4, 5], [17, 19], [45, 49]]
5	3	2	. uh	20	15	4	B	5,7,11,19,20	[[5, 7], [7, 11], [19, 20]]
3	0	2	a lot	44	6	3	B	43,44,49	[[43, 44], [44, 49]]
3	1	2	and ,	5	3	2	A	2,4,5	[[2, 4, 5]]
2	0	2	i think	7	5	1	A	2,7	[[2, 7]]
2	0	2	. it's	40	1	1	B	39,40	[[39, 40]]
2	0	2	and so	5	5	1	A	0,5	[[0, 5]]
2	0	2	in the	40	1	2	B	39,40	[[39, 40]]
2	0	2	of the	7	5	1	A	2,7	[[2, 7]]
2	0	2	too .	40	5	1	A	35,40	[[35, 40]]
2	0	2	benefits and	5	3	1	A	2,5	[[2, 5]]
2	0	2	is ,	7	5	1	A	2,7	[[2, 7]]
21	16	1	and	5	54	3	A	0,2,4,5,7,9,11,13,17,20,22,29,31,33,35,37,39,45,47,49,54	[[0, 2, 4, 5], [2, 4, 5, 7], [4, 5, 7, 9], [5, 7, 9], [7, 9, 11], [9, 11, 13], [11, 13], [13, 17], [17, 20, 22], [20, 22], [29, 31, 33], [31, 33, 35], [33, 35, 37], [35, 37, 39], [37, 39], [45, 47, 49], [47, 49], [49, 54]]
17	11	1	a	22	43	5	B	11,13,17,19,22,27,29,31,33,39,43,44,45,47,49,53,54	[[11, 13], [13, 17], [17, 19, 22], [19, 22], [22, 27], [27, 29, 31], [29, 31, 33], [31, 33], [39, 43, 44], [43, 44, 45, 47], [44, 45, 47, 49], [45, 47, 49], [47, 49], [49, 53, 54]]
18	11	1	you	20	48	7	B	5,7,9,11,15,17,19,20,31,32,33,37,39,42,45,47,49,53	[[5, 7, 9], [7, 9, 11], [9, 11], [11, 15], [15, 17, 19, 20], [17, 19, 20], [19, 20], [31, 32, 33], [32, 33, 37], [33, 37], [37, 39, 42], [39, 42], [42, 45, 47], [45, 47, 49], [47, 49], [49, 53]]
17	7	1	yeah	8	51	2	B	3,5,8,12,16,20,21,25,26,33,38,40,41,45,48,49,54	[[3, 5, 8], [5, 8], [8, 12], [12, 16], [16, 20, 21], [20, 21, 25], [21, 25, 26], [25, 26], [33, 38], [38, 40, 41], [40, 41, 45], [41, 45], [45, 48, 49], [48, 49], [49, 54]]
