Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	5	listening to c n n	64	1	1	A	63,64	[[63, 64]]
2	0	4	to c n n	64	1	1	B	63,64	[[63, 64]]
2	0	4	c n n .	59	5	1	B	54,59	[[54, 59]]
2	0	4	is , uh ,	49	5	1	B	44,49	[[44, 49]]
24	16	3	, uh ,	6	67	2	A	3,5,6,11,15,16,18,22,24,26,28,30,36,40,44,46,49,57,59,60,61,66,68,70	[[3, 5, 6], [5, 6], [6, 11], [11, 15, 16], [15, 16, 18], [16, 18], [18, 22], [22, 24, 26], [24, 26, 28], [26, 28, 30], [28, 30], [36, 40], [40, 44], [44, 46, 49], [46, 49], [57, 59, 60, 61], [59, 60, 61], [60, 61], [61, 66], [66, 68, 70]]
7	5	3	. uh ,	64	71	2	A	3,5,63,64,68,70,74	[[3, 5], [63, 64, 68], [64, 68], [68, 70], [70, 74]]
7	3	3	c n n	54	19	1	B	51,54,59,63,64,68,70	[[51, 54], [54, 59], [59, 63, 64], [63, 64, 68], [64, 68], [68, 70]]
2	0	3	, we have	18	3	1	A	15,18	[[15, 18]]
2	0	3	is , uh	49	5	1	A	44,49	[[44, 49]]
3	0	3	on the radio	54	6	1	A	53,54,59	[[53, 54], [54, 59]]
2	0	3	in the city	46	3	1	A	43,46	[[43, 46]]
2	0	3	on the ,	59	5	1	B	54,59	[[54, 59]]
2	0	3	so , i	51	5	1	B	46,51	[[46, 51]]
31	23	2	uh ,	6	71	2	A	3,5,6,11,15,16,18,22,24,26,28,30,34,36,38,40,44,46,48,49,51,57,59,60,61,63,64,66,68,70,74	[[3, 5, 6], [5, 6], [6, 11], [11, 15, 16], [15, 16, 18], [16, 18], [18, 22], [22, 24, 26], [24, 26, 28], [26, 28, 30], [28, 30], [30, 34], [34, 36, 38], [36, 38, 40], [38, 40], [40, 44], [44, 46, 48, 49], [46, 48, 49, 51], [48, 49, 51], [49, 51], [57, 59, 60, 61], [59, 60, 61, 63, 64], [60, 61, 63, 64], [61, 63, 64, 66], [63, 64, 66, 68], [64, 66, 68], [66, 68, 70], [68, 70], [70, 74]]
13	7	2	, and	22	59	2	A	11,15,22,24,43,44,48,49,59,64,66,68,70	[[11, 15], [22, 24], [43, 44, 48], [44, 48, 49], [48, 49], [59, 64], [64, 66, 68], [66, 68, 70]]
12	7	2	, i	7	64	1	B	4,7,11,13,15,26,30,46,49,51,63,68	[[4, 7], [7, 11], [11, 13, 15], [13, 15], [26, 30], [46, 49, 51], [49, 51], [63, 68]]
8	5	2	and ,	49	32	1	B	40,44,49,59,64,66,70,72	[[40, 44], [44, 49], [59, 64], [64, 66], [66, 70], [70, 72]]
6	2	2	the ,	49	33	2	A	26,28,30,49,54,59	[[26, 28, 30], [28, 30], [49, 54], [54, 59]]
