Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	3	, uh ,	77	M	12, 14, 62, 88
2	3	, no .	31	M	52, 82
2	3	, yeah .	71	M	18, 88
2	3	are not the	63	M	54, 116
2	3	if they are	5	M	46, 50
2	3	not going to	33	M	24, 56
2	3	uh , they're	13	M	12, 24
6	2	uh ,	77	M	12, 14, 24, 62, 84, 88
4	2	, uh	77	M	12, 14, 62, 88
4	2	I think	59	M	32, 44, 60, 90
3	2	, they	49	M	46, 76, 94
3	2	No ,	27	M	76, 82, 102
3	2	if they	49	M	46, 50, 94
2	2	, and	9	M	36, 44
2	2	, but	49	M	44, 92
2	2	, it's	19	M	84, 102
2	2	, no	31	M	52, 82
2	2	. And	31	M	10, 40
2	2	. They	29	M	26, 54
2	2	Uhh ,	37	M	12, 48
2	2	Uhhh ,	59	M	52, 110
2	2	Uhhh ...	73	M	50, 122
2	2	You know	9	M	28, 36
2	2	a lot	109	M	8, 116
2	2	are from	17	M	46, 62
2	2	are still	77	M	46, 122
2	2	country .	39	M	46, 84
2	2	going to	33	M	24, 56
2	2	have a	27	M	8, 34
2	2	jail ,	9	M	36, 44
2	2	know ,	27	M	36, 62
2	2	no ,	31	M	82, 112
2	2	out of	3	M	90, 92
2	2	the laws	65	M	42, 106
2	2	them .	3	M	114, 116
2	2	they are	5	M	46, 50
2	2	to get	69	M	24, 92
2	2	you .	113	M	0, 112
10	1	I	105	M	2, 22, 26, 32, 34, 44, 60, 88, 90, 106
10	1	a	111	M	8, 34, 36, 48, 84, 100, 104, 110, 116, 118
9	1	are	81	M	42, 46, 50, 54, 62, 92, 116, 120, 122
8	1	the	105	M	12, 36, 42, 54, 62, 76, 106, 116
7	1	not	97	M	20, 24, 54, 56, 92, 112, 116
7	1	uh	77	M	12, 14, 24, 62, 64, 84, 88
7	1	you	123	M	0, 62, 104, 106, 110, 112, 122
6	1	they	75	M	46, 50, 56, 76, 94, 120
5	1	You	87	M	28, 36, 38, 54, 114
5	1	get	71	M	24, 26, 90, 92, 94
5	1	have	87	M	8, 34, 56, 58, 94
5	1	of	75	M	42, 46, 90, 92, 116
5	1	that	103	M	4, 36, 46, 100, 106
5	1	think	59	M	32, 38, 44, 60, 90
4	1	And	85	M	10, 24, 40, 94
4	1	all	105	M	12, 92, 102, 116
4	1	if	61	M	46, 50, 94, 106
4	1	in	49	M	8, 32, 44, 56
4	1	know	83	M	28, 36, 62, 110
4	1	no	61	M	52, 56, 82, 112
4	1	out	89	M	34, 90, 92, 122
4	1	to	69	M	24, 36, 56, 92
3	1	It's	43	M	62, 100, 104
3	1	That's	59	M	26, 44, 84
3	1	and	21	M	24, 36, 44
3	1	because	15	M	42, 44, 56
3	1	it's	59	M	44, 84, 102
3	1	jail	57	M	36, 44, 92
3	1	them	27	M	90, 114, 116
3	1	was	11	M	26, 32, 36
3	1	what	85	M	26, 50, 110
2	1	They're	27	M	56, 82
2	1	What	91	M	16, 106
2	1	about	61	M	16, 76
2	1	country	39	M	46, 84
2	1	he	5	M	32, 36
2	1	is	69	M	42, 110
2	1	put	71	M	24, 94
2	1	there	31	M	92, 122
2	1	they're	13	M	12, 24
2	1	we	83	M	8, 90
2	1	were	31	M	76, 106
2	1	where	55	M	62, 116
2	1	you're	59	M	42, 100

