Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	, you know , you	37	10	1	M	28, 37
6	4	4	, you know ,	28	45	2	A	13, 23, 28, 37, 55, 57
5	5	3	, uh ,	15	54	1	M	4, 15, 23, 55, 57
5	5	3	. Right .	14	23	1	A	13, 14, 17, 19, 35
2	2	3	you're right .	55	54	1	M	2, 55
7	3	2	Right .	14	39	1	A	13, 14, 17, 19, 21, 35, 51
6	2	2	, uh	4	55	1	A	3, 4, 15, 23, 55, 57
6	1	2	. Right	55	43	1	A	13, 14, 17, 19, 35, 55
6	1	2	know ,	57	45	2	A	13, 23, 28, 37, 55, 57
6	5	2	right .	2	55	1	A	1, 2, 18, 27, 47, 55
6	1	2	uh ,	13	54	1	M	4, 13, 15, 23, 55, 57
3	3	2	. Uh	14	23	1	A	1, 14, 23
3	3	2	of the	13	29	1	M	8, 13, 36
2	2	2	I think	55	14	1	M	42, 55
2	2	2	it's a	42	8	1	A	35, 42
11	10	1	a	4	57	1	A	1, 4, 9, 13, 15, 23, 35, 38, 42, 55, 57
11	5	1	you	13	50	1	M	8, 13, 20, 23, 28, 34, 37, 42, 48, 55, 57
8	7	1	I	10	56	1	A	1, 10, 22, 28, 42, 52, 55, 56
8	8	1	are	14	57	2	A	1, 9, 14, 15, 23, 34, 55, 57
8	7	1	the	8	50	1	A	1, 8, 13, 22, 23, 36, 46, 50
8	1	1	uh	44	55	1	A	3, 4, 13, 15, 23, 44, 55, 57
7	1	1	know	52	45	2	A	13, 23, 28, 37, 52, 55, 57
7	4	1	of	13	52	2	M	4, 8, 13, 22, 23, 36, 55
5	2	1	Uh	15	44	1	A	1, 14, 15, 23, 44
5	5	1	more	14	47	1	A	9, 14, 15, 23, 55
4	4	1	about	42	33	1	A	23, 42, 46, 55
4	2	1	think	55	48	3	M	8, 40, 42, 55
3	3	1	It's	35	33	1	M	4, 35, 36
3	3	1	That's	47	48	2	M	0, 38, 47
3	3	1	different	38	26	2	A	13, 35, 38
3	3	1	is	23	42	1	M	16, 23, 57
3	3	1	than	14	47	1	A	9, 14, 55
3	3	1	what	55	16	1	M	42, 55, 57
2	2	1	More	6	2	1	A	5, 6
2	2	1	Well	34	34	1	A	1, 34
2	2	1	You	57	18	1	M	40, 57
2	2	1	at	55	8	1	M	48, 55
2	2	1	it	57	42	1	M	16, 57
2	1	1	it's	42	8	1	A	35, 42
2	2	1	open	55	42	1	M	14, 55
2	2	1	they're	55	44	1	M	12, 55

