ID	S1	S2	S1/Initiated Expression (IE_S1)	S1/Expression Repetition (ER_S1)	S1/tokens (%)	S2/Initiated Expression (IE_S2)	S2/Expression Repetition (ER_S2)	S2/tokens (%)	Voc. Overlap S1	Voc. Overlap S2	SR/S1/ELS	SR/S1/EV	SR/S1/ER	SR/S1/ENTR	SR/S1/L	SR/S1/LMAX	SR/S2/ELS	SR/S2/EV	SR/S2/ER	SR/S2/ENTR	SR/S2/L	SR/S2/LMAX
q1ec3-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.4497354497354497	0.5269978401727862	0.27510398098633393	0.5502645502645502	0.5098360655737705	0.7248960190136661	0.6577540106951871	0.4392857142857143	81.0	0.1433628318584071	0.6	0.9653579908466846	1.2918287937743191	3.0	248.0	0.1875945537065053	0.8086232980332829	1.6160956815818266	1.6842105263157894	6.0
q1ec8-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.422680412371134	0.5403225806451613	0.29453681710213775	0.5773195876288659	0.4175084175084175	0.7054631828978623	0.6583333333333333	0.4010152284263959	41.0	0.13398692810457516	0.5228758169934641	0.6635668264074196	1.1746031746031746	4.0	120.0	0.18433179723502305	0.7434715821812596	1.474582728224077	1.5906040268456376	7.0
q1nc4-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.3524590163934426	0.6388888888888888	0.2852112676056338	0.6475409836065574	0.4039408866995074	0.7147887323943662	0.5882352941176471	0.3418803418803419	60.0	0.1507537688442211	0.592964824120603	0.9832251289423981	1.2960893854748603	3.0	166.0	0.18757062146892656	0.7774011299435029	1.360595641699507	1.4923076923076923	6.0
q2ec4-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.4716981132075472	0.540084388185654	0.3792	0.5283018867924528	0.5064432989690721	0.6208	0.5642458100558659	0.46543778801843316	91.0	0.16279069767441862	0.6529516994633273	1.2232918285573093	1.4108527131782946	5.0	155.0	0.1800232288037166	0.7584204413472706	1.416843154497526	1.543123543123543	5.0
q3ec4-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.43478260869565216	0.5375494071146245	0.2931633835457706	0.5652173913043478	0.4491803278688525	0.7068366164542295	0.552	0.359375	39.0	0.1266233766233766	0.5194805194805194	0.767175878586515	1.2	3.0	115.0	0.17267267267267267	0.7372372372372372	1.4021377851492107	1.5569620253164558	4.0
q4ec3-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.4198473282442748	0.5934718100890207	0.2638997650743931	0.5801526717557252	0.49361702127659574	0.7361002349256069	0.6642335766423357	0.364	58.0	0.13842482100238662	0.5775656324582339	0.9060602636588897	1.2578947368421052	3.0	189.0	0.18493150684931506	0.7818003913894325	1.5148664391874447	1.620408163265306	6.0
q5ec1-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.457286432160804	0.5878136200716846	0.30558598028477546	0.542713567839196	0.5086750788643533	0.6944140197152245	0.6594594594594595	0.3935483870967742	109.0	0.16220238095238096	0.6726190476190477	1.1140046113496056	1.3611111111111112	4.0	270.0	0.19536903039073805	0.8031837916063675	1.7473516553681392	1.8136363636363637	5.0
q5ec4-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.47706422018348627	0.525	0.27805362462760674	0.5229357798165137	0.4470426409903714	0.7219463753723933	0.635593220338983	0.3232758620689655	54.0	0.15835777126099707	0.6070381231671554	0.975208800854555	1.2919254658385093	4.0	148.0	0.1880559085133418	0.7547649301143583	1.4602384758388787	1.572944297082228	5.0
q5nc5-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.5113636363636364	0.4432234432234432	0.375	0.48863636363636365	0.45054945054945056	0.625	0.496	0.36046511627906974	54.0	0.16770186335403728	0.5993788819875776	1.1045775211724727	1.3795620437956204	6.0	93.0	0.18452380952380953	0.6884920634920635	1.3245872605133413	1.48068669527897	4.0
q6ec3-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.38636363636363635	0.5516372795969773	0.3596014492753623	0.6136363636363636	0.5063649222065064	0.6403985507246377	0.56	0.44144144144144143	69.0	0.14712153518123666	0.5863539445628998	1.0188986874886157	1.33	6.0	130.0	0.1668806161745828	0.7394094993581515	1.5147331131874586	1.6134453781512605	5.0
q7ec4-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.4344262295081967	0.53125	0.34009661835748795	0.5655737704918032	0.38799414348462663	0.659903381642512	0.5684931506849316	0.3789954337899543	68.0	0.1650485436893204	0.6237864077669902	1.1635862678243862	1.3876404494382022	5.0	141.0	0.18977119784656796	0.7187079407806191	1.37731541347752	1.522857142857143	4.0
q7nc7-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.35555555555555557	0.5677083333333334	0.3516483516483517	0.6444444444444445	0.4604519774011299	0.6483516483516484	0.588957055214724	0.43243243243243246	75.0	0.16666666666666666	0.6133333333333333	1.1928042815342617	1.3969072164948453	5.0	147.0	0.18992248062015504	0.7648578811369509	1.402461117800909	1.5419847328244274	4.0
q8nc5-scrambled_txt-base_human-speaker_A_B_tsv	f	g	0.3300970873786408	0.6282051282051282	0.3406113537117904	0.6699029126213593	0.4153263954588458	0.6593886462882096	0.6557377049180327	0.45112781954887216	106.0	0.16282642089093702	0.6682027649769585	1.2637919723257214	1.4350649350649352	5.0	222.0	0.19104991394148021	0.7882960413080895	1.6316487292901722	1.7075812274368232	5.0
