Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	about an inch and a half	153	92	1	f	62, 153
2	2	5	at the top of the	150	124	1	g	27, 150
2	2	5	right next to the lighthouse	38	38	1	g	1, 38
3	1	4	the top of the	150	140	2	g	11, 27, 150
2	2	4	have you got the	181	94	1	f	88, 181
2	2	4	the bottom of the	131	126	1	f	6, 131
2	2	4	to the bottom of	93	88	1	f	6, 93
2	2	4	to the side of	149	12	1	f	138, 149
6	6	3	to the left	91	144	1	f	42, 91, 101, 109, 115, 185
5	5	3	side of the	138	156	2	g	37, 113, 138, 167, 192
5	5	3	the diamond mine	39	180	1	f	24, 39, 107, 167, 203
4	1	3	top of the	195	185	2	g	11, 27, 150, 195
4	4	3	up to the	74	81	2	g	11, 35, 74, 91
3	1	3	about an inch	62	125	1	g	29, 62, 153
3	1	3	and a half	109	92	1	f	62, 109, 153
3	3	3	don't have a	116	163	1	g	15, 116, 177
3	3	3	the boat house	175	156	1	f	26, 175, 181
2	2	3	a forty-five degree	56	22	1	g	35, 56
2	2	3	a saloon bar	162	154	1	g	9, 162
2	2	3	and sort of	56	20	1	g	37, 56
2	2	3	down at the	153	26	1	f	128, 153
2	2	3	down below that	137	4	1	f	134, 137
2	2	3	more or less	69	20	1	f	50, 69
2	2	3	of the map	169	164	1	f	6, 169
2	2	3	that's the finish	197	92	1	f	106, 197
2	2	3	the indian country	138	46	1	g	93, 138
2	2	3	trying to avoid	154	62	1	g	93, 154
28	14	2	to the	21	201	1	g	1, 6, 11, 21, 35, 37, 38, 42, 71, 74, 85, 91, 92, 93, 94, 101, 105, 109, 115, 119, 129, 138, 145, 149, 154, 167, 185, 201
22	10	2	of the	7	190	1	f	6, 7, 11, 27, 29, 37, 45, 91, 108, 113, 115, 119, 124, 131, 135, 138, 143, 150, 167, 169, 192, 195
13	13	2	and then	106	177	7	g	25, 37, 47, 59, 71, 75, 97, 106, 109, 135, 149, 197, 201
11	11	2	do you	90	149	6	g	9, 15, 41, 47, 65, 77, 90, 97, 137, 143, 157
9	9	2	right okay	125	177	4	f	16, 34, 96, 122, 125, 175, 182, 186, 192
9	9	2	the page	150	189	6	g	7, 11, 37, 45, 71, 117, 150, 161, 195
8	6	2	have a	116	169	4	g	9, 15, 41, 47, 116, 137, 143, 177
7	3	2	at the	128	169	2	g	27, 71, 128, 129, 150, 153, 195
7	7	2	below the	39	176	1	f	28, 39, 73, 95, 113, 128, 203
7	1	2	the left	45	144	1	f	42, 45, 91, 101, 109, 115, 185
6	6	2	above the	182	141	4	g	51, 73, 135, 147, 182, 191
6	1	2	diamond mine	137	180	1	f	24, 39, 107, 137, 167, 203
6	4	2	sort of	37	118	1	f	26, 37, 56, 75, 87, 143
6	6	2	to go	152	177	4	g	25, 45, 59, 109, 152, 201
6	2	2	up to	182	191	2	g	11, 35, 74, 91, 182, 201
5	5	2	and go	63	176	1	f	28, 63, 91, 103, 203
5	5	2	towards the	13	138	1	f	2, 13, 37, 101, 139
4	1	2	an inch	109	125	1	g	29, 62, 109, 153
4	4	2	don't go	57	114	1	f	6, 57, 69, 119
4	1	2	don't have	116	163	2	g	15, 23, 116, 177
4	2	2	down below	137	110	3	f	28, 128, 134, 137
4	4	2	go to	63	133	1	f	6, 63, 103, 138
4	4	2	going to	154	118	3	g	37, 45, 89, 154
4	4	2	past the	79	98	1	f	68, 79, 107, 165
4	1	2	the bottom	128	126	1	f	6, 93, 128, 131
4	4	2	the right	176	142	3	g	35, 85, 145, 176
4	1	2	the top	150	140	3	g	11, 27, 79, 150
3	3	2	a bit	57	24	1	f	52, 57, 75
3	3	2	and the	128	106	2	g	23, 61, 128
3	1	2	below that	134	13	1	g	125, 134, 137
3	3	2	between the	61	73	1	f	56, 61, 128
3	3	2	from the	188	160	2	g	29, 93, 188
3	3	2	go down	77	75	1	f	16, 77, 90
3	1	2	have you	181	94	2	f	88, 128, 181
3	3	2	in the	170	96	2	g	75, 135, 170
3	1	2	inch and	197	136	1	f	62, 153, 197
3	3	2	okay right	181	166	2	f	16, 178, 181
3	3	2	on my	146	83	1	g	85, 146, 167
3	3	2	right right	200	188	2	g	13, 57, 200
3	3	2	right so	105	145	1	f	16, 105, 160
3	3	2	round the	71	122	1	f	24, 71, 145
3	3	2	stone creek	128	148	1	g	35, 128, 182
3	3	2	straight up	150	165	1	g	37, 150, 201
3	3	2	the right-hand	127	166	1	f	2, 127, 167
2	2	2	banana tree	124	94	1	g	31, 124
2	2	2	beside it	167	142	1	f	26, 167
2	2	2	come right	134	64	1	g	71, 134
2	2	2	crane bay	119	94	1	f	26, 119
2	2	2	go back	149	134	1	f	16, 149
2	2	2	go left	109	94	1	f	16, 109
2	2	2	had a	171	154	1	f	18, 171
2	2	2	have to	152	130	1	g	23, 152
2	2	2	it's below	113	72	1	f	42, 113
2	2	2	like a	125	70	1	f	56, 125
2	2	2	no no	199	44	1	f	156, 199
2	2	2	okay so	182	168	1	g	15, 182
2	2	2	over the	79	20	1	f	60, 79
2	2	2	right of	108	24	1	g	85, 108
2	2	2	right up	11	8	1	f	4, 11
2	2	2	right well	139	114	1	f	26, 139
2	2	2	the cross	188	188	1	g	1, 188
2	2	2	the pine	88	66	1	g	23, 88
2	2	2	the waterfall	201	52	1	f	150, 201
2	2	2	the west	94	74	1	g	21, 94
2	2	2	well above	162	112	1	g	51, 162
2	2	2	yeah right	158	48	1	g	111, 158
2	2	2	you mean	125	36	1	f	90, 125
85	21	1	the	7	203	1	g	1, 2, 6, 7, 11, 13, 17, 21, 23, 24, 26, 27, 28, 29, 35, 37, 38, 39, 42, 45, 51, 56, 60, 61, 63, 68, 71, 73, 74, 75, 79, 85, 88, 91, 92, 93, 94, 95, 99, 101, 105, 106, 107, 108, 109, 113, 115, 117, 119, 123, 124, 127, 128, 129, 131, 135, 137, 138, 139, 143, 145, 147, 149, 150, 152, 153, 154, 161, 165, 167, 169, 170, 175, 176, 181, 182, 185, 188, 189, 191, 192, 195, 197, 201, 203
60	33	1	right	7	200	1	g	1, 4, 7, 11, 13, 16, 21, 25, 26, 34, 35, 38, 39, 45, 52, 57, 63, 65, 71, 75, 77, 85, 96, 100, 102, 103, 105, 108, 111, 118, 121, 122, 125, 128, 129, 130, 134, 139, 145, 147, 148, 158, 160, 167, 175, 176, 178, 181, 182, 184, 186, 188, 189, 191, 192, 194, 195, 196, 198, 200
46	12	1	to	6	201	2	g	1, 5, 6, 11, 21, 23, 25, 34, 35, 37, 38, 42, 45, 59, 63, 65, 71, 74, 85, 89, 91, 92, 93, 94, 101, 103, 105, 109, 115, 117, 119, 123, 125, 129, 138, 139, 141, 145, 149, 152, 154, 167, 175, 182, 185, 201
37	24	1	you	88	195	15	g	7, 9, 15, 23, 25, 35, 37, 39, 41, 47, 57, 59, 63, 65, 77, 88, 89, 90, 97, 102, 109, 119, 123, 125, 128, 130, 135, 137, 143, 157, 159, 169, 171, 175, 181, 189, 201
33	14	1	a	9	196	1	f	0, 9, 15, 17, 18, 24, 35, 41, 45, 47, 51, 52, 56, 57, 58, 62, 75, 85, 87, 92, 107, 109, 116, 125, 137, 141, 143, 153, 162, 167, 171, 177, 195
32	20	1	okay	33	188	1	g	15, 16, 33, 34, 35, 44, 45, 51, 67, 72, 77, 80, 81, 85, 96, 116, 119, 122, 125, 142, 144, 153, 164, 167, 175, 178, 181, 182, 186, 192, 201, 202
30	10	1	and	28	203	3	g	1, 23, 25, 28, 37, 47, 56, 59, 61, 62, 63, 71, 73, 75, 91, 97, 103, 106, 109, 115, 127, 128, 135, 139, 149, 153, 182, 197, 201, 203
30	1	1	of	101	190	1	f	6, 7, 11, 26, 27, 29, 37, 45, 56, 75, 85, 87, 91, 93, 101, 108, 113, 115, 119, 124, 131, 135, 138, 143, 149, 150, 167, 169, 192, 195
29	12	1	go	11	198	1	f	6, 11, 16, 25, 28, 37, 45, 47, 57, 59, 63, 69, 71, 77, 90, 91, 103, 109, 119, 134, 135, 138, 139, 149, 152, 155, 197, 201, 203
21	21	1	uh-huh	39	196	2	f	8, 36, 39, 40, 66, 69, 76, 78, 82, 104, 111, 112, 132, 163, 166, 168, 171, 174, 180, 187, 203
19	17	1	it	26	173	4	g	1, 5, 7, 17, 26, 37, 71, 74, 75, 83, 89, 105, 111, 121, 125, 149, 167, 171, 173
19	17	1	yeah	14	184	1	g	5, 14, 24, 30, 43, 50, 91, 93, 111, 114, 124, 128, 135, 143, 150, 158, 162, 180, 188
18	13	1	so	17	168	1	g	15, 16, 17, 20, 24, 37, 49, 56, 71, 93, 105, 119, 131, 150, 153, 154, 160, 182
17	4	1	have	88	181	6	g	9, 15, 23, 41, 47, 65, 88, 97, 116, 128, 137, 143, 152, 157, 177, 181, 189
17	17	1	just	124	201	11	g	1, 7, 13, 17, 49, 51, 71, 95, 107, 121, 123, 124, 141, 143, 175, 189, 201
17	14	1	that	34	158	2	g	5, 17, 34, 49, 52, 63, 69, 119, 121, 125, 131, 134, 137, 154, 159, 161, 162
16	9	1	down	93	146	2	f	16, 28, 77, 90, 93, 109, 125, 127, 128, 134, 135, 137, 143, 149, 153, 161
15	2	1	then	25	186	1	f	16, 25, 37, 47, 59, 71, 75, 97, 106, 109, 119, 135, 149, 197, 201
14	3	1	do	90	149	8	g	9, 15, 41, 47, 49, 63, 65, 77, 90, 97, 137, 138, 143, 157
13	3	1	below	37	176	1	f	28, 37, 39, 42, 48, 73, 95, 113, 125, 128, 134, 137, 203
13	13	1	but	18	164	1	g	7, 18, 20, 69, 73, 93, 115, 119, 125, 139, 153, 155, 170
13	13	1	i	59	176	5	f	0, 6, 16, 20, 46, 59, 86, 99, 116, 119, 138, 163, 175
13	13	1	line	56	135	4	g	1, 37, 45, 51, 56, 63, 75, 107, 119, 123, 125, 131, 135
13	11	1	no	9	200	1	f	0, 9, 10, 18, 20, 31, 41, 55, 123, 156, 167, 183, 199
12	5	1	don't	15	178	2	f	0, 6, 15, 23, 57, 69, 75, 116, 119, 123, 155, 177
12	12	1	ehm	126	147	6	g	35, 59, 65, 69, 77, 113, 126, 137, 139, 150, 154, 181
12	10	1	in	128	158	6	g	13, 31, 45, 51, 75, 105, 128, 131, 135, 141, 161, 170
12	6	1	up	35	198	1	f	4, 11, 35, 37, 68, 74, 91, 119, 139, 150, 182, 201
11	4	1	left	45	170	2	f	16, 42, 45, 65, 91, 101, 109, 115, 141, 146, 185
10	7	1	about	62	125	3	g	29, 35, 57, 62, 77, 109, 117, 123, 131, 153
10	7	1	going	35	167	1	f	16, 35, 37, 45, 89, 140, 153, 154, 171, 182
10	10	1	mmhmm	12	184	1	g	7, 12, 22, 32, 70, 133, 151, 160, 172, 190
9	2	1	at	128	169	4	g	27, 35, 71, 125, 128, 129, 150, 153, 195
9	6	1	on	85	148	1	f	26, 85, 99, 119, 129, 146, 161, 167, 173
8	6	1	it's	38	131	1	g	37, 38, 42, 101, 113, 123, 128, 167
8	2	1	mine	41	180	1	f	24, 39, 41, 93, 107, 137, 167, 203
8	2	1	side	138	156	4	g	37, 113, 127, 129, 138, 149, 167, 192
8	5	1	straight	150	165	5	g	37, 45, 47, 107, 125, 150, 197, 201
8	6	1	that's	106	203	3	g	1, 79, 83, 106, 154, 175, 197, 203
8	5	1	well	26	158	1	g	5, 26, 51, 85, 119, 139, 141, 162
7	5	1	come	74	122	2	g	13, 71, 74, 93, 119, 125, 134
7	3	1	past	28	161	1	g	5, 28, 35, 68, 79, 107, 165
6	6	1	as	162	149	4	g	23, 69, 135, 139, 162, 171
6	4	1	bit	52	103	1	g	17, 52, 57, 75, 107, 119
6	4	1	got	181	94	5	f	88, 102, 128, 130, 162, 181
6	1	1	inch	62	169	2	g	29, 57, 62, 109, 153, 197
6	5	1	like	56	125	1	g	37, 56, 107, 125, 135, 161
6	4	1	or	50	143	1	g	37, 50, 56, 69, 94, 179
6	4	1	round	59	122	1	f	24, 59, 71, 75, 111, 145
6	6	1	take	154	154	5	g	1, 17, 37, 63, 125, 154
6	6	1	there's	31	178	1	f	18, 31, 85, 167, 170, 195
6	2	1	towards	37	168	1	f	2, 13, 37, 101, 139, 169
