Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	7	at the bottom left-hand corner of the	119	52	1	f	68, 119
2	2	6	just stop at the old lighthouse	130	2	1	g	129, 130
3	3	5	to the left of the	161	72	2	f	90, 92, 161
2	2	5	the bottom of the pine	173	108	1	f	66, 173
4	4	4	have you got a	86	129	1	g	57, 86, 123, 185
4	1	4	to the left of	117	72	2	f	90, 92, 117, 161
3	1	4	the bottom left-hand corner	68	75	1	g	45, 68, 119
2	2	4	at the top of	188	132	1	g	57, 188
2	2	4	left-hand side of the	82	76	1	g	7, 82
2	2	4	of the pine grove	119	54	1	f	66, 119
2	2	4	to the right of	183	4	1	f	180, 183
2	2	4	top of the pine	106	50	1	g	57, 106
7	7	3	i've got a	43	195	1	f	6, 43, 76, 96, 128, 186, 200
6	4	3	the top of	74	188	2	g	1, 57, 74, 85, 134, 188
5	1	3	have you got	203	147	1	g	57, 86, 123, 185, 203
5	1	3	to the left	128	72	2	f	90, 92, 117, 128, 161
5	3	3	to the right	166	127	2	g	57, 103, 166, 180, 183
5	3	3	top of the	106	151	3	g	1, 57, 85, 106, 151
3	1	3	at the bottom	173	106	1	f	68, 119, 173
3	1	3	at the top	82	132	1	g	57, 82, 188
3	1	3	side of the	97	91	1	g	7, 82, 97
3	3	3	the diamond mine	194	162	2	g	33, 159, 194
3	3	3	the left-hand side	96	90	2	g	7, 83, 96
2	2	3	along to the	103	64	1	f	40, 103
2	2	3	don't have a	175	4	1	f	172, 175
2	2	3	down to the	180	168	1	g	13, 180
2	2	3	have a graveyard	172	140	1	g	33, 172
2	2	3	in a curve	159	28	1	f	132, 159
2	2	3	in between the	200	146	1	g	55, 200
2	2	3	just above the	39	22	1	f	18, 39
2	2	3	of the abandoned	90	22	1	g	69, 90
2	2	3	right in a	132	30	1	g	103, 132
2	2	3	the abandoned cottage	206	138	1	g	69, 206
2	2	3	the concealed hideout	68	4	1	g	65, 68
2	2	3	the gold mine	55	20	1	f	36, 55
2	2	3	up past the	87	46	1	f	42, 87
18	2	2	of the	66	173	4	g	1, 7, 57, 65, 66, 68, 69, 82, 85, 90, 92, 97, 106, 119, 151, 153, 161, 173
16	5	2	to the	40	171	1	g	13, 40, 57, 58, 90, 92, 103, 113, 117, 128, 134, 153, 161, 166, 180, 183
12	12	2	do you	166	179	10	g	9, 33, 65, 77, 79, 91, 95, 111, 127, 145, 166, 187
10	2	2	at the	92	132	1	g	57, 68, 82, 92, 119, 129, 130, 139, 173, 188
10	10	2	you have	126	179	8	g	9, 33, 77, 79, 91, 95, 111, 117, 126, 187
9	9	2	and then	61	158	2	f	38, 40, 61, 76, 103, 109, 139, 159, 195
9	3	2	i've got	43	195	1	f	6, 43, 76, 96, 128, 133, 162, 186, 200
9	2	2	the top	62	188	3	g	1, 9, 57, 62, 74, 82, 85, 134, 188
7	2	2	have you	86	147	3	g	57, 67, 69, 86, 123, 185, 203
7	7	2	right okay	179	141	5	f	50, 100, 102, 146, 160, 179, 190
6	3	2	have a	172	143	4	g	33, 91, 95, 111, 172, 175
6	6	2	sort of	188	185	4	g	19, 41, 113, 157, 188, 203
6	1	2	the bottom	58	129	1	g	45, 58, 66, 68, 119, 173
6	6	2	to go	162	150	5	g	13, 47, 103, 115, 117, 162
6	6	2	you go	166	110	5	g	57, 61, 117, 119, 137, 166
6	1	2	you got	86	193	2	g	11, 57, 86, 123, 185, 203
5	3	2	above the	39	196	2	f	6, 18, 39, 85, 201
5	5	2	below the	86	175	1	g	25, 86, 128, 160, 199
5	5	2	from the	62	139	1	g	33, 62, 84, 137, 171
5	5	2	go down	180	174	4	g	7, 61, 117, 119, 180
5	1	2	left-hand side	82	90	2	g	7, 35, 82, 83, 96
5	3	2	past the	125	153	1	f	42, 87, 125, 191, 194
5	5	2	round the	196	114	4	g	83, 97, 117, 169, 196
5	1	2	the left	128	72	2	f	90, 92, 117, 128, 161
5	3	2	the old	130	113	2	g	75, 129, 130, 153, 187
4	2	2	abandoned cottage	206	172	3	g	35, 69, 181, 206
4	2	2	between the	200	162	3	g	39, 55, 85, 200
4	4	2	crane bay	188	176	3	g	13, 117, 171, 188
4	1	2	diamond mine	33	189	1	f	6, 33, 159, 194
4	2	2	down to	180	168	3	g	13, 19, 139, 180
4	4	2	i don't	172	126	3	g	47, 61, 161, 172
4	1	2	in a	185	83	1	g	103, 132, 159, 185
4	4	2	of it	74	186	1	g	3, 74, 134, 188
4	1	2	side of	82	95	2	g	3, 7, 82, 97
3	3	2	about a	84	157	1	g	15, 84, 171
3	3	2	and the	42	47	1	g	39, 42, 85
3	1	2	concealed hideout	183	119	1	g	65, 68, 183
3	1	2	gold mine	76	41	1	f	36, 55, 76
3	3	2	got the	11	56	1	f	6, 11, 61
3	1	2	right in	200	98	1	g	103, 132, 200
3	1	2	right of	180	119	1	g	65, 180, 183
3	3	2	so you	126	10	2	g	117, 119, 126
2	2	2	abandoned truck	139	50	1	f	90, 139
2	2	2	along and	189	28	1	f	162, 189
2	2	2	and down	168	56	1	g	113, 168
2	2	2	come out	58	44	1	g	15, 58
2	2	2	doing that	124	2	1	g	123, 124
2	2	2	down past	194	166	1	g	29, 194
2	2	2	down there	142	26	1	g	117, 142
2	2	2	get to	58	20	1	g	39, 58
2	2	2	go go	166	66	1	g	101, 166
2	2	2	go right	166	52	1	g	115, 166
2	2	2	going along	189	122	1	f	68, 189
2	2	2	great rock	76	22	1	g	55, 76
2	2	2	just go	180	84	1	g	97, 180
2	2	2	left again	189	132	1	f	58, 189
2	2	2	no i've	128	36	1	g	93, 128
2	2	2	no not	161	108	1	f	54, 161
2	2	2	no you	124	52	1	g	73, 124
2	2	2	on the	97	2	1	f	96, 97
2	2	2	right go	166	14	1	g	153, 166
2	2	2	right up	150	36	1	g	115, 150
2	2	2	straight across	25	6	1	f	20, 25
2	2	2	straight down	122	110	1	g	13, 122
2	2	2	the cottage	196	158	1	g	39, 196
2	2	2	the fort	141	102	1	f	40, 141
2	2	2	the map	150	150	1	g	1, 150
2	2	2	the ravine	82	44	1	g	39, 82
2	2	2	the two	200	40	1	g	161, 200
2	2	2	up the	150	148	1	g	3, 150
2	2	2	up until	158	22	1	g	137, 158
2	2	2	you've got	192	132	1	g	61, 192
81	23	1	the	6	207	2	g	1, 3, 6, 7, 9, 10, 11, 13, 16, 17, 18, 19, 23, 25, 33, 36, 39, 40, 41, 42, 45, 55, 57, 58, 61, 62, 63, 65, 66, 68, 69, 74, 75, 82, 83, 84, 85, 86, 87, 90, 92, 96, 97, 101, 103, 106, 113, 117, 119, 125, 128, 129, 130, 134, 137, 139, 141, 145, 150, 151, 153, 159, 160, 161, 164, 166, 169, 171, 173, 180, 183, 187, 188, 191, 194, 196, 199, 200, 201, 206, 207
62	46	1	right	13	203	2	f	4, 10, 13, 14, 18, 19, 21, 23, 27, 29, 30, 38, 50, 57, 59, 61, 64, 65, 68, 70, 74, 78, 81, 88, 91, 96, 100, 102, 103, 110, 112, 113, 115, 117, 123, 131, 132, 140, 141, 142, 146, 150, 153, 157, 160, 165, 166, 171, 177, 179, 180, 182, 183, 186, 188, 190, 191, 198, 200, 203, 205, 206
44	19	1	you	86	199	18	g	5, 9, 11, 17, 29, 31, 33, 35, 39, 47, 57, 61, 65, 67, 69, 73, 77, 79, 86, 91, 95, 101, 105, 111, 113, 115, 117, 119, 123, 124, 126, 127, 137, 139, 145, 153, 165, 166, 175, 177, 185, 187, 196, 203
36	17	1	a	6	198	1	g	3, 6, 15, 33, 35, 43, 57, 76, 84, 86, 91, 95, 96, 97, 103, 109, 111, 117, 123, 127, 128, 132, 136, 157, 158, 159, 162, 164, 165, 171, 172, 175, 185, 186, 197, 200
33	18	1	and	6	201	1	g	3, 6, 31, 38, 39, 40, 42, 55, 57, 58, 61, 76, 85, 103, 109, 111, 113, 117, 122, 123, 139, 141, 153, 159, 162, 163, 168, 171, 175, 185, 189, 195, 203
