Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	the midpoint of the rift valley	11	g	40, 50
2	6	the very top of the page	33	g	0, 32
2	6	you don't have a stone creek	7	g	78, 84
2	5	if you know what i	105	g	42, 146
2	5	midpoint of the rift valley	11	g	40, 50
2	5	under your manned fort and	3	g	108, 110
2	5	you know what i mean	97	g	50, 146
7	4	do you have a	125	g	2, 6, 8, 64, 118, 124, 126
3	4	have a stone creek	21	g	64, 78, 84
3	4	of the rift valley	15	g	40, 50, 54
3	4	you don't have a	73	g	12, 78, 84
2	4	above the rift valley	3	g	52, 54
2	4	below the diamond mine	21	g	6, 26
2	4	below your outlaws' hideout	25	g	94, 118
2	4	into the rift valley	11	g	44, 54
2	4	slightly to its right	21	g	84, 104
2	4	the rift valley you	5	g	50, 54
2	4	the sort of midpoint	9	g	42, 50
2	4	you want to go	23	g	50, 72
9	3	do you have	125	g	2, 6, 8, 62, 64, 76, 118, 124, 126
7	3	the rift valley	35	g	38, 40, 44, 50, 52, 54, 72
4	3	a stone creek	21	g	64, 72, 78, 84
4	3	of the page	115	g	0, 18, 32, 114
4	3	you don't have	139	g	12, 78, 84, 150
4	3	you want to	117	g	42, 50, 72, 158
4	3	you're going to	77	g	38, 40, 92, 114
3	3	the diamond mine	21	g	6, 8, 26
3	3	to its right	95	g	10, 84, 104
3	3	to the right	133	g	8, 28, 140
3	3	to your right	31	g	4, 18, 34
3	3	your outlaws' hideout	25	g	94, 114, 118
2	3	about an inch	71	g	4, 74
2	3	about four inches	33	g	30, 62
2	3	and you're going	3	g	40, 42
2	3	draw a line	15	g	4, 18
2	3	i've got a	85	g	72, 156
2	3	in the midpoint	5	g	50, 54
2	3	the left of	5	g	70, 74
2	3	the outlaws' hideout	15	g	114, 128
2	3	the saloon bar	7	g	154, 160
2	3	through the midpoint	21	g	42, 62
2	3	to its left	3	g	80, 82
2	3	up towards the	97	g	18, 114
10	2	do you	125	g	2, 6, 8, 50, 62, 64, 76, 118, 124, 126
10	2	rift valley	61	g	12, 38, 40, 44, 50, 52, 54, 56, 62, 72
9	2	of the	115	g	0, 8, 18, 32, 40, 50, 54, 74, 114
7	2	and then	133	g	28, 34, 44, 54, 110, 114, 160
7	2	stone creek	45	g	64, 72, 78, 84, 92, 100, 108
7	2	the rift	35	g	38, 40, 44, 50, 52, 54, 72
7	2	to the	153	g	8, 28, 50, 74, 114, 140, 160
6	2	the page	115	g	0, 18, 30, 32, 96, 114
5	2	a stone	21	g	64, 72, 78, 82, 84
5	2	to its	95	g	10, 80, 82, 84, 104
5	2	you don't	139	g	12, 78, 84, 92, 150
