Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	2	I have	29	M	4, 6, 24, 32
3	2	, but	31	M	24, 50, 54
3	2	I don't	29	M	26, 34, 54
2	2	, uh	11	M	8, 18
2	2	, you	37	M	14, 50
2	2	. I	29	M	6, 34
2	2	Are you	7	M	38, 44
2	2	He's a	3	M	52, 54
2	2	It's not	29	M	14, 42
2	2	You know	39	M	16, 54
2	2	a teacher	3	M	42, 44
2	2	have a	5	M	2, 6
2	2	have family	3	M	30, 32
2	2	in the	33	M	32, 64
2	2	know ,	41	M	14, 54
2	2	that .	23	M	0, 22
2	2	yeah .	31	M	36, 66
9	1	a	53	M	2, 6, 20, 40, 42, 44, 46, 52, 54
8	1	I	51	M	4, 6, 20, 24, 26, 32, 34, 54
7	1	have	31	M	2, 4, 6, 20, 24, 30, 32
7	1	the	59	M	6, 12, 32, 34, 38, 54, 64
6	1	to	57	M	0, 6, 24, 26, 34, 56
5	1	You	45	M	10, 12, 16, 30, 54
5	1	you	37	M	14, 26, 38, 44, 50
4	1	He's	11	M	52, 54, 58, 62
4	1	It's	35	M	14, 42, 46, 48
4	1	know	41	M	14, 16, 26, 54
4	1	that	23	M	0, 4, 6, 22
4	1	what	51	M	4, 12, 16, 54
3	1	I'm	65	M	0, 40, 64
3	1	in	59	M	6, 32, 64
3	1	it	33	M	24, 54, 56
2	1	I've	3	M	22, 24
2	1	So	13	M	46, 58
2	1	Well	31	M	36, 66
2	1	been	35	M	24, 58
2	1	daughter	5	M	2, 6
2	1	game	7	M	20, 26
2	1	go	5	M	34, 38
2	1	is	51	M	4, 54
2	1	just	5	M	38, 42
2	1	like	9	M	34, 42
2	1	of	27	M	6, 32
2	1	really	41	M	14, 54
2	1	uh	11	M	8, 18

