,Speaker,Utterance,Unified
5,B,Yes.,B|Yes.
6,M,"Wait, so you think that's a real thing?","M|Wait, so you think that's a real thing?"
7,B,"Yes, it's certain crimes, uh, capital crimes, murder, of course, uh, rape, this sort of thing.","B|Yes, it's certain crimes, uh, capital crimes, murder, of course, uh, rape, this sort of thing."
8,M,"No, that's the same thing.","M|No, that's the same thing."
9,B,"It seems to be a disproportionate number of blacks, you know, that get into the system.","B|It seems to be a disproportionate number of blacks, you know, that get into the system."
10,M,I think that is the point of the experiment.,M|I think that is the point of the experiment.
11,B,Uh-huh. Yes.,B|Uh-huh. Yes.
12,M,Hehehehe.,M|Hehehehe.
13,B,"That happens on occasion, it sure does, maybe it just depends on, you know, how closely the crime, you know, has affected you personally.","B|That happens on occasion, it sure does, maybe it just depends on, you know, how closely the crime, you know, has affected you personally."
14,M,"It, it's, i know, you, you are, you.","M|It, it's, i know, you, you are, you."
15,B,"You know, I don't know, or a person personally.","B|You know, I don't know, or a person personally."
16,M,What's a coincidence?,M|What's a coincidence?
17,B,"I think I would be, you know, I guess, really if I had to say yes or no, I guess I would say, you know, that I am in certain cases, in favor of the death penalty, I don't know that it's a big deterrent really. I don't know that it is. I don't know how we'd ever find out, you know, really whether it is or not.","B|I think I would be, you know, I guess, really if I had to say yes or no, I guess I would say, you know, that I am in certain cases, in favor of the death penalty, I don't know that it's a big deterrent really. I don't know that it is. I don't know how we'd ever find out, you know, really whether it is or not."
18,M,not.,M|not.
19,B,"Oh, yeah, oh, absolutely, yeah, it goes on for years and years, and costs hundreds of thousands of dollars, taxpayer money.","B|Oh, yeah, oh, absolutely, yeah, it goes on for years and years, and costs hundreds of thousands of dollars, taxpayer money."
20,M,You're you are still not sure of appeals?,M|You're you are still not sure of appeals?
21,B,Yeah.,B|Yeah.
22,M,I hope you're kidding.,M|I hope you're kidding.
23,B,Yes.,B|Yes.
24,M,Do you know?,M|Do you know?
25,B,"Yes it is. It's a tough, tough question. It really is. I suspect I would be, uh, you know, a lot more favor of it if, you know, one of my children were, you know, brutally killed, or something like that. Like I say, I think it depends on how personally affected, you know, you might be by it.","B|Yes it is. It's a tough, tough question. It really is. I suspect I would be, uh, you know, a lot more favor of it if, you know, one of my children were, you know, brutally killed, or something like that. Like I say, I think it depends on how personally affected, you know, you might be by it."
26,M,that.,M|that.
27,B,"Oh, absolutely. that's right.","B|Oh, absolutely. that's right."
28,M,i am i think you have to.,M|i am i think you have to.
29,B,Not with me personally. It is with a lot of other people.,B|Not with me personally. It is with a lot of other people.
30,M,"Is there a religious or a religious, religion.","M|Is there a religious or a religious, religion."
31,B,"It's not, not to me personally, no.","B|It's not, not to me personally, no."
32,M,"Is it, not to you personally?","M|Is it, not to you personally?"
33,B,No.,B|No.
34,M,I am so sorry.,M|I am so sorry.
35,B,"Uh-huh. Yes. That's a, it's a tough, tough question, it really is.","B|Uh-huh. Yes. That's a, it's a tough, tough question, it really is."
36,M,"Yeah, but if you don't feel it, you don't know how to feel.","M|Yeah, but if you don't feel it, you don't know how to feel."
37,B,"Yes, I think most states do have capital punishment. Yes. But, I think the U S is one of the few countries that still do.","B|Yes, I think most states do have capital punishment. Yes. But, I think the U S is one of the few countries that still do."
38,M,You don't think most States have capital,M|You don't think most States have capital
39,B,"Yes, they're only, I was reading something about it the other day, I think there was only like six or eight countries in the world, that have capital punishment still.","B|Yes, they're only, I was reading something about it the other day, I think there was only like six or eight countries in the world, that have capital punishment still."
40,M,Isn't there a death penalty in the US?,M|Isn't there a death penalty in the US?
41,B,"A lot of them had to have elected not to do so. Now I don't know, what they do in place of it. You know, maybe it's life in prisonment or, you know, something, I I don't know how they handle it I was surprised to learn that so few countries have capital punishment.","B|A lot of them had to have elected not to do so. Now I don't know, what they do in place of it. You know, maybe it's life in prisonment or, you know, something, I I don't know how they handle it I was surprised to learn that so few countries have capital punishment."
42,M,Ohhapparently.,M|Ohhapparently.
43,B,"Oh, yes. Yes, a lot of them do get their sentences commuted to something else.","B|Oh, yes. Yes, a lot of them do get their sentences commuted to something else."
44,M,That,M|That
45,B,Yes.,B|Yes.
46,M,"How do,","M|How do,"
47,B,Uh-huh. Yes.,B|Uh-huh. Yes.
48,M,"Well, I don't think they do.","M|Well, I don't think they do."
