,Speaker,Utterance,Unified
5,B,Yes.,B|Yes.
6,M,Do you have cats?,M|Do you have cats?
7,B,"Oh okay, you get so attached to them.","B|Oh okay, you get so attached to them."
8,M,The youngest one is the oldest one.,M|The youngest one is the oldest one.
9,B,Oh.,B|Oh.
10,M,No.No.no.no,M|No.No.no.no
11,B,Oh no.,B|Oh no.
12,M,I think he just got in a car accident,M|I think he just got in a car accident
13,B,Uh-huh.,B|Uh-huh.
14,M,What?,M|What?
15,B,"Yes, uh-huh.","B|Yes, uh-huh."
16,M,Did you know that's a thing?,M|Did you know that's a thing?
17,B,"Yes, I understand.","B|Yes, I understand."
18,M,That's what I meant.,M|That's what I meant.
19,B,"Oh no, I understand, we, uh, we've gone through the same things with ours, we've had, you know, they've been ill, I mean I take off work, to take care of my cats, you know,","B|Oh no, I understand, we, uh, we've gone through the same things with ours, we've had, you know, they've been ill, I mean I take off work, to take care of my cats, you know,"
20,M,"I don't know, I've been sick and tired for a while.","M|I don't know, I've been sick and tired for a while."
21,B,"my boss thinks I'm absolutely crazy. And then we had a baby and it's like, all right who comes first the cat or the baby.","B|my boss thinks I'm absolutely crazy. And then we had a baby and it's like, all right who comes first the cat or the baby."
22,M,I'm sorry.,M|I'm sorry.
23,B,"And, and then when we go to sleep at night, you know, it's like my husband and I have to try to get any space on the bed because we have all four of them up there with us.","B|And, and then when we go to sleep at night, you know, it's like my husband and I have to try to get any space on the bed because we have all four of them up there with us."
24,M,,M|
25,B,"It's like all right, whose corners is this one.","B|It's like all right, whose corners is this one."
26,M,Where's the other?,M|Where's the other?
27,B,"Oh, uh-huh.","B|Oh, uh-huh."
28,M,I'm sorry.,M|I'm sorry.
29,B,"Oh, uh-huh.","B|Oh, uh-huh."
30,M,Well they are the only two that have left,M|Well they are the only two that have left
31,B,Oh no.,B|Oh no.
32,M,That's what you said.Heh.,M|That's what you said.Heh.
33,B,"Yes, uh-huh, that's it","B|Yes, uh-huh, that's it"
34,M,"Oh, uh, I don't remember that.","M|Oh, uh, I don't remember that."
35,B,"Right, traumatized for life here.","B|Right, traumatized for life here."
36,M,It's a reference to Lord of the Rings.,M|It's a reference to Lord of the Rings.
37,B,"Oh yeah, we've, all four of ours are house cats.","B|Oh yeah, we've, all four of ours are house cats."
38,M,So... are they house cats?,M|So... are they house cats?
39,B,"We started out with two, with two outdoor cats but our neighbor decided he didn't like cats and shot one of them.","B|We started out with two, with two outdoor cats but our neighbor decided he didn't like cats and shot one of them."
40,M,What did you do?,M|What did you do?
41,B,"Oh well he lived through it, oh, I couldn't believe it. We went through like twenty-two hundred dollars worth of vet bills.","B|Oh well he lived through it, oh, I couldn't believe it. We went through like twenty-two hundred dollars worth of vet bills."
42,M,That's a lot of money.,M|That's a lot of money.
43,B,"The, the cat almost died, and but he turned out to be such a wonderful cat, oh he loves life now.","B|The, the cat almost died, and but he turned out to be such a wonderful cat, oh he loves life now."
44,M,That's so sweet.,M|That's so sweet.
45,B,"And he's like oh, thank you so much.","B|And he's like oh, thank you so much."
46,M,He looks so happy!,M|He looks so happy!
47,B,"I know, we wondered about that. But, uh, oh that was a traumatic experience for us too.","B|I know, we wondered about that. But, uh, oh that was a traumatic experience for us too."
48,M,That cat was just too cute.,M|That cat was just too cute.
49,B,"Uh, well, uh, from what we can tell it was a pellet gun and then he started chasing him with a bull whip.","B|Uh, well, uh, from what we can tell it was a pellet gun and then he started chasing him with a bull whip."
50,M,Was he shot?,M|Was he shot?
51,B,"Oh yes, absolutely nuts. But, uh, luckily enough, you know, we found the cat in time and, uh, rushed him to the vet and it took us about six weeks of in and out of the vet and surgery and,","B|Oh yes, absolutely nuts. But, uh, luckily enough, you know, we found the cat in time and, uh, rushed him to the vet and it took us about six weeks of in and out of the vet and surgery and,"
52,M,...,M|...
53,B,I mean he started off as a stray and then we did all this for him,B|I mean he started off as a stray and then we did all this for him
54,M,Jesus. How did that happen?,M|Jesus. How did that happen?
55,B,"But oh, he's been a wonderful cat.","B|But oh, he's been a wonderful cat."
56,M,He's a good boy,M|He's a good boy
57,B,"Oh yes. But, uh, we wouldn't we wouldn't have them, I mean, I don't see us without pets, without cats.","B|Oh yes. But, uh, we wouldn't we wouldn't have them, I mean, I don't see us without pets, without cats."
58,M,Well I have two dogs and a cat.,M|Well I have two dogs and a cat.
59,B,"There's just, uh, there's this, they just fill this void.","B|There's just, uh, there's this, they just fill this void."
60,M,But why?,M|But why?
61,B,Uh-huh.,B|Uh-huh.
62,M,"But, uh, I have to get rid of them.","M|But, uh, I have to get rid of them."
63,B,Yes.,B|Yes.
64,M,Are you telling me that a cat is not safe?,M|Are you telling me that a cat is not safe?
65,B,Oh no.,B|Oh no.
66,M,I have to be home in time.It's not like they are going to miss me.But I'm sure they will.,M|I have to be home in time.It's not like they are going to miss me.But I'm sure they will.
67,B,"Right and you worry about, oh, who's taking care of them.","B|Right and you worry about, oh, who's taking care of them."
68,M,It's hard to say.,M|It's hard to say.
69,B,Uh-huh.,B|Uh-huh.
70,M,You know what?,M|You know what?
71,B,"Right, well I didn't realize my husband was such a sucker for animals until I brought one home one night. We, I had one that had, we had, we had to put to sleep he got so sick.","B|Right, well I didn't realize my husband was such a sucker for animals until I brought one home one night. We, I had one that had, we had, we had to put to sleep he got so sick."
72,M,What about the cat?,M|What about the cat?
73,B,"And, uh, well I fell in love with this, uh, it's a Chinchilla Persian, and, uh, brought him home,","B|And, uh, well I fell in love with this, uh, it's a Chinchilla Persian, and, uh, brought him home,"
74,M,"Uhhh, I think I'm in love now.","M|Uhhh, I think I'm in love now."
