,Speaker,Utterance,Unified
5,B,Uh-huh.,B|Uh-huh.
6,M,"Umm, uh, uh.,. Uh, uh?","M|Umm, uh, uh.,. Uh, uh?"
7,B,Yeah.,B|Yeah.
8,M,.music,M|.music
9,B,"I grew up next door to, uh, the Richardson Symphony Orchestra leader so,","B|I grew up next door to, uh, the Richardson Symphony Orchestra leader so,"
10,M,You know what? I'm gonna go and see a movie.,M|You know what? I'm gonna go and see a movie.
11,B,Yeah.,B|Yeah.
12,M,Oh.Chris?,M|Oh.Chris?
13,B,"So, we used to go and listen to them all the time and, my parents still do.","B|So, we used to go and listen to them all the time and, my parents still do."
14,M,"It's a common theme, yeah.","M|It's a common theme, yeah."
15,B,"So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,","B|So, I grew up with a lot of his music, and, and what not. Plus my parents are, well, especially my dad, likes a lot of classical music and he introduced my brother and I both, to a lot of it.  So,"
16,M,"He's been in the band for years, he's a big fan.","M|He's been in the band for years, he's a big fan."
17,B,Yeah.,B|Yeah.
18,M,"Oh, Chris Xero","M|Oh, Chris Xero"
19,B,Sure did.,B|Sure did.
20,M,"Hehehe, did it again!","M|Hehehe, did it again!"
21,B,"Yeah. We all went to high school together and, uh, and we're still in contact with each other.","B|Yeah. We all went to high school together and, uh, and we're still in contact with each other."
22,M,"Wait, so you are a friend of the same person?","M|Wait, so you are a friend of the same person?"
23,B,"We all go back to parents' houses on the weekends, and what not so,","B|We all go back to parents' houses on the weekends, and what not so,"
24,M,What about us?,M|What about us?
25,B,Oh really?,B|Oh really?
26,M,I went to a high school in Richardson,M|I went to a high school in Richardson
27,B,It is a small world isn't it?,B|It is a small world isn't it?
28,M,"I used to live in the city, so I used it as a place to get around.","M|I used to live in the city, so I used it as a place to get around."
29,B,"Yeah, he's a pretty nice guy.","B|Yeah, he's a pretty nice guy."
30,M,You know him?,M|You know him?
31,B,"Yeah, well I never I had to work for him and I never would want to work for him. So","B|Yeah, well I never I had to work for him and I never would want to work for him. So"
32,M,He's not the only one,M|He's not the only one
33,B,"Yeah, he sure is, he just became a grandfather.","B|Yeah, he sure is, he just became a grandfather."
34,M,He's a good guy. He's a real human being.,M|He's a good guy. He's a real human being.
35,B,"Uh, uh-huh. Yeah, they just had the baby's christening so,","B|Uh, uh-huh. Yeah, they just had the baby's christening so,"
36,M,"Uhhh, what about that?","M|Uhhh, what about that?"
37,B,It was really nice so,B|It was really nice so
38,M,"Yeah, he's really nice.","M|Yeah, he's really nice."
39,B,He's a little boy,B|He's a little boy
40,M,I'm confused.,M|I'm confused.
41,B,"I can't, it, it's a oh gosh, it's like Elijah, or something like that.","B|I can't, it, it's a oh gosh, it's like Elijah, or something like that."
42,M,I'm not sure what's wrong with it,M|I'm not sure what's wrong with it
43,B,"I keep forgetting, what, what she named him.","B|I keep forgetting, what, what she named him."
44,M,What did you do?,M|What did you do?
45,B,"His middle name is Chris, or Christopher for for her daddy,","B|His middle name is Chris, or Christopher for for her daddy,"
46,M,"He's the Chris, but his middle name isn't Chris.","M|He's the Chris, but his middle name isn't Chris."
47,B,but I think it's Elijah,B|but I think it's Elijah
48,M,I don't know.,M|I don't know.
49,B,It starts with an E.,B|It starts with an E.
50,M,Is it a middle name?,M|Is it a middle name?
51,B,I can't remember,B|I can't remember
52,M,I don't know,M|I don't know
53,B,Yes.,B|Yes.
54,M,Did you hear the Richardson?,M|Did you hear the Richardson?
55,B,"Yeah, we've heard them and, liked, liked it real well, of course","B|Yeah, we've heard them and, liked, liked it real well, of course"
56,M,I have heard the song before.,M|I have heard the song before.
57,B,"Um, actually one of my favorite instruments is a harpsichord.","B|Um, actually one of my favorite instruments is a harpsichord."
58,M,"It's not my favorite, but I'm pretty sure it's my favorite.","M|It's not my favorite, but I'm pretty sure it's my favorite."
59,B,"I really like those, in fact, I had a harpsichord played at my wedding.","B|I really like those, in fact, I had a harpsichord played at my wedding."
60,M,That's the sound of a guitar,M|That's the sound of a guitar
61,B,Yeah.,B|Yeah.
62,M,Did you have a harp playing in the background?,M|Did you have a harp playing in the background?
63,B,"Which was real nice. I got married, uh, during the Christmas season and we played, uh, old fashioned Christmas carols instead of normal wedding marches and what not, and it was real nice, I liked that a lot.","B|Which was real nice. I got married, uh, during the Christmas season and we played, uh, old fashioned Christmas carols instead of normal wedding marches and what not, and it was real nice, I liked that a lot."
64,M,I like to think I'm the only one.,M|I like to think I'm the only one.
65,B,I liked the sound of the harpsichord.,B|I liked the sound of the harpsichord.
66,M,... That's a good thing.,M|... That's a good thing.
67,B,"No, somebody played it","B|No, somebody played it"
68,M,Did someone actually play it?,M|Did someone actually play it?
69,B,"No, no, no, no, no. Just by itself, just by itself.","B|No, no, no, no, no. Just by itself, just by itself."
70,M,I have a different version of the song.,M|I have a different version of the song.
71,B,It was real nice.,B|It was real nice.
72,M,That's why I said it was nice.,M|That's why I said it was nice.
73,B,"Yeah. It went well, it was a change, you know, from your traditional, normal, you know, stuff, and since it was Christmas time and, and, uh, we had the church decorated with Christmas hollies and poinsettias and, you know, stuff like that and so, we did the harpsichord with old-time traditional Christmas carols,","B|Yeah. It went well, it was a change, you know, from your traditional, normal, you know, stuff, and since it was Christmas time and, and, uh, we had the church decorated with Christmas hollies and poinsettias and, you know, stuff like that and so, we did the harpsichord with old-time traditional Christmas carols,"
74,M,Y,M|Y
75,B,"Not, not, you know, the bouncy, you know sing along kind but some of the old, older ones that","B|Not, not, you know, the bouncy, you know sing along kind but some of the old, older ones that"
76,M,I see,M|I see
77,B,"some, I don't even, I recognize the, the melodies, and whatnot, but I didn't recognize the name.","B|some, I don't even, I recognize the, the melodies, and whatnot, but I didn't recognize the name."
78,M,I don't,M|I don't
79,B,"So, it was real nice.","B|So, it was real nice."
80,M,It was,M|It was
81,B,Um.,B|Um.
82,M,How do you know this?,M|How do you know this?
83,B,Uh-huh.,B|Uh-huh.
84,M,What's wrong?,M|What's wrong?
85,B,"It does.  It really does and it has such a different sound to it, anyway. It's almost, I don't know the way it vibrates, it's kind of haunting, you know, on, on some of the notes It, it's, I, I like it.","B|It does.  It really does and it has such a different sound to it, anyway. It's almost, I don't know the way it vibrates, it's kind of haunting, you know, on, on some of the notes It, it's, I, I like it."
86,M,,M|
