,Speaker,Utterance,Unified
5,B,"Yes, we're not too long distance today.","B|Yes, we're not too long distance today."
6,M,Are you guys still going?,M|Are you guys still going?
7,B,"Oh, that was good. Utah, I've had a couple of, but that was it.","B|Oh, that was good. Utah, I've had a couple of, but that was it."
8,M,You must be from the east coast,M|You must be from the east coast
9,B,Yeah.,B|Yeah.
10,M,"You know, I'm not too sure.","M|You know, I'm not too sure."
11,B,Learned about their basketball team,B|Learned about their basketball team
12,M,Did you learn about the Utah Jazz?,M|Did you learn about the Utah Jazz?
13,B,"Uh, Jazz.","B|Uh, Jazz."
14,M,Which team?,M|Which team?
15,B,Yeah.,B|Yeah.
16,M,He's a Jazz fan.,M|He's a Jazz fan.
17,B,Yeah.,B|Yeah.
18,M,Well. They were in Utah for a while.,M|Well. They were in Utah for a while.
19,B,Yeah.,B|Yeah.
20,M,I mean. Yeah.,M|I mean. Yeah.
21,B,I am.,B|I am.
22,M,I'm confused.,M|I'm confused.
23,B,Okay.,B|Okay.
24,M,I'm not.,M|I'm not.
25,B,Nancy.,B|Nancy.
26,M,You mean to say what?,M|You mean to say what?
27,B,Right.,B|Right.
28,M,I'm not sure who you are.,M|I'm not sure who you are.
29,B,Right.,B|Right.
30,M,I'm Brian.,M|I'm Brian.
31,B,Right.,B|Right.
32,M,I don't think I can give you a job.,M|I don't think I can give you a job.
33,B,"Uh-huh. Well, I'm a little different than other people because I don't have benefits with my job.","B|Uh-huh. Well, I'm a little different than other people because I don't have benefits with my job."
34,M,Are you going to be able to pay for yourself?,M|Are you going to be able to pay for yourself?
35,B,"I'm a nurse and I work,","B|I'm a nurse and I work,"
36,M,I don't know. What's your job?,M|I don't know. What's your job?
37,B,I float so that I have no benefits except higher pay for doing that.,B|I float so that I have no benefits except higher pay for doing that.
38,M,What do you mean?,M|What do you mean?
39,B,"So I find that it makes up for what I pay for insurance and I, I make enough money by the hour to make up for that.","B|So I find that it makes up for what I pay for insurance and I, I make enough money by the hour to make up for that."
40,M,It's because you're not getting any benefits,M|It's because you're not getting any benefits
41,B,Right. Uh-huh.,B|Right. Uh-huh.
42,M,What do you mean?,M|What do you mean?
43,B,"Yeah, it's cheaper for me to buy insurance by the month than to work staff someplace.","B|Yeah, it's cheaper for me to buy insurance by the month than to work staff someplace."
44,M,"Ah, so you have to pay more than the cost of the job?","M|Ah, so you have to pay more than the cost of the job?"
45,B,And then I have my freedom. I can work seven days in a row and take a week off or whatever I want to do.,B|And then I have my freedom. I can work seven days in a row and take a week off or whatever I want to do.
46,M,The only thing I can think of is you being paid for your time.,M|The only thing I can think of is you being paid for your time.
47,B,"Well, it is to me. Most people prefer the security of nine to five, and weekends off and knowing that their insurance is paid and their retirement,","B|Well, it is to me. Most people prefer the security of nine to five, and weekends off and knowing that their insurance is paid and their retirement,"
48,M,I'm just not sure how it would be financially wise to do that.,M|I'm just not sure how it would be financially wise to do that.
49,B,and I'm just really not interested in all that.,B|and I'm just really not interested in all that.
50,M,I think it's mostly the first one.,M|I think it's mostly the first one.
51,B,Uh-huh.,B|Uh-huh.
52,M,"... You know, I'm not sure.","M|... You know, I'm not sure."
53,B,Right.,B|Right.
54,M,Yes...,M|Yes...
55,B,"Yeah. Right, and especially if you have a family.","B|Yeah. Right, and especially if you have a family."
56,M,You've got to get some,M|You've got to get some
57,B,Then I think it makes a big difference.,B|Then I think it makes a big difference.
58,M,I think the group discount is a little more important than that.,M|I think the group discount is a little more important than that.
59,B,Yeah.,B|Yeah.
60,M,Do you have to be a parent to have a job?,M|Do you have to be a parent to have a job?
61,B,Right.,B|Right.
62,M,I have insurance.,M|I have insurance.
63,B,"Oh, yeah.","B|Oh, yeah."
64,M,The work schedule.,M|The work schedule.
65,B,Right. Could you change that as you felt like it or did you have to do it the same every week?,B|Right. Could you change that as you felt like it or did you have to do it the same every week?
66,M,every week,M|every week
67,B,Uh-huh.,B|Uh-huh.
68,M,I.,M|I.
69,B,Yeah.,B|Yeah.
70,M,Yeah. I'm really enjoyed it,M|Yeah. I'm really enjoyed it
71,B,Yeah.,B|Yeah.
72,M,you're... flexible?,M|you're... flexible?
73,B,"Oh, well, I guess, retirement, that kind of thing which I don't worry much about so","B|Oh, well, I guess, retirement, that kind of thing which I don't worry much about so"
74,M,"I mean, it's just an example.","M|I mean, it's just an example."
75,B,"I just prefer to worry about today, probably not a practical attitude but that's who I am so,","B|I just prefer to worry about today, probably not a practical attitude but that's who I am so,"
76,M,"I don't really care about my retirement, I'm just here for the money.","M|I don't really care about my retirement, I'm just here for the money."
77,B,Uh-huh.,B|Uh-huh.
78,M,"Oh, well, I just feel better about myself today.","M|Oh, well, I just feel better about myself today."
79,B,Right.,B|Right.
80,M,Ummow,M|Ummow
