,Speaker,Utterance,Unified
5,B,"Yeah. I have two plots, one's ten by ten and one's like fifteen by four.","B|Yeah. I have two plots, one's ten by ten and one's like fifteen by four."
6,M,I like to have a plan,M|I like to have a plan
7,B,"It's a long skinny one and,","B|It's a long skinny one and,"
8,M,"I, uh, uh... I'm not sure how to word that.","M|I, uh, uh... I'm not sure how to word that."
9,B,"Oh, I see. Yeah. I see.","B|Oh, I see. Yeah. I see."
10,M,A lot of people do.,M|A lot of people do.
11,B,"Right. Right. Yeah, it's nice to get out in the open air.","B|Right. Right. Yeah, it's nice to get out in the open air."
12,M,I know right. I like to fiddle around in my garage.,M|I know right. I like to fiddle around in my garage.
13,B,"And especially when the weather's not too hot or, not raining or whatever,","B|And especially when the weather's not too hot or, not raining or whatever,"
14,M,It's good,M|It's good
15,B,"but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know.","B|but, uh,  sometimes I,  I said, I sometimes I wish I had more space you know."
16,M,"Well, it's the only way.","M|Well, it's the only way."
17,B,"I grow a lot of things, a lot of food.","B|I grow a lot of things, a lot of food."
18,M,"But, uh, you don't have to say that.","M|But, uh, you don't have to say that."
19,B,"And sometimes I, I want to plant something, there's not enough room to plant. Some of those things like, uh, you know, the things that vine like, uh, cucumbers, or, uh, squash or something,  like that.  Plant one of those","B|And sometimes I, I want to plant something, there's not enough room to plant. Some of those things like, uh, you know, the things that vine like, uh, cucumbers, or, uh, squash or something,  like that.  Plant one of those"
20,M,"I, I, I like plants.","M|I, I, I like plants."
21,B,and it takes up your whole space,B|and it takes up your whole space
22,M,"I see. Well, uh...","M|I see. Well, uh..."
23,B,"Yeah. Yeah. They, they just run all over, the place, don't they,","B|Yeah. Yeah. They, they just run all over, the place, don't they,"
24,M,I'm so,M|I'm so
25,B,Right. Right.,B|Right. Right.
26,M,Yes. It's a good garden area.,M|Yes. It's a good garden area.
27,B,The basics. Right. Yeah. That's what we do too.,B|The basics. Right. Yeah. That's what we do too.
28,M,I've been doing it.,M|I've been doing it.
29,B,Right. Peas,B|Right. Peas
30,M,Yeah. You can't really do that without the roots.,M|Yeah. You can't really do that without the roots.
31,B,"I, I got a few peas out my garden a couple of days ago.","B|I, I got a few peas out my garden a couple of days ago."
32,M,We do.,M|We do.
33,B,"The first one, they started them indoors this time. I read it,","B|The first one, they started them indoors this time. I read it,"
34,M,Wait. Did you just make them?,M|Wait. Did you just make them?
35,B,"And so I,","B|And so I,"
36,M,You know what I like?,M|You know what I like?
37,B,"Yeah. I, uh, I guess you can get an earlier harvest by doing that,","B|Yeah. I, uh, I guess you can get an earlier harvest by doing that,"
38,M,I'll be the one who grows.,M|I'll be the one who grows.
39,B,"But, uh, sure is a heck of a lot of work.","B|But, uh, sure is a heck of a lot of work."
40,M,"I can't even start a farm, so it's just a farm","M|I can't even start a farm, so it's just a farm"
41,B,"Because you got to, watch them every day, and keep them watered","B|Because you got to, watch them every day, and keep them watered"
42,M,Why would you want to do that?,M|Why would you want to do that?
43,B,"and I, I don't think I'll do it again","B|and I, I don't think I'll do it again"
44,M,Oh. I'm sorry,M|Oh. I'm sorry
45,B,"Oh, yeah. Yeah, I enjoy it. I come home from work and, and I usually say hello to wife and kids, and then go out and fiddle, you know, just walk around the yard and inspect it","B|Oh, yeah. Yeah, I enjoy it. I come home from work and, and I usually say hello to wife and kids, and then go out and fiddle, you know, just walk around the yard and inspect it"
46,M,"Oh. Yeah, I've never been to a museum before.","M|Oh. Yeah, I've never been to a museum before."
47,B,"and the kids want to swing,","B|and the kids want to swing,"
48,M,It's the same in the UK.,M|It's the same in the UK.
49,B,and I push them on swing.,B|and I push them on swing.
50,M,I'll play with your hand,M|I'll play with your hand
51,B,And I I mow my own lawn.,B|And I I mow my own lawn.
52,M,I I'm a grown up.,M|I I'm a grown up.
53,B,"And I do, I don't have a sprinkler system. I, I don't enjoy watering.","B|And I do, I don't have a sprinkler system. I, I don't enjoy watering."
54,M,"I don't, I'm not a robot.","M|I don't, I'm not a robot."
55,B,"Especially,","B|Especially,"
56,M,We do.,M|We do.
57,B,"Oh how,","B|Oh how,"
58,M,"We have a water pump, but it's not enough to power our water.","M|We have a water pump, but it's not enough to power our water."
59,B,Oh.,B|Oh.
60,M,It's the best.,M|It's the best.
61,B,"Yeah, you can have it come on just early in the morning. And, and off by the, you know, by the time you're up and about.","B|Yeah, you can have it come on just early in the morning. And, and off by the, you know, by the time you're up and about."
62,M,i'm just kidding,M|i'm just kidding
63,B,"Yeah. I, I usually get it started for my wife","B|Yeah. I, I usually get it started for my wife"
64,M,That sounds great!,M|That sounds great!
65,B,"and I, and she moves it around ever other day.","B|and I, and she moves it around ever other day."
66,M,"Ah, the, of.","M|Ah, the, of."
67,B,Uh-huh.,B|Uh-huh.
68,M,"You don't have to, it's a good habit.","M|You don't have to, it's a good habit."
69,B,Uh-huh. Yeah.,B|Uh-huh. Yeah.
70,M,What do you do for a living?,M|What do you do for a living?
71,B,Uh-huh.,B|Uh-huh.
72,M,Uhhh... what?,M|Uhhh... what?
73,B,"Yeah. Sometimes I wish I could get one of these, uh, chemical services to come, out and spray for weeds, and fertilize, and all that and take that one step out of .","B|Yeah. Sometimes I wish I could get one of these, uh, chemical services to come, out and spray for weeds, and fertilize, and all that and take that one step out of ."
74,M,I don't think I could ever get a lawn to go.,M|I don't think I could ever get a lawn to go.
75,B,"But, uh, they want too much money.","B|But, uh, they want too much money."
76,M,"I don't know, I don't have an excuse.","M|I don't know, I don't have an excuse."
77,B,Yeah.,B|Yeah.
78,M,"I mean, it's not expensive.","M|I mean, it's not expensive."
79,B,Right. Right. But it's still be quite a bit cheaper to do it yourself.,B|Right. Right. But it's still be quite a bit cheaper to do it yourself.
80,M,Because of the chemicals.,M|Because of the chemicals.
81,B,"Right and the weed come up,","B|Right and the weed come up,"
82,M,What do you mean?,M|What do you mean?
