,Speaker,Utterance,Unified
5,B,"We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,","B|We did an air show out at, uh, out at, uh, Boone Greene, no out at, uh Andrews,"
6,M,We got a bunch of airshows.,M|We got a bunch of airshows.
7,B,yeah. So what's it been like up there?,B|yeah. So what's it been like up there?
8,M,It's been great.,M|It's been great.
9,B,Uh-huh.,B|Uh-huh.
10,M,"Yup, that's why we're here.","M|Yup, that's why we're here."
11,B,"Yeah. Uh, like September was hot and dry, October.","B|Yeah. Uh, like September was hot and dry, October."
12,M,October? What about October?,M|October? What about October?
13,B,"Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one.","B|Really? Huh. It really has been strange here this year, I mean, this whole course this whole year has been a different year in more ways than one."
14,M,"Well, it's autumn.","M|Well, it's autumn."
15,B,"But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,","B|But, uh, we had, uh, you know, all these, we have all these, uh, somebody said, you know, you're either a stranger or a fool to try to predict Texas weather, but. Well, always, they were saying it was going to be the hottest summer ever,"
16,M,"Uuuh, yoo, it.","M|Uuuh, yoo, it."
17,B,"and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,","B|and we had all this rain, and it really is not a bad summer at all, really cool. But all of a sudden, in, in, uh, in October, uh, September, October it got real hot and dry and just stayed that way for a long time. And, uh, then the end of October it started rain almost a week without stopping, just pouring down, you know. There were flash floods everywhere, that kind of deal, and then uh, into of November, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,"
18,M,i.,M|i.
19,B,"and the average, you know, the average, uh, first frost is like the fifteenth of November here","B|and the average, you know, the average, uh, first frost is like the fifteenth of November here"
20,M,,M|
21,B,but usually it's not until later It's really strange.,B|but usually it's not until later It's really strange.
22,M,"Oh, we're, we, and it's, you, we've, it, it's","M|Oh, we're, we, and it's, you, we've, it, it's"
23,B,Yeah.,B|Yeah.
24,M,I think we're getting a frost this year.It's a little weird.,M|I think we're getting a frost this year.It's a little weird.
25,B,"Is it, is it, is it flooding anywhere?","B|Is it, is it, is it flooding anywhere?"
26,M,I'm so glad I live in Arizona.,M|I'm so glad I live in Arizona.
27,B,"It's just kind of, uh, we're supposed to have a chance to get some rain the next couple of days here, uh, which will be, you know, a little bit more typical, uh, autumn weather. But really it's strange. We haven't really had an autumn. It's like we went into winter","B|It's just kind of, uh, we're supposed to have a chance to get some rain the next couple of days here, uh, which will be, you know, a little bit more typical, uh, autumn weather. But really it's strange. We haven't really had an autumn. It's like we went into winter"
28,M,So.,M|So.
29,B,"you know, the poor trees, said what","B|you know, the poor trees, said what"
30,M,This is it.,M|This is it.
31,B,"Yeah, uh, it's, Yeah, there, you, you know, usually there's, uh, I have a farm a hundred miles east of here in East Texas, and you know, all these huge trees just like the eastern hard wood belt all the way up to Maine, you know, it's that same trees, pines and, and hard woods, you know hickories and oaks and stuff,","B|Yeah, uh, it's, Yeah, there, you, you know, usually there's, uh, I have a farm a hundred miles east of here in East Texas, and you know, all these huge trees just like the eastern hard wood belt all the way up to Maine, you know, it's that same trees, pines and, and hard woods, you know hickories and oaks and stuff,"
32,M,,M|
33,B,"and, uh, I was up there last weekend, and there are trees that, that still have their leaves on, and they're green, but they're dead You know, the, the freeze just got them. They, they weren't ready for it at all apparently, and, and we haven't had a typical fall at all. Not much color, you know, changes have occurred at all. Really weird this year. I'm not sure what that, what that means.","B|and, uh, I was up there last weekend, and there are trees that, that still have their leaves on, and they're green, but they're dead You know, the, the freeze just got them. They, they weren't ready for it at all apparently, and, and we haven't had a typical fall at all. Not much color, you know, changes have occurred at all. Really weird this year. I'm not sure what that, what that means."
34,M,I.,M|I.
35,B,"So you, you all actually had some color, huh?","B|So you, you all actually had some color, huh?"
36,M,,M|
37,B,"It kind of crept in and,","B|It kind of crept in and,"
38,M,"We've been a lot of course, yea of, like, yeah, a lot.","M|We've been a lot of course, yea of, like, yeah, a lot."
39,B,"Yeah, it's usually beautiful up there isn't it?","B|Yeah, it's usually beautiful up there isn't it?"
40,M,"We, we did.","M|We, we did."
41,B,"Gorgeous. That's, you know, I think you could drive along in Maryland and look at the sweet gum trees on each side and the, and the pines and what not, and you could, you know, you could be driving along in East Texas and looks just the same. It's almost, you know, identical kind of country.","B|Gorgeous. That's, you know, I think you could drive along in Maryland and look at the sweet gum trees on each side and the, and the pines and what not, and you could, you know, you could be driving along in East Texas and looks just the same. It's almost, you know, identical kind of country."
42,M,I think you're right.,M|I think you're right.
43,B,Beautiful.,B|Beautiful.
44,M,What's the difference between a car and a car?,M|What's the difference between a car and a car?
45,B,"Yeah. Oh. Yeah, I was up, I was up there cutting some firewood this weekend, so.","B|Yeah. Oh. Yeah, I was up, I was up there cutting some firewood this weekend, so."
46,M,The trees are the same.,M|The trees are the same.
47,B,"Little, little oak tree that was dead, and cut it up and split it .","B|Little, little oak tree that was dead, and cut it up and split it ."
48,M,How'd you cut it?,M|How'd you cut it?
49,B,Well.,B|Well.
50,M,It's not that bad.,M|It's not that bad.
51,B,"Uh, it, there's some trees like the oaks, like the white oaks seem to be pretty hardy. There's, nothing bothers them. Their leaves are still green, and some of the other oaks. There are a few oaks that have lost their leaves. Um, what I notice mostly is the red maples, that the leaves are just dead, the dogwoods still look, still look, you know, they got, uh, bit on the ends of the leaves a little bit, but they still look pretty good.","B|Uh, it, there's some trees like the oaks, like the white oaks seem to be pretty hardy. There's, nothing bothers them. Their leaves are still green, and some of the other oaks. There are a few oaks that have lost their leaves. Um, what I notice mostly is the red maples, that the leaves are just dead, the dogwoods still look, still look, you know, they got, uh, bit on the ends of the leaves a little bit, but they still look pretty good."
52,M,,M|
53,B,"It just depends on the, on the, uh, on the tree.","B|It just depends on the, on the, uh, on the tree."
