,Speaker,Utterance,Unified
5,B,"Well, how does this grab you? How did this grab you? Uh, this, I, I mean, I'm, I'm a lady, but this, I heard this on a Christian program and it was, uh, about the N E A and, that's the National Endowment for Arts, and they fund, they funded this thing, this act on a stage and did a study on it between two lesbians and two homosexuals and wrote a report about that with our money.","B|Well, how does this grab you? How did this grab you? Uh, this, I, I mean, I'm, I'm a lady, but this, I heard this on a Christian program and it was, uh, about the N E A and, that's the National Endowment for Arts, and they fund, they funded this thing, this act on a stage and did a study on it between two lesbians and two homosexuals and wrote a report about that with our money."
6,M,I,M|I
7,B,And then it just frosts me terribly.,B|And then it just frosts me terribly.
8,M,You,M|You
9,B,Absolutely.,B|Absolutely.
10,M,"I'm, the.","M|I'm, the."
11,B,"I believe that's true, yes.","B|I believe that's true, yes."
12,M,Do you think the government is more responsible for the poor than the poor?,M|Do you think the government is more responsible for the poor than the poor?
13,B,That's correct.,B|That's correct.
14,M,We should stop being part of the problem and start building a solution.,M|We should stop being part of the problem and start building a solution.
15,B,Heavy involvement from the public.,B|Heavy involvement from the public.
16,M,What's the difference between the two?,M|What's the difference between the two?
17,B,"Uh-huh. Yeah, heavy involvement from the public.","B|Uh-huh. Yeah, heavy involvement from the public."
18,M,"Oh, well I'm not sure, I was thinking of the same people who are now in charge of the new map.","M|Oh, well I'm not sure, I was thinking of the same people who are now in charge of the new map."
19,B,Yeah.,B|Yeah.
20,M,Heavy involvement by the public.,M|Heavy involvement by the public.
21,B,Absolutely.,B|Absolutely.
22,M,"Well, there's plenty of full employment in the US.","M|Well, there's plenty of full employment in the US."
23,B,"No, it is not. It's lopsided, very much so.","B|No, it is not. It's lopsided, very much so."
24,M,...,M|...
25,B,"Uh-huh, that's right, they pull the strings.","B|Uh-huh, that's right, they pull the strings."
26,M,"I'm'uh, the government","M|I'm'uh, the government"
27,B,"Right, the, yeah","B|Right, the, yeah"
28,M,"So, the people who are pulling the strings are the ones who are being manipulated, right?","M|So, the people who are pulling the strings are the ones who are being manipulated, right?"
29,B,Uh-huh.,B|Uh-huh.
30,M,,M|
31,B,I'm sure they will.,B|I'm sure they will.
32,M,Just stop.,M|Just stop.
33,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
34,M,Ohhh... well then.,M|Ohhh... well then.
35,B,"Yes, I understand that, but hopefully that the people that are listening to what our comments are take some action on it.","B|Yes, I understand that, but hopefully that the people that are listening to what our comments are take some action on it."
36,M,,M|
37,B,"Oh, absolutely.","B|Oh, absolutely."
38,M,,M|
39,B,"Right, absolutely.","B|Right, absolutely."
40,M,I'd. The US is a country.,M|I'd. The US is a country.
41,B,We only see the tip of the iceberg only.,B|We only see the tip of the iceberg only.
42,M,They did.,M|They did.
43,B,"You know, there's so much of it going on that it would really, you know, uh, set us into a deeper depression if we knew the whole picture.","B|You know, there's so much of it going on that it would really, you know, uh, set us into a deeper depression if we knew the whole picture."
44,M,"I'm sorry, but I don't think I can see any other reason to go through this.","M|I'm sorry, but I don't think I can see any other reason to go through this."
