,Speaker,Utterance,Unified
5,B,"Oh, uh-huh, yeah, and sometimes the, the local ones aren't as publicized it seems that, uh, they should be.","B|Oh, uh-huh, yeah, and sometimes the, the local ones aren't as publicized it seems that, uh, they should be."
6,M,"Ah, yeah, I'm gonna try it. I don't know what I'm doing right now, but...","M|Ah, yeah, I'm gonna try it. I don't know what I'm doing right now, but..."
7,B,"Right, and, uh, there's usually nobody running against, you know, the incumbents.","B|Right, and, uh, there's usually nobody running against, you know, the incumbents."
8,M,"I'm not saying there's not, uh, there's a lot of people","M|I'm not saying there's not, uh, there's a lot of people"
9,B,"Right. So, uh, but I, I feel that, uh, a lot of people have gotten lazy about voting.","B|Right. So, uh, but I, I feel that, uh, a lot of people have gotten lazy about voting."
10,M,I don't think so.Right.It.Is.N,M|I don't think so.Right.It.Is.N
11,B,"And, it's, it's, they're, and also they're fed up with the system, and they say, well, why should I even vote.","B|And, it's, it's, they're, and also they're fed up with the system, and they say, well, why should I even vote."
12,M,"... And, it's, and, and","M|... And, it's, and, and"
13,B,Right.,B|Right.
14,M,"Right. So, uh, why do you?","M|Right. So, uh, why do you?"
15,B,Right. The lesser of the two evils is how we usually look at it.,B|Right. The lesser of the two evils is how we usually look at it.
16,M,What do you mean?,M|What do you mean?
17,B,"Oh, I know it The last gubernatorial race was, oh it was awful.","B|Oh, I know it The last gubernatorial race was, oh it was awful."
18,M,"We're talking about Texas, not Texas.","M|We're talking about Texas, not Texas."
19,B,"So I don't know, I, I, it'll be interesting to see how the next, uh, few years go.","B|So I don't know, I, I, it'll be interesting to see how the next, uh, few years go."
20,M,Yea. It was a terrible race,M|Yea. It was a terrible race
21,B,"Yeah, I think, well, it's, it's definitely a problem, and I think it could get worse.","B|Yeah, I think, well, it's, it's definitely a problem, and I think it could get worse."
22,M,"I'm not sure, I've been pretty depressed about the last few years.","M|I'm not sure, I've been pretty depressed about the last few years."
23,B,"You know, we get this lackadaisical attitude, and say, huh, you know, why should we vote, then, you know, it could, uh, it could lead to some serious things.","B|You know, we get this lackadaisical attitude, and say, huh, you know, why should we vote, then, you know, it could, uh, it could lead to some serious things."
24,M,I know. I'm just saying.,M|I know. I'm just saying.
25,B,"Uh-huh. Right, uh, yeah, we can get, uh, yeah, if we get someone in there like that, then, you know, they could make all sorts of changes that they were, you know, had enough pull.","B|Uh-huh. Right, uh, yeah, we can get, uh, yeah, if we get someone in there like that, then, you know, they could make all sorts of changes that they were, you know, had enough pull."
26,M,"So, I mean, you, you","M|So, I mean, you, you"
27,B,Yes. Uh-huh.,B|Yes. Uh-huh.
28,M,Ku.,M|Ku.
29,B,"Yeah, and, uh, who's the other guy, LaRouche that, uh, is sort of the, uh, socialist, not socialist but he's so off the wall that, uh, he's gone in and tried to get into city elections and, uh, but he's got, he's been put away for, uh, credit card fraud, I believe.","B|Yeah, and, uh, who's the other guy, LaRouche that, uh, is sort of the, uh, socialist, not socialist but he's so off the wall that, uh, he's gone in and tried to get into city elections and, uh, but he's got, he's been put away for, uh, credit card fraud, I believe."
30,M,", you, uh, uh","M|, you, uh, uh"
31,B,"Yeah, Lyndon LaRouche, that's it.","B|Yeah, Lyndon LaRouche, that's it."
32,M,Is that the guy who was in the newsroom of the,M|Is that the guy who was in the newsroom of the
33,B,"And, uh, yeah.","B|And, uh, yeah."
34,M,"Yes, yea.That's","M|Yes, yea.That's"
35,B,Uh-huh.,B|Uh-huh.
36,M,"Ohh, that guy","M|Ohh, that guy"
37,B,"Right. If you don't go and vote, then, you know, very good chance that they, they will because a lot of the people like that, they'll strike a chord in something, you know, in some of the people, that so will say, look, you know, this guy's got everything together.","B|Right. If you don't go and vote, then, you know, very good chance that they, they will because a lot of the people like that, they'll strike a chord in something, you know, in some of the people, that so will say, look, you know, this guy's got everything together."
38,M,I can't. I'm a Democrat.,M|I can't. I'm a Democrat.
39,B,"You know, I like what he says, and he'll be so far off the wall that they'll elect him.","B|You know, I like what he says, and he'll be so far off the wall that they'll elect him."
40,M,He's been in power for over a year.,M|He's been in power for over a year.
41,B,"And, uh, I think that's sort of what happened with Louisiana because, because, um, the guy did get elected, correct?","B|And, uh, I think that's sort of what happened with Louisiana because, because, um, the guy did get elected, correct?"
42,M,I don't,M|I don't
43,B,That's what I thought.,B|That's what I thought.
44,M,"I mean, the guy was a senator in Louisiana","M|I mean, the guy was a senator in Louisiana"
45,B,"And, uh, , but you know, they can always fool us, you know. He might do a good job.","B|And, uh, , but you know, they can always fool us, you know. He might do a good job."
46,M,He's a good candidate for the job.,M|He's a good candidate for the job.
47,B,"Oh, yeah.","B|Oh, yeah."
48,M,There is a lot of time left.,M|There is a lot of time left.
49,B,"What we do, usually, is, uh, vote, uh, absenteeism","B|What we do, usually, is, uh, vote, uh, absenteeism"
50,M,"How do I'm going to vote, now.","M|How do I'm going to vote, now."
51,B,"and, uh, I know, here, you know, you don't have to have any reason, you can just go and vote","B|and, uh, I know, here, you know, you don't have to have any reason, you can just go and vote"
