,Speaker,Utterance,Unified
5,B,"and, uh. Yeah, how do you feel about it?","B|and, uh. Yeah, how do you feel about it?"
6,M,It.,M|It.
7,B,Uh-huh.,B|Uh-huh.
8,M,"I believe in the, and","M|I believe in the, and"
9,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
10,M,Yea I'm gonna have to go with no.,M|Yea I'm gonna have to go with no.
11,B,"Right, exactly.","B|Right, exactly."
12,M,It,M|It
13,B,Uh-huh.,B|Uh-huh.
14,M,I would of course,M|I would of course
15,B,"Right. If, if the evidence wasn't overwhelming, right?","B|Right. If, if the evidence wasn't overwhelming, right?"
16,M,I think you mean that.,M|I think you mean that.
17,B,Uh-huh.,B|Uh-huh.
18,M,I dunno.,M|I dunno.
19,B,"Well, I think that should be likewise decided by the jury, you know, because, I don't know, I think a jury would be less likely to just send a man to death just for, any reason,","B|Well, I think that should be likewise decided by the jury, you know, because, I don't know, I think a jury would be less likely to just send a man to death just for, any reason,"
20,M,I think so.,M|I think so.
21,B,I don't know a judge might be a little more cold-blooded about it.,B|I don't know a judge might be a little more cold-blooded about it.
22,M,"Uh, well, uh, I don't know a jury, you know, because, uh...","M|Uh, well, uh, I don't know a jury, you know, because, uh..."
23,B,"Yeah, I don't think we,","B|Yeah, I don't think we,"
24,M,I'm in Pennsylvania,M|I'm in Pennsylvania
25,B,"No, huh-uh. No we don't.","B|No, huh-uh. No we don't."
26,M,I think we have that,M|I think we have that
27,B,Yeah.,B|Yeah.
28,M,You mean it's not?,M|You mean it's not?
29,B,"Uh-huh. Oh, yeah they're always in Florida. Florida and Louisiana, I think, and, uh, some of the,  other southern states.","B|Uh-huh. Oh, yeah they're always in Florida. Florida and Louisiana, I think, and, uh, some of the,  other southern states."
30,M,Florida? What?,M|Florida? What?
31,B,Course they have such a crime problem because they have such a unemployment rate.,B|Course they have such a crime problem because they have such a unemployment rate.
32,M,Yeah.uhh. You're right.,M|Yeah.uhh. You're right.
33,B,"Get that unemployment way up so then people, you know tend towards crime, and then they they start stiffening the penalties.","B|Get that unemployment way up so then people, you know tend towards crime, and then they they start stiffening the penalties."
34,M,I don't know.,M|I don't know.
35,B,"Well, in Florida seems like, uh, two or three times a year. It's constantly on the,","B|Well, in Florida seems like, uh, two or three times a year. It's constantly on the,"
36,M,It.,M|It.
37,B,"Yeah.  No, that's true. Course they have a requirement that, uh, that every single appeal must be permitted.","B|Yeah.  No, that's true. Course they have a requirement that, uh, that every single appeal must be permitted."
38,M,"I',","M|I',"
