,Speaker,Utterance,Unified
5,B,"Yeah,  I, I, New York does not","B|Yeah,  I, I, New York does not"
6,M,"You, New New York?","M|You, New New York?"
7,B,"but, uh, they're, they're trying to reinstate it and the governor's opposed to it being that, uh, the Democrat that he is,  and Mario Cuomo","B|but, uh, they're, they're trying to reinstate it and the governor's opposed to it being that, uh, the Democrat that he is,  and Mario Cuomo"
8,M,"I, uh, I don't know, I'm not, I guess.","M|I, uh, I don't know, I'm not, I guess."
9,B,but the state legislatures are more and more coming to supporting it.,B|but the state legislatures are more and more coming to supporting it.
10,M,"Uhhh, yeah.","M|Uhhh, yeah."
11,B,"I'd, I would agree, with that even more, I don't know if this is cold and too pragmatically but I'm really offended,  by the thought that I have to support,  uh, just the existence of, you know, murder, rapist,  you know,  right, that, uh, after they've gone and done horrible things, molested children, and kill,  them whatever, that, society has to pay, uh, upwards , uh, thirty thousand dollars a year to incarcerate them.","B|I'd, I would agree, with that even more, I don't know if this is cold and too pragmatically but I'm really offended,  by the thought that I have to support,  uh, just the existence of, you know, murder, rapist,  you know,  right, that, uh, after they've gone and done horrible things, molested children, and kill,  them whatever, that, society has to pay, uh, upwards , uh, thirty thousand dollars a year to incarcerate them."
12,M,you,M|you
13,B,Right.,B|Right.
14,M," helicop. Iadays,'s,too.'s.venge.,...IThat","M| helicop. Iadays,'s,too.'s.venge.,...IThat"
15,B,"I, I don't know,","B|I, I don't know,"
16,M,", and.","M|, and."
17,B,"it's a hard question, you look at the United States, we have the largest murder rate of any developed, uh,","B|it's a hard question, you look at the United States, we have the largest murder rate of any developed, uh,"
18,M,"It's a joke, because the United states is in the middle of the list.","M|It's a joke, because the United states is in the middle of the list."
19,B,"or, uh,","B|or, uh,"
20,M,"Or, uh, I don't know.","M|Or, uh, I don't know."
21,B,"Here in New York it's a lot harder than that, uh","B|Here in New York it's a lot harder than that, uh"
22,M,Ughololol,M|Ughololol
23,B,"it takes, uh, it takes almost six months to get, uh, handgun permit, in this state.","B|it takes, uh, it takes almost six months to get, uh, handgun permit, in this state."
24,M,I have been,M|I have been
25,B,"Now, the, the, and that's with, uh, you have to have, uh, oh, a police investigation, you have to,  have references,","B|Now, the, the, and that's with, uh, you have to have, uh, oh, a police investigation, you have to,  have references,"
26,M,"The, uh, you have, uh.. you have been, uh... banned from.","M|The, uh, you have, uh.. you have been, uh... banned from."
27,B,"and I know, because a friend of mine wanted to get one and listed me as a reference uh,","B|and I know, because a friend of mine wanted to get one and listed me as a reference uh,"
28,M,"I know, uh, I know","M|I know, uh, I know"
29,B,"and I know it, there is, it's very easy to get, uh, uh, you know, there's no restrictions, whatsoever, on hunting rifles and shotguns and things like that,  which aren't the, I, I don't consider to be the kind of crime, uh,  weapon, you know,","B|and I know it, there is, it's very easy to get, uh, uh, you know, there's no restrictions, whatsoever, on hunting rifles and shotguns and things like that,  which aren't the, I, I don't consider to be the kind of crime, uh,  weapon, you know,"
30,M,...,M|...
31,B,"uh, so,","B|uh, so,"
32,M,"I know,","M|I know,"
33,B,Right.,B|Right.
34,M,Nuh,M|Nuh
35,B,Right.,B|Right.
36,M,Are you sure?,M|Are you sure?
37,B,"Yeah, yeah,","B|Yeah, yeah,"
38,M,"You're right, it's just that they say that","M|You're right, it's just that they say that"
39,B,"well, and the thing with Bundy was though he escaped","B|well, and the thing with Bundy was though he escaped"
