,Speaker,Utterance,Unified
5,M,it's just a little curve,M|it's just a little curve
6,g,uh-huh just just below the burnt forest without touching the burnt forest,g|uh-huh just just below the burnt forest without touching the burnt forest
7,M,how do you get to the burnt tree?,M|how do you get to the burnt tree?
8,g,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,g|right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start
9,M,right i can see it,M|right i can see it
10,g,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,g|understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve
11,M,"understood, what is it going to?","M|understood, what is it going to?"
12,g,no,g|no
13,M,have they gone to the wrong end?,M|have they gone to the wrong end?
14,g,no you just see how,g|no you just see how
15,M,is this a joke,M|is this a joke
16,g,uh-huh you just,g|uh-huh you just
17,M,i think you just got the joke,M|i think you just got the joke
18,g,uh-huh it's just a slight curve,g|uh-huh it's just a slight curve
19,M,huh u just,M|huh u just
20,g,uh-huh and then back to the left,g|uh-huh and then back to the left
21,M,"um, and then the right","M|um, and then the right"
22,g,okay so you're about eh three to four inches below start then directly underneath,g|okay so you're about eh three to four inches below start then directly underneath
23,M,yeah i think so,M|yeah i think so
24,g,right okay so you're going to in a straight line go go to the right have you got the ravine,g|right okay so you're going to in a straight line go go to the right have you got the ravine
25,M,no its just a regular ravine that i built,M|no its just a regular ravine that i built
26,g,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,g|right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine
27,M,"right, that's the way it is","M|right, that's the way it is"
28,g,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,g|uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine
29,M,right go go,M|right go go
30,g,mmhmm,g|mmhmm
31,M,right go ahead,M|right go ahead
32,g,uh-huh uh-huh,g|uh-huh uh-huh
33,M,uhuh uh uh,M|uhuh uh uh
34,g,uh-huh right do you have the remote village,g|uh-huh right do you have the remote village
35,M,uhh what?,M|uhh what?
36,g,right well it doesn't doesn't matter,g|right well it doesn't doesn't matter
37,M,right i don't care,M|right i don't care
38,g,uh-huh you can go about a centimetre above the the ravine okay and then,g|uh-huh you can go about a centimetre above the the ravine okay and then
39,M,"i have to go now, but i'll be back later","M|i have to go now, but i'll be back later"
40,g,uh-huh uh-huh,g|uh-huh uh-huh
41,M,umm how are you now?,M|umm how are you now?
42,g,and then you're going to go straight along to the right in a straight line,g|and then you're going to go straight along to the right in a straight line
43,M,uhhuh but then you have to go in a circle,M|uhhuh but then you have to go in a circle
44,g,uh-huh okay so don't go as far as the pine grove,g|uh-huh okay so don't go as far as the pine grove
45,M,huhuh uh,M|huhuh uh
46,g,right so you should be about ehm level with the top of the pine grove that that far up,g|right so you should be about ehm level with the top of the pine grove that that far up
47,M,and then i'm going to the bottom of the tree,M|and then i'm going to the bottom of the tree
48,g,but you're about you know you're not in near the you're not at the pine grove yet,g|but you're about you know you're not in near the you're not at the pine grove yet
49,M,yes and i'm not near the pinegrove,M|yes and i'm not near the pinegrove
50,g,so you're about an inch and a half from the pine grove you're going to your line is going to slope down to the right but you're going to keep to the left-hand side of the pine grove i'm not making this very easy am i right,g|so you're about an inch and a half from the pine grove you're going to your line is going to slope down to the right but you're going to keep to the left-hand side of the pine grove i'm not making this very easy am i right
51,M,I'm not sure.,M|I'm not sure.
52,g,see what i mean,g|see what i mean
53,M,I don't think you know what a line is,M|I don't think you know what a line is
54,g,so you go down until you're ehm 'til you're at the bottom left-hand corner of the pine grove,g|so you go down until you're ehm 'til you're at the bottom left-hand corner of the pine grove
55,M,I don't understand what you mean,M|I don't understand what you mean
56,g,mmhmm,g|mmhmm
57,M,I'm guessing you are in the bottom right corner?,M|I'm guessing you are in the bottom right corner?
58,g,no not touching,g|no not touching
59,M,yes touching,M|yes touching
60,g,okay,g|okay
61,M,not touching it,M|not touching it
62,g,right right have you got the concealed hideout,g|right right have you got the concealed hideout
63,M,open and shut case,M|open and shut case
64,g,oh right okay ehm directly above the concealed hideout,g|oh right okay ehm directly above the concealed hideout
65,M,you mean the one on the bottom right?,M|you mean the one on the bottom right?
66,g,okay well i haven't got that but what you what you're going to do is you're going to right you've got we've got another curve on the line so this is probably why you're curving to avoid that avalanche so you curve first of all to the right,g|okay well i haven't got that but what you what you're going to do is you're going to right you've got we've got another curve on the line so this is probably why you're curving to avoid that avalanche so you curve first of all to the right
67,M,"yeah i have that, I've got the hideout on the bottom left.","M|yeah i have that, I've got the hideout on the bottom left."
68,g,okay moving down all the time,g|okay moving down all the time
69,M,well i've been doing it for a while and i'm still curving it,M|well i've been doing it for a while and i'm still curving it
70,g,you're just you're just you're going down but also to the right you're you're,g|you're just you're just you're going down but also to the right you're you're
71,M,what's going to happen?,M|what's going to happen?
72,g,uh-huh,g|uh-huh
73,M,it's a secret,M|it's a secret
74,g,right what happens is you go you curve to the right and then back into the left and then you curve to the right again along the top of this concealed hideout,g|right what happens is you go you curve to the right and then back into the left and then you curve to the right again along the top of this concealed hideout
