,Speaker,Utterance,Unified
5,M,yes but it's not a very good way to start,M|yes but it's not a very good way to start
6,g,and below the graveyard below the graveyard but above the carved wooden pole,g|and below the graveyard below the graveyard but above the carved wooden pole
7,M,but below the water,M|but below the water
8,g,okay so you don't have a graveyard do you have a fast flowing river,g|okay so you don't have a graveyard do you have a fast flowing river
9,M,"You can't build a graveyard, you have to build a river.","M|You can't build a graveyard, you have to build a river."
10,g,ehm mm don't know yeah it could be could be,g|ehm mm don't know yeah it could be could be
11,M,could it be a fast running creek?,M|could it be a fast running creek?
12,g,to your right uh-huh,g|to your right uh-huh
13,M,i don't even know where that is,M|i don't even know where that is
14,g,no go just until you go go below the diamond mine until just before the fast fast flowing river,g|no go just until you go go below the diamond mine until just before the fast fast flowing river
15,M,I don't get it,M|I don't get it
16,g,you have a fast flowing creek,g|you have a fast flowing creek
17,M,"I'm on the way now, where are you?","M|I'm on the way now, where are you?"
18,g,mmhmm,g|mmhmm
19,M,you got a fast running river?,M|you got a fast running river?
20,g,well do you have an apache camp,g|well do you have an apache camp
21,M,i have an acme and a scythe,M|i have an acme and a scythe
22,g,okay,g|okay
23,M,I am in a tent,M|I am in a tent
24,g,right okay then right you're going to go below the diamond mine,g|right okay then right you're going to go below the diamond mine
25,M,its not a minecraft server,M|its not a minecraft server
26,g,do you have a graveyard,g|do you have a graveyard
27,M,okay then,M|okay then
28,g,don't have a graveyard,g|don't have a graveyard
29,M,you have a grave,M|you have a grave
30,g,do you have a desert,g|do you have a desert
31,M,"no, you have to go to the graveyard","M|no, you have to go to the graveyard"
32,g,no don't go don't go any further than the desert don't go onto the desert,g|no don't go don't go any further than the desert don't go onto the desert
33,M,you know what you need to do?,M|you know what you need to do?
34,g,right you uh-huh below the diamond mine,g|right you uh-huh below the diamond mine
35,M,i mean what is the secret to the secret?,M|i mean what is the secret to the secret?
36,g,and then go to your right,g|and then go to your right
37,M,i'll go,M|i'll go
38,g,you've got neither a graveyard nor a fast flowing river,g|you've got neither a graveyard nor a fast flowing river
39,M,"i'm not sure, i think i have a graveyard, but i don't know for sure","M|i'm not sure, i think i have a graveyard, but i don't know for sure"
40,g,okay right you've got a fast flowing fast running creek i don't have a fast running creek,g|okay right you've got a fast flowing fast running creek i don't have a fast running creek
41,M,I have a slow running creek.,M|I have a slow running creek.
42,g,so ehm ehm i'm kind of stuck,g|so ehm ehm i'm kind of stuck
43,M,You're stuck,M|You're stuck
44,g,erm mark no just wait i know you're thirsty but just wait 'til you get to the desert,g|erm mark no just wait i know you're thirsty but just wait 'til you get to the desert
45,M,okay im in the saloons and ill go there and wait for you to come,M|okay im in the saloons and ill go there and wait for you to come
46,g,well okay then right you've got a creek i've got a river,g|well okay then right you've got a creek i've got a river
47,M,"i have a creek, i've had a river, and i've been a river for a while.","M|i have a creek, i've had a river, and i've been a river for a while."
48,g,so they must be linked somehow,g|so they must be linked somehow
49,M,no they don't,M|no they don't
50,g,so do you want to just go along to your right,g|so do you want to just go along to your right
51,M,you wanna go?,M|you wanna go?
52,g,and then go up and over the top of where the creek is,g|and then go up and over the top of where the creek is
53,M,ok then,M|ok then
54,g,and then down south again,g|and then down south again
55,M,go to the bottom of the hill,M|go to the bottom of the hill
56,g,down south again until just above the apache camp,g|down south again until just above the apache camp
57,M,"i am not sure, do you know where the water will go?","M|i am not sure, do you know where the water will go?"
58,g,and pass that by go to your southwest of the apache camp,g|and pass that by go to your southwest of the apache camp
59,M,ok I'll be there in a few minutes,M|ok I'll be there in a few minutes
60,g,uh-huh,g|uh-huh
61,M,how do i do that?,M|how do i do that?
62,g,uh-huh,g|uh-huh
63,M,well then,M|well then
64,g,right take the southwest direction,g|right take the southwest direction
65,M,uhhh... huh...,M|uhhh... huh...
66,g,now do you have a walled city,g|now do you have a walled city
67,M,now pass the wall,M|now pass the wall
68,g,and do you have a desert,g|and do you have a desert
69,M,"no, but i have a forest","M|no, but i have a forest"
