,Speaker,Utterance,Unified
5,M,what size diamond mine are you mining?,M|what size diamond mine are you mining?
6,g,'til it's 'til it's an inch below the diamond mine right do you have a,g|'til it's 'til it's an inch below the diamond mine right do you have a
7,M,the only thing i can think of is the diamond mining part,M|the only thing i can think of is the diamond mining part
8,g,yeah do you have a a wagon wheel just to the right of the the diamond mine,g|yeah do you have a a wagon wheel just to the right of the the diamond mine
9,M,yeah i know i can't afford a wagon right now but i could do it in a few hours,M|yeah i know i can't afford a wagon right now but i could do it in a few hours
10,g,what's the next thing to its right,g|what's the next thing to its right
11,M,"yeah i've got a diamond mine, and it's in the diamond mines","M|yeah i've got a diamond mine, and it's in the diamond mines"
12,g,you don't have a rift valley,g|you don't have a rift valley
13,M,I have the same problem.,M|I have the same problem.
14,g,yeah okay,g|yeah okay
15,M,yeah i guess youre right,M|yeah i guess youre right
16,g,you're drawing your line down,g|you're drawing your line down
17,M,i am not sure how i can get it on the top of my head,M|i am not sure how i can get it on the top of my head
18,g,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,g|underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page
19,M,What's the line?,M|What's the line?
20,g,yeah,g|yeah
21,M,i mean... do you mean on the right hand side?,M|i mean... do you mean on the right hand side?
22,g,right,g|right
23,M,the cactus?,M|the cactus?
24,g,yeah,g|yeah
25,M,do you have a way to tell how far it is?,M|do you have a way to tell how far it is?
26,g,should be now yeah if your line's below the diamond mine you should be okay,g|should be now yeah if your line's below the diamond mine you should be okay
27,M,i'll try that,M|i'll try that
28,g,and then go straight along to my right which is your right as well go straight along to the right,g|and then go straight along to my right which is your right as well go straight along to the right
29,M,"yeah, yeah, yeah.","M|yeah, yeah, yeah."
30,g,no to about halfway to page about four inches off before the page,g|no to about halfway to page about four inches off before the page
31,M,yes to the left of the center of the screen,M|yes to the left of the center of the screen
32,g,then go up to almost the very top of the page,g|then go up to almost the very top of the page
33,M,"ok, how far do i need to go?","M|ok, how far do i need to go?"
