,Speaker,Utterance,Unified
5,M,what about the start of the hill?,M|what about the start of the hill?
6,g,go along to the the left,g|go along to the the left
7,M,i'm at the start of the mountain,M|i'm at the start of the mountain
8,g,there's no banana tree in this one,g|there's no banana tree in this one
9,M,the banana tree is there,M|the banana tree is there
10,g,uh-huh well say the top's north and,g|uh-huh well say the top's north and
11,M,the top is north,M|the top is north
12,g,go west,g|go west
13,M,i can't,M|i can't
14,g,until you've just got past the edge of the crest falls,g|until you've just got past the edge of the crest falls
15,M,go north,M|go north
16,g,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c""","g|and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c"""
17,M,that's a lot of up and down,M|that's a lot of up and down
18,g,right and then go due west until about two centimetres from the edge of the paper,g|right and then go due west until about two centimetres from the edge of the paper
19,M,then go east and up the slope,M|then go east and up the slope
20,g,now do you have a footbridge,g|now do you have a footbridge
21,M,I have a bridge,M|I have a bridge
22,g,right go up north now until you're just due north until you're just below the the level of the footbridge,g|right go up north now until you're just due north until you're just below the the level of the footbridge
23,M,"right i am going up north, i am just going up the tree","M|right i am going up north, i am just going up the tree"
24,g,and then from there go over right to the edge of the the the western side of footbridge,g|and then from there go over right to the edge of the the the western side of footbridge
25,M,start at the foot bridge,M|start at the foot bridge
26,g,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there,g|right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there
27,M,yes sir,M|yes sir
28,g,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half,g|well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half
29,M,i think it's just the foot bridge,M|i think it's just the foot bridge
30,g,uh-huh and then och take a wee bit more to be safe just a wee touch more,g|uh-huh and then och take a wee bit more to be safe just a wee touch more
31,M,it's fine. i just don't like to be caught in the middle of a river when i'm on the foot bridge,M|it's fine. i just don't like to be caught in the middle of a river when i'm on the foot bridge
32,g,and then do you have an old temple,g|and then do you have an old temple
33,M,"and just like that, you're in","M|and just like that, you're in"
34,g,right go along eastward for about two inches,g|right go along eastward for about two inches
35,M,and do you want to go to the eastward,M|and do you want to go to the eastward
36,g,and then curve up until you're at the bottom of the old temple,g|and then curve up until you're at the bottom of the old temple
37,M,right then go along westward for a few inches,M|right then go along westward for a few inches
38,g,mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there,g|mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there
39,M,"yes, yes I do","M|yes, yes I do"
40,g,right what about do you have an abandoned truck,g|right what about do you have an abandoned truck
41,M,I have a car.,M|I have a car.
42,g,uh-huh,g|uh-huh
43,M,okay where are you?,M|okay where are you?
44,g,is there anything between the old temple and the truck,g|is there anything between the old temple and the truck
45,M,The old temple is the abandoned one.,M|The old temple is the abandoned one.
46,g,right i don't have that,g|right i don't have that
47,M,"I think it's a slate mountain, but I'm not 100","M|I think it's a slate mountain, but I'm not 100"
48,g,go two and a half inches up over the temple the up the side of it,g|go two and a half inches up over the temple the up the side of it
49,M,what is the stone?,M|what is the stone?
50,g,and then and then say an angle of northwest forty-five degrees,g|and then and then say an angle of northwest forty-five degrees
51,M,and start and stop and start and start again,M|and start and stop and start and start again
52,g,go up for about two inches that would probably take you past the top of the,g|go up for about two inches that would probably take you past the top of the
53,M,go one and a quarter and you'll have it,M|go one and a quarter and you'll have it
54,g,something uh-huh,g|something uh-huh
55,M,huh what?,M|huh what?
56,g,and then back down at the same angle to well the opposite angle anyway to get you down to your abandoned truck just below it,g|and then back down at the same angle to well the opposite angle anyway to get you down to your abandoned truck just below it
57,M,"so then the truck goes down the hill to the truck, then back up","M|so then the truck goes down the hill to the truck, then back up"
58,g,and then go straight across the bottom of the abandoned truck,g|and then go straight across the bottom of the abandoned truck
59,M,right and then go backwards to the back of the truck,M|right and then go backwards to the back of the truck
60,g,"until you're just below the ""a""","g|until you're just below the ""a"""
61,M,Then it's a truck,M|Then it's a truck
62,g,now have you got baboons,g|now have you got baboons
63,M,I'm a baby.,M|I'm a baby.
64,g,right now come due south,g|right now come due south
65,M,now come south,M|now come south
66,g,about an inch and a half to an inch and three quarters,g|about an inch and a half to an inch and three quarters
67,M,about tree fiddy,M|about tree fiddy
68,g,and then due west for about two inches uh then,g|and then due west for about two inches uh then
69,M,"okay, just tell me when you're ready","M|okay, just tell me when you're ready"
70,g,do you have a white mountain further up,g|do you have a white mountain further up
71,M,about two inches,M|about two inches
72,g,"right now well the best thing to do first of all would be come back up to where you were at the ""a"" and the come up to make that a ""u"" shape","g|right now well the best thing to do first of all would be come back up to where you were at the ""a"" and the come up to make that a ""u"" shape"
73,M,"huh, uh","M|huh, uh"
74,g,and then draw a line straight between this point and maybe about half a centimetre to the west of the bottom of the white mountain,g|and then draw a line straight between this point and maybe about half a centimetre to the west of the bottom of the white mountain
75,M,you're welcome,M|you're welcome
76,g,right now mm go up the side of the mountain until you're maybe follow the side for up until about half an inch below the summit,g|right now mm go up the side of the mountain until you're maybe follow the side for up until about half an inch below the summit
77,M,right then,M|right then
78,g,and then change to going due north for about three inches,g|and then change to going due north for about three inches
79,M,move north,M|move north
80,g,ah there's no lemon grove in this one,g|ah there's no lemon grove in this one
81,M,And you have to go north for a mile to the north,M|And you have to go north for a mile to the north
82,g,right is there a pyramid,g|right is there a pyramid
83,M,right and east are the same,M|right and east are the same
84,g,yeah now this'll be you just about a third of the way up the pyramid,g|yeah now this'll be you just about a third of the way up the pyramid
85,M,and now you're on the other side,M|and now you're on the other side
86,g,and then straight across until about a centimetre to the west of the pyramid,g|and then straight across until about a centimetre to the west of the pyramid
87,M,and back down,M|and back down
88,g,no straight across until,g|no straight across until
89,M,you should have walked up to the pyramid and said you're sorry,M|you should have walked up to the pyramid and said you're sorry
90,g,on the same level,g|on the same level
91,M,and then,M|and then
92,g,and then mm go up over the top of the pyramid and in a a cone sort of a a triangle shape and down the other side until you're at the base of the pyramid,g|and then mm go up over the top of the pyramid and in a a cone sort of a a triangle shape and down the other side until you're at the base of the pyramid
93,M,theres a pyramid in the center of the map,M|theres a pyramid in the center of the map
94,g,right do you have a cobbled street,g|right do you have a cobbled street
95,M,it's pretty good but the cobbled streets are not very good,M|it's pretty good but the cobbled streets are not very good
96,g,right below the pyramid there's a cobbled street and,g|right below the pyramid there's a cobbled street and
97,M,I know what you mean.,M|I know what you mean.
98,g,ehm it's below the western side of the pyramid,g|ehm it's below the western side of the pyramid
99,M,that's where the pyramid is,M|that's where the pyramid is
100,g,"now from where you are just now draw a curved line 'til you're below the ""d"" of pyramid","g|now from where you are just now draw a curved line 'til you're below the ""d"" of pyramid"
101,M,the pyramid is not the only thing that is curved,M|the pyramid is not the only thing that is curved
102,g,and then straight across until you're just below the point of the pyramid at the western tip,g|and then straight across until you're just below the point of the pyramid at the western tip
103,M,You could just straighten the pyramid.,M|You could just straighten the pyramid.
104,g,right go at an angle slightly more slightly to the west of south,g|right go at an angle slightly more slightly to the west of south
105,M,"right, so what is the best way to get the pyramid to the top?","M|right, so what is the best way to get the pyramid to the top?"
106,g,to avoid the cobbled street there and do you have a remote village,g|to avoid the cobbled street there and do you have a remote village
107,M,I'll be on my way,M|I'll be on my way
108,g,and just to where the the thick lines at the remote village drawing are,g|and just to where the the thick lines at the remote village drawing are
109,M,just to the far east,M|just to the far east
110,g,just about a centimetre to the west of the thick line and stop there,g|just about a centimetre to the west of the thick line and stop there
111,M,How far away is it from the road?,M|How far away is it from the road?
112,g,"now curve round draw a curve until you're below the ""r"" of remote","g|now curve round draw a curve until you're below the ""r"" of remote"
113,M,"That's not what I meant. I'm asking if you're saying that's what you mean by a circle, and not a circle.","M|That's not what I meant. I'm asking if you're saying that's what you mean by a circle, and not a circle."
114,g,"and then straight across until you're below the ""e""","g|and then straight across until you're below the ""e"""
115,M,then curve,M|then curve
116,g,"the ""e"" in village sorry","g|the ""e"" in village sorry"
117,M,"you should have the remote, you'll get the remote","M|you should have the remote, you'll get the remote"
118,g,and then go straight across another inch and that's the finish,g|and then go straight across another inch and that's the finish
119,M,and you can do it on a wooden board and it's a very quick and easy,M|and you can do it on a wooden board and it's a very quick and easy
