,Speaker,Utterance,Unified
5,M,so what you're saying is that the top is my house?,M|so what you're saying is that the top is my house?
6,g,you turn left,g|you turn left
7,M,so i guess i'm the only one that thinks this is a good idea,M|so i guess i'm the only one that thinks this is a good idea
8,g,then left again so you're coming down the side of the caravan park,g|then left again so you're coming down the side of the caravan park
9,M,You turn left and then turn right so you get the train.,M|You turn left and then turn right so you get the train.
10,g,keep going down,g|keep going down
11,M,and then the other way,M|and then the other way
12,g,then you turn left go,g|then you turn left go
13,M,then turn right,M|then turn right
14,g,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,g|you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map
15,M,i'm coming back,M|i'm coming back
16,g,okay you got that,g|okay you got that
17,M,yea but the joke is that you're going to the wrong way up there,M|yea but the joke is that you're going to the wrong way up there
18,g,you're going along and you're turning left again,g|you're going along and you're turning left again
19,M,I'm going along with you,M|I'm going along with you
20,g,okay,g|okay
21,M,it's a bot,M|it's a bot
22,g,ah out the top of the caravan park,g|ah out the top of the caravan park
23,M,"i don't know where it is, i just know that the caravan is out the front of the house","M|i don't know where it is, i just know that the caravan is out the front of the house"
24,g,then so you're coming down the side of the caravan park,g|then so you're coming down the side of the caravan park
25,M,left come up the side,M|left come up the side
26,g,not not to the if you come have you come down past the caravan park,g|not not to the if you come have you come down past the caravan park
27,M,I don't have a car,M|I don't have a car
28,g,you turn left,g|you turn left
29,M,he walks past the door and gets in,M|he walks past the door and gets in
30,g,no come down and turn left,g|no come down and turn left
31,M,you come down the caravan,M|you come down the caravan
32,g,then you go along,g|then you go along
33,M,then turn left!,M|then turn left!
34,g,turn left again,g|turn left again
35,M,the left one,M|the left one
36,g,no you don't go to the bottom of the map,g|no you don't go to the bottom of the map
37,M,and you can't get to the top of the maps,M|and you can't get to the top of the maps
38,g,turn left so that's two turns left after you come out the caravan park,g|turn left so that's two turns left after you come out the caravan park
39,M,turn right so you can't get in,M|turn right so you can't get in
40,g,yeah,g|yeah
41,M,you can go into the caravan and go through the door and then go through it again,M|you can go into the caravan and go through the door and then go through it again
42,g,and left back up into the map,g|and left back up into the map
43,M,"turn left, then turn right","M|turn left, then turn right"
44,g,be careful for the old mill you'll see it it should be on your right-hand side,g|be careful for the old mill you'll see it it should be on your right-hand side
45,M,it's on my left,M|it's on my left
46,g,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,g|you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet
47,M,I'm in the old Mill now.,M|I'm in the old Mill now.
48,g,right turn round the old turn to the right after the old mill,g|right turn round the old turn to the right after the old mill
49,M,I think the new mill has a better layout.,M|I think the new mill has a better layout.
50,g,yeah to the right after the old mill,g|yeah to the right after the old mill
51,M,you mean the right?,M|you mean the right?
52,g,that's you going across to the other side of the map,g|that's you going across to the other side of the map
53,M,"okay, you can go over to the left and then the other way.","M|okay, you can go over to the left and then the other way."
54,g,keep going,g|keep going
55,M,"left, right, left, right","M|left, right, left, right"
56,g,now you should come to a fenced meadow on your right,g|now you should come to a fenced meadow on your right
57,M,you should go to a meadow,M|you should go to a meadow
58,g,well you turn left so you're going up the map again,g|well you turn left so you're going up the map again
59,M,now i'm going up,M|now i'm going up
60,g,up the map you'll then come to an abandoned cottage it should be on your left-hand side,g|up the map you'll then come to an abandoned cottage it should be on your left-hand side
61,M,i'm not sure where it is,M|i'm not sure where it is
