Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
4	0	2	of the	79	21	2	g	78,79,96,99	[[78, 79], [96, 99]]
2	0	2	you get	85	5	4	g	80,85	[[80, 85]]
2	0	2	to the	99	3	4	g	96,99	[[96, 99]]
4	0	2	the hot	41	5	1	g	40,41,42,45	[[40, 41, 42, 45]]
2	0	2	to go	83	1	2	g	82,83	[[82, 83]]
25	3	1	the	5	95	1	g	4,5,14,17,26,29,32,36,37,40,41,42,43,44,45,47,66,67,78,79,82,83,96,97,99	[[4, 5], [14, 17], [26, 29], [32, 36, 37], [36, 37, 40, 41], [40, 41, 42, 43, 44, 45], [42, 43, 44, 45, 47], [44, 45, 47], [66, 67], [78, 79, 82, 83], [82, 83], [96, 97, 99]]
10	0	1	right	7	87	2	g	6,7,22,23,74,75,88,89,92,93	[[6, 7], [22, 23], [74, 75], [88, 89, 92, 93]]
7	1	1	and	43	61	1	g	40,43,84,85,96,97,101	[[40, 43], [84, 85], [96, 97, 101]]
8	0	1	of	41	63	2	g	36,41,46,47,78,79,96,99	[[36, 41], [46, 47], [78, 79], [96, 99]]
4	0	1	go	57	31	3	g	52,57,82,83	[[52, 57], [82, 83]]
7	1	1	north	31	29	2	g	28,31,36,41,52,55,57	[[28, 31], [36, 41], [52, 55, 57]]
4	0	1	get	51	39	4	g	46,51,80,85	[[46, 51], [80, 85]]
2	0	1	east	29	1	2	g	28,29	[[28, 29]]
4	0	1	hot	41	5	2	g	40,41,42,45	[[40, 41, 42, 45], [42, 45]]
3	1	1	antelopes	97	3	2	g	96,97,99	[[96, 97, 99]]
2	0	1	on	95	3	1	g	92,95	[[92, 95]]
2	0	1	that's	105	5	1	g	100,105	[[100, 105]]
