Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
7	1	2	of the	15	15	2	g	14,15,16,19,21,24,29	[[14, 15, 16, 19], [16, 19, 21], [24, 29]]
4	0	2	right and	7	71	1	g	4,7,72,75	[[4, 7], [72, 75]]
2	0	2	a bit	53	5	1	g	48,53	[[48, 53]]
2	0	2	side of	97	5	1	g	92,97	[[92, 97]]
2	0	2	the face	55	3	1	g	52,55	[[52, 55]]
17	3	1	of	13	89	2	g	8,13,14,15,16,19,21,24,29,68,71,78,79,83,92,95,97	[[8, 13], [14, 15, 16, 19], [16, 19, 21], [24, 29], [68, 71], [78, 79, 83], [92, 95, 97]]
15	1	1	a	35	69	3	g	34,35,48,49,50,53,64,65,80,81,92,95,100,102,103	[[34, 35], [48, 49, 50, 53], [50, 53], [64, 65], [80, 81], [92, 95], [100, 102, 103], [102, 103]]
6	0	1	then	63	49	9	g	62,63,76,79,110,111	[[62, 63], [76, 79], [110, 111]]
5	1	1	just	47	71	3	g	42,44,47,108,113	[[42, 44, 47], [44, 47], [108, 113]]
3	1	1	on	35	3	1	g	34,35,37	[[34, 35, 37]]
2	0	1	tree	29	1	4	g	28,29	[[28, 29]]
3	1	1	but	47	3	1	g	44,46,47	[[44, 46, 47]]
6	2	1	page	95	7	2	g	92,94,95,96,97,99	[[92, 94, 95, 96, 97], [94, 95, 96, 97, 99]]
2	0	1	about	95	5	1	g	90,95	[[90, 95]]
3	1	1	bit	49	5	1	g	48,49,53	[[48, 49, 53]]
2	0	1	your	43	5	1	g	38,43	[[38, 43]]
4	2	1	crane	75	5	1	g	72,74,75,77	[[72, 74, 75, 77]]
3	1	1	face	55	5	1	g	50,52,55	[[50, 52, 55]]
2	0	1	nose	61	3	2	g	58,61	[[58, 61]]
2	0	1	warehouse	87	1	1	g	86,87	[[86, 87]]
