Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	the fort	89	1	2	g	88,89	[[88, 89]]
2	0	2	the right	75	5	2	g	70,75	[[70, 75]]
3	1	2	stone creek	61	5	1	g	60,61,65	[[60, 61, 65]]
3	1	2	the diamond	15	3	1	g	14,15,17	[[14, 15, 17]]
16	2	1	right	57	31	6	g	56,57,60,61,65,66,69,70,73,74,75,76,79,81,82,87	[[56, 57, 60, 61], [60, 61, 65], [66, 69], [70, 73, 74, 75], [74, 75, 76, 79], [76, 79, 81], [82, 87]]
14	4	1	you	11	83	1	g	6,11,38,39,41,43,44,47,49,52,57,84,87,89	[[6, 11], [38, 39, 41, 43], [44, 47, 49], [52, 57], [84, 87, 89]]
2	0	1	to	67	5	1	g	62,67	[[62, 67]]
2	0	1	see	47	1	1	g	46,47	[[46, 47]]
3	1	1	just	15	5	2	g	12,15,17	[[12, 15, 17]]
2	0	1	down	45	1	5	g	44,45	[[44, 45]]
5	1	1	side	33	53	2	g	28,30,33,76,81	[[28, 30, 33], [30, 33], [76, 81]]
2	0	1	fort	89	1	3	g	88,89	[[88, 89]]
3	1	1	creek	61	5	2	g	60,61,65	[[60, 61, 65]]
2	0	1	buffalo	81	1	2	g	80,81	[[80, 81]]
2	0	1	where	87	3	2	g	84,87	[[84, 87]]
