Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	gold mine	47	3	1	g	44,47	[[44, 47]]
2	0	2	the diamond	13	5	1	g	8,13	[[8, 13]]
2	0	2	the trout	89	3	3	g	86,89	[[86, 89]]
21	3	1	a	13	105	2	g	12,13,40,41,43,48,51,52,57,68,71,72,77,92,95,110,112,113,114,116,117	[[12, 13], [40, 41, 43], [48, 51], [52, 57], [68, 71], [72, 77], [92, 95], [110, 112, 113], [112, 113, 114, 116, 117]]
12	2	1	you	5	103	1	g	4,5,9,20,25,66,70,71,76,77,102,107	[[4, 5, 9], [20, 25], [66, 70, 71], [70, 71], [76, 77], [102, 107]]
10	2	1	right	13	105	1	g	8,13,32,35,36,37,41,108,109,113	[[8, 13], [32, 35, 36, 37], [36, 37, 41], [108, 109, 113]]
4	0	1	go	85	21	2	g	82,85,102,103	[[82, 85], [102, 103]]
2	0	1	it	27	3	2	g	24,27	[[24, 27]]
2	0	1	just	117	1	3	g	116,117	[[116, 117]]
2	0	1	is	51	3	1	g	48,51	[[48, 51]]
2	0	1	down	51	3	3	g	48,51	[[48, 51]]
2	0	1	mine	47	3	4	g	44,47	[[44, 47]]
3	1	1	no	11	3	1	g	10,11,13	[[10, 11, 13]]
2	0	1	in	47	5	1	g	42,47	[[42, 47]]
3	1	1	rock	55	5	2	g	52,55,57	[[52, 55, 57]]
2	0	1	country	47	5	2	g	42,47	[[42, 47]]
2	0	1	up	117	1	2	g	116,117	[[116, 117]]
4	0	1	diamond	13	11	1	g	8,13,14,19	[[8, 13], [14, 19]]
2	0	1	trout	89	3	4	g	86,89	[[86, 89]]
2	0	1	come	55	1	1	g	54,55	[[54, 55]]
