Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	of the	7	3	1	g	4,7	[[4, 7]]
2	0	2	do you	113	5	1	g	108,113	[[108, 113]]
2	0	2	have a	35	1	2	g	34,35	[[34, 35]]
2	0	2	want to	109	5	3	g	104,109	[[104, 109]]
3	1	2	you want	109	3	6	g	106,108,109	[[106, 108, 109]]
2	0	2	to the	65	1	2	g	64,65	[[64, 65]]
2	0	2	fallen pillars	51	3	1	g	48,51	[[48, 51]]
2	0	2	the fallen	61	1	1	g	60,61	[[60, 61]]
3	1	2	the mountain	119	3	2	g	118,119,121	[[118, 119, 121]]
25	5	1	you	15	119	1	g	12,15,28,31,33,44,45,47,64,65,90,94,95,97,106,107,108,109,110,113,124,125,126,130,131	[[12, 15], [28, 31, 33], [44, 45, 47], [64, 65], [90, 94, 95], [94, 95, 97], [106, 107, 108, 109], [108, 109, 110, 113], [110, 113], [124, 125], [126, 130, 131]]
16	2	1	a	35	83	4	g	34,35,68,71,84,85,87,90,91,104,107,108,113,114,116,117	[[34, 35], [68, 71], [84, 85, 87], [90, 91], [104, 107], [108, 113], [114, 116, 117], [116, 117]]
8	0	1	and	33	81	2	g	28,33,44,45,60,65,106,109	[[28, 33], [44, 45], [60, 65], [106, 109]]
7	1	1	of	7	83	1	g	4,7,62,65,82,84,87	[[4, 7], [62, 65], [82, 84, 87], [84, 87]]
10	0	1	have	35	49	1	g	34,35,40,43,44,47,74,77,80,83	[[34, 35], [40, 43], [44, 47], [74, 77], [80, 83]]
8	0	1	do	33	85	1	g	28,33,74,77,92,95,108,113	[[28, 33], [74, 77], [92, 95], [108, 113]]
2	0	1	go	109	3	2	g	106,109	[[106, 109]]
10	2	1	in	49	77	2	g	44,46,49,51,58,61,66,71,116,121	[[44, 46, 49], [46, 49, 51], [58, 61], [66, 71], [116, 121]]
6	0	1	right	27	115	1	g	22,27,70,73,132,137	[[22, 27], [70, 73], [132, 137]]
2	0	1	up	45	5	2	g	40,45	[[40, 45]]
2	0	1	just	97	5	6	g	92,97	[[92, 97]]
4	0	1	then	45	59	3	g	44,45,98,103	[[44, 45], [98, 103]]
2	0	1	that	79	3	1	g	76,79	[[76, 79]]
3	1	1	mountain	119	3	1	g	118,119,121	[[118, 119, 121]]
2	0	1	them	89	5	3	g	84,89	[[84, 89]]
2	0	1	with	89	1	4	g	88,89	[[88, 89]]
